Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Sky Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Ground Temperature [C](TimeStep),Environment:Site Outdoor Air Enthalpy [J/kg](TimeStep),Environment:Site Outdoor Air Density [kg/m3](TimeStep),Environment:Site Rain Status [](TimeStep),BLOCK1:ZONE4:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE3:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE7:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE6:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE5:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE2:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK6:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),PEOPLE BLOCK1:ZONE4:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE3:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE7:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE6:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE5:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK6:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON) 
 01/07  10:00:00,25.2,71.0,2.9,360.0,19.17103342405528,329.0,222.0,24.18,62399.31526614662,1.13659842546068,0.0,25.705001129645575,25.631520899300804,25.514325816916477,25.554713621082187,26.158483075236437,25.623304356349509,25.54657574864199,25.33901812081687,-0.037124906307851809,-2.07491520573023,-0.44975789247811867,-2.139920129552958,0.24593388933550318,-0.010238811127286025,-0.10243590832745585,-0.1303733359824957 
 01/07  11:00:00,26.3,68.0,2.8,360.0,20.398931575862038,398.0,248.0,24.18,64380.76301670922,1.1318330310579566,0.0,26.399366786328029,26.492761818412036,25.95408551402652,25.99729727418583,26.659998045302897,26.251936789030375,26.23699503942827,26.383391206176424,0.17749376700007567,-1.7744299770141959,-0.15085696790302118,-1.8334946280637752,0.5301488464680896,0.20589924430578478,0.09769391843935405,0.23020470611250067 
 01/07  12:00:00,27.5,66.0,2.6,360.0,20.573092988320754,513.0,126.0,24.18,67276.29815382946,1.125037006757298,0.0,27.12041895017305,27.555560548799009,25.97401668916604,25.998131034270739,26.869533160987765,26.57837135340315,26.821350069124447,27.555807550852273,0.37667299356601988,-1.4823551937553437,0.023937122840744675,-1.7372280426779466,0.740398577250448,0.368089932835099,0.2693768193685331,0.5826395983204977 
 01/07  13:00:00,28.7,63.0,2.4,360.0,21.783634769626987,477.0,345.0,24.18,69478.42358134761,1.1199030697265784,0.0,27.467665039049885,28.08504124279476,26.83429376381085,25.999207548089573,27.653835659534335,27.180411848010495,26.806835777125,28.71918870018467,0.5839905795083215,-1.1098149846641279,0.10128562644366034,-1.737772726810861,0.8801920307305788,0.4703834037082503,0.4357729744594128,0.96868024038623 
 01/07  14:00:00,29.8,61.0,2.3,360.0,22.979451613855987,429.0,505.0,24.18,71984.4457619484,1.1137808117404556,0.0,28.000931343230194,28.16854456444005,27.736754652631587,25.996538211365889,28.451421157145654,27.720394652008815,27.524184972399114,29.790717765570699,0.7133642904097348,-0.942321528513076,0.37982288654198395,-1.715461841014617,1.1330830868006428,0.6388280047991043,0.47498870754932528,1.3567671125256689 
 01/07  15:00:00,31.0,59.0,2.1,140.0,24.328595656549909,349.0,364.0,24.18,74782.19357602849,1.1083312061819933,0.0,28.50146833641837,28.489978180416086,26.315142260764128,25.98099304384916,27.505367633535035,27.152647044107185,28.825954557173284,30.748728695127928,0.8803379479141641,-0.8983144050029326,0.6501576420517463,-1.6839165011960975,1.3534417339778083,0.790581575346896,0.6663391446092357,1.6944539658230758 
 01/07  16:00:00,30.2,62.0,2.0,140.0,23.656323347195383,484.0,177.0,24.18,74127.09484202846,1.1111357081979996,0.0,28.783436544065528,28.57141030359006,26.03058982007488,25.993803878308748,27.533055107458606,27.206913000904124,28.656891635107585,30.648416586461925,1.0398928585579277,-0.7761556053848978,0.3743657713853772,-1.673218716905859,1.1901829358905137,0.6918177243296526,0.9347396197380745,2.0105100256113745 
 01/07  17:00:00,29.3,66.0,1.9,140.0,23.8248197666573,218.0,354.0,24.18,73680.52633166706,1.1141102789740316,0.0,29.045139064714719,28.780684997042365,26.08256307625247,26.012989023403514,27.308239142956695,27.054124241242265,28.400925479910108,30.090402398801904,1.1384809748945315,-0.7358127890344505,0.2985032322295618,-1.6638365293688103,1.150373235862251,0.6945578030178878,0.9303090364139169,2.0140812487525729 
 01/07  18:00:00,28.5,70.0,1.8,140.0,23.149104763711195,262.0,55.0,24.18,73424.35472333047,1.1166727849471377,0.0,28.73387124438957,28.615631064990557,26.017891287152755,26.008696559907464,27.258676595753135,27.037774215543164,28.4963718904462,29.770376578692888,1.216162414058378,-0.6501246083961118,0.3144277853561748,-1.643611578411135,1.0808570726703309,0.6607009514926884,0.8999442560423334,1.8957346444198323 
 01/07  19:00:00,27.7,74.0,1.7,140.0,23.993029870779766,67.0,35.0,24.18,73009.88352884659,1.1193572523093276,0.0,28.2574750258321,28.407429875294406,26.014741297037639,26.005778517312498,27.143490518598719,26.95976647332249,27.99502688640018,28.92918354907198,1.2290938909355993,-0.6088929914066885,0.2821585691630598,-1.6242560055588407,1.0071786637459506,0.6493528678237772,0.9452975388621739,1.766223451523869 
 01/07  20:00:00,26.8,79.0,1.6,140.0,23.149104763711195,12.0,1.0,24.18,72666.61811257969,1.1223095813439117,0.0,28.267730428426029,28.380226951213538,26.00711814739445,26.001351586602288,27.043544934470387,26.881841564399197,27.68779572425654,27.99803426430724,1.1348772857320655,-0.626598317173525,0.26828713339209067,-1.6064488106661206,0.9313462728212427,0.6245698337414232,0.8602753361426737,1.5041169013706666 
 01/07  21:00:00,26.0,84.0,1.5,140.0,24.495953582465746,0.0,0.0,24.18,72508.04470750268,1.1248475658857867,0.0,27.926877094541987,27.839325832842076,25.996898212017105,26.100433780471446,26.976674270565483,26.82761232570415,27.38360265760841,27.370545357355657,1.0808778996443434,-0.5973839160948583,0.26042837250399517,-1.5972788018274476,0.8850786944266299,0.6108718257470578,0.7970396374181878,1.2264800867152915 
 01/07  22:00:00,25.1,85.0,1.5,140.0,23.48753947266681,0.0,0.0,24.18,69585.99206695758,1.130754782655754,0.0,27.643465490304686,27.009643542927298,25.99440678243289,25.99121533076792,26.90462102619454,26.762674700380495,27.03406426111115,26.748637288625937,0.9848737820155533,-0.6987161810875272,0.25838404427825137,-1.4151170116313499,0.85089547796439,0.6077424959332792,0.7331619400698283,1.027346569542597 
 01/07  23:00:00,24.2,87.0,1.4,140.0,22.468734936247928,0.0,0.0,24.18,67282.80797020137,1.135132392998369,0.0,27.30343833426805,26.310689474505126,25.94333855935399,26.00469151177502,26.809655891468038,26.66066225819049,26.64988604616184,26.41745057983103,0.9108313238808781,-0.906016693377079,0.24963498495151746,-1.4044055317397025,0.8110361264990924,0.597692401229103,0.669912883551709,0.829747467873661 
 01/07  24:00:00,23.3,89.0,1.4,140.0,21.43928668134322,0.0,0.0,24.18,64943.5709163595,1.1407100505684345,0.0,26.78605638127455,25.716241514505396,25.274354090822706,25.49086057177637,26.18628972121833,26.177923555217605,26.05998827029468,25.73614207747321,0.8204718099082831,-1.138487830733282,0.22335035955702529,-1.3465060644703065,0.7594021051905758,0.5707266979166633,0.5960046831586829,0.7048145418998864 
 01/08  01:00:00,22.4,91.0,1.4,140.0,20.398931575862038,0.0,0.0,24.18,62617.23974038678,1.1463175690171679,0.0,26.474806789345434,25.013973694307475,24.6480050981722,24.772907146138807,25.799847908578458,25.888694112786845,25.676199892169188,25.239690527371225,0.6862551066540844,-1.352982383980415,0.04002178619275309,-1.5144024437301356,0.5937358378898384,0.4598635469778268,0.463278344884312,0.502397787077753 
 01/08  02:00:00,21.6,92.0,1.3,140.0,19.523440373010375,0.0,0.0,24.18,60263.95948587641,1.1505121834016592,0.0,25.904830452546354,24.545719285979059,24.070703411441543,24.297336393259259,25.126129639923719,25.371740941040558,25.005624968203674,24.53561589145816,0.5741048236166427,-1.6111328810073425,-0.15447650276952314,-1.7724273158880302,0.45625838512389957,0.368143517488513,0.3543157329045923,0.3249752565278663 
 01/08  03:00:00,20.7,94.0,1.3,140.0,18.462371161013097,0.0,0.0,24.18,57987.02017558865,1.1561561148014029,0.0,25.471736495676809,23.906713367104069,23.41752221276259,23.649703932497535,24.54653203853292,24.904196361305354,24.443810443663819,23.886173863673546,0.3957442506258189,-1.811940895403775,-0.3518162404936015,-1.97301361142666,0.24387043381736818,0.21535300408808265,0.17022980691120447,0.09405870570682319 
 01/08  04:00:00,19.8,96.0,1.3,140.0,17.389591344707925,0.0,0.0,24.18,55729.297596542354,1.1618257188094297,0.0,24.988248599178467,23.264330000872265,22.749957163852384,22.996945497827327,23.951679110611729,24.420166449259953,23.86827373887758,23.211505196855677,0.24365768184266,-2.0668610632879158,-0.5685671756761973,-2.2292878025681399,0.05130057887523873,0.07146656977670024,0.007953216338386769,-0.12358416112682597 
 01/08  05:00:00,18.9,98.0,1.2,140.0,16.486442118326694,0.0,0.0,24.18,53528.14602060089,1.1663265666815224,0.0,24.465698190986669,22.59932548691611,22.083866642982593,22.319583919765777,23.35568528831414,23.927600756757614,23.25904689817021,22.55839119413238,0.08041787158880833,-2.3311532352596044,-0.793729140916734,-2.4963759173038295,-0.14430308606901919,-0.07892983849910974,-0.15929263875984704,-0.34949901509192995 
 01/08  06:00:00,18.0,100.0,1.2,140.0,15.391388707708814,0.0,0.0,24.18,51313.40248542435,1.1720398493003666,0.0,23.940131758642875,21.927354258088493,21.385123361067927,21.63722818931193,22.726094948891384,23.39755855571346,22.654061361995873,21.852624617345876,-0.09258025942434915,-2.6083021777183799,-1.022340785221549,-2.777529241098509,-0.3439323158921257,-0.23420655409617489,-0.3379243542857615,-0.5723008986679913 
 01/08  07:00:00,19.0,100.0,1.3,140.0,16.667748274158386,70.0,31.0,24.18,54541.370089349286,1.1664358338360977,0.0,24.10505460883911,22.74697360950672,21.88935143338871,22.468683834863158,23.124151835527635,23.735939262785977,23.20585596591134,22.247867613212859,-0.2537728717750323,-2.8868679559717647,-1.2508331012734809,-3.0594862898082906,-0.49415417560478799,-0.36936002887726807,-0.514429956587447,-0.7812173750158699 
 01/08  08:00:00,20.0,99.0,1.4,140.0,17.748504433310587,160.0,56.0,24.18,57554.07249805893,1.1598702830916852,0.0,22.515207028139018,23.410050311847063,22.21218340945075,23.149441163205343,23.451395715343076,21.089002129030008,23.348008431799543,22.632668595896683,-0.2354602044676577,-2.638388150882019,-1.1456722288442978,-2.8063249122428299,-0.3794128676384499,-0.29470523378006366,-0.41257765825928519,-0.6908094288769244 
 01/08  09:00:00,21.0,94.0,1.5,90.0,18.817347315568726,260.0,45.0,24.18,58967.480594948414,1.155654815579326,0.0,23.133244808749205,23.721708131616027,23.050014214386473,23.490115307885277,24.07058749569059,22.31877534860246,23.769443735063743,23.438164885024074,-0.505854146855246,-2.4193143337938447,-1.040504633514966,-2.579921255288645,-0.23231029269770848,-0.7867407585676485,-0.3649724284922671,-0.5476951292360317 
 01/08  10:00:00,22.0,90.0,1.6,90.0,19.874578905296575,348.0,45.0,24.18,60695.104946935506,1.1512450373763986,0.0,23.66496041312573,24.527464530170137,23.687201575710504,24.30645524297322,24.678491968394405,23.046745097572687,24.300003064424059,24.073810795200285,-0.37000102687931,-2.334459598790136,-0.8146176019197301,-2.4830228614746776,-0.027957728946487179,-0.5470493440323706,-0.2770723283497101,-0.301566474945061 
 01/08  11:00:00,23.0,85.0,1.7,90.0,20.9204893292806,430.0,71.0,24.18,61910.860795561806,1.1460799708216747,0.0,24.282898789817986,25.15837048820405,24.38591587693625,24.97434772757668,25.335293057921676,23.808699552899165,24.89973695000687,24.758207383312489,-0.2303710837104996,-2.0901775637857047,-0.6190881215344322,-2.2305576270258435,0.18315954006829852,-0.3798829142380509,-0.15534907270255386,-0.07537781665757959 
 01/08  12:00:00,24.0,81.0,1.8,90.0,21.955357482706178,426.0,57.0,24.18,63428.40199823494,1.1418821092074374,0.0,24.951074151518644,25.851471229615166,25.15183586255096,25.70849758780991,25.996094116623249,24.64477442300262,25.613126596135375,25.485022804322396,-0.07364654652876221,-1.8939056874310528,-0.4193795901216594,-2.017730100274937,0.3845808886015322,-0.21257730531595515,-0.016861012064996244,0.14989365634735395 
 01/08  13:00:00,25.0,77.0,1.9,90.0,22.979451613855987,287.0,93.0,24.18,64834.60357010611,1.1377910982424438,0.0,25.787632046486448,26.585392954880544,25.873562219195749,25.96367524877274,26.522523654232037,25.371283256161847,26.363340013865608,26.161076300895716,0.09458116861680192,-1.6694318300440428,-0.22571543095528674,-1.7757633848125048,0.5382121373478835,-0.04056108269530815,0.14313008427992805,0.35316987370784277 
 01/08  14:00:00,26.0,73.0,2.0,90.0,23.993029870779766,423.0,56.0,24.18,66156.49028641514,1.1326506799865755,0.0,26.47919213237116,27.363609878446494,25.95559644797905,25.941463851825863,26.814496098481145,26.17815323153776,27.159109680598428,26.60485828976339,0.2948959658150522,-1.4273352558340618,-0.003681009675708678,-1.6881566713785479,0.7331727087839164,0.14122149107600158,0.3139786925472834,0.5804477326107512 
 01/08  15:00:00,27.0,70.0,2.1,140.0,24.996340812889913,253.0,59.0,24.18,67893.97356512888,1.1283891360397152,0.0,27.304781489419818,27.79021779916035,25.97707180609709,25.980016710697094,26.838497512155798,26.390102292977966,27.86765235229101,26.944001967690669,0.47046799876415476,-1.1738372420303105,0.010904237391030709,-1.7314863077349899,0.7891337837087381,0.3119973881229295,0.49147810071216949,0.6857913525927947 
 01/08  16:00:00,25.8,73.0,2.2,140.0,23.656323347195383,199.0,56.0,24.18,65466.76721750854,1.1337452777091673,0.0,26.698329513862107,27.520645586892714,25.997163144113718,25.99282137545769,26.828437148164665,25.888914477170915,27.490265247715308,26.441275380745524,0.6665108909303424,-1.0174045082924775,0.015655568902214178,-1.742954188382911,0.7617054546701709,0.34897389712680379,0.6531232331770297,0.7609727631331322 
 01/08  17:00:00,24.7,77.0,2.3,140.0,22.468734936247928,302.0,43.0,24.18,63802.537194718374,1.1394436845680572,0.0,25.96065863422482,26.86933046881482,25.631134396116523,25.995578013905776,26.59349293792898,24.93813858200472,26.82473519590155,25.998106784742388,0.5577802733137868,-1.1067409648916269,0.04804788287792045,-1.668859600158995,0.7791001870667558,0.27819371643945575,0.5768308837845575,0.6711805129965496 
 01/08  18:00:00,23.5,81.0,2.3,140.0,21.266658838877789,117.0,15.0,24.18,61718.61824773443,1.144648644804041,0.0,25.17439901246384,25.702012941164776,24.808816062617895,25.73842042451124,25.909352869757976,23.908619803768468,25.93088177660678,25.271462460579114,0.41111919731715687,-1.2879723908442509,-0.06009485404989714,-1.6428023269528132,0.6667427681053273,0.06233843715140849,0.4486073637422075,0.5238316380521995 
 01/08  19:00:00,22.3,85.0,2.4,140.0,20.049675833681876,70.0,15.0,24.18,59536.66942935452,1.149967210143786,0.0,24.3607767917045,25.045936787694055,24.023347708222738,24.86494136558746,25.229825042367908,22.864134184807488,25.133378961164885,24.48682133150205,0.22579695897379918,-1.6400428577593159,-0.28240610258025708,-1.6997037267699109,0.4536615458446478,-0.18033828450509035,0.259810011780283,0.2993343476618889 
 01/08  20:00:00,21.2,89.0,2.5,140.0,18.817347315568726,14.0,2.0,24.18,57566.68346218322,1.156018027429975,0.0,25.51116980694383,24.336634433868395,23.503897075338867,24.172752114783223,24.689210161087407,24.664993614574095,24.59183202965532,23.826363481151366,0.01364098945814616,-1.8566690823734693,-0.5070337233813235,-1.9744610647365316,0.23021984843714025,-0.44358834731036358,0.07413786062407479,0.04661708428950882 
 01/08  21:00:00,20.0,94.0,2.6,180.0,17.569214052660869,0.0,0.0,24.18,55619.722274657455,1.1612602100276504,1.0,24.41029206123772,22.760574217189224,22.515266854780398,22.56508690712469,23.73216073117017,23.92353243832817,23.259520477520256,22.73577949349199,0.15935347975972739,-2.104338666888956,-0.6908442044839429,-2.2164355575179068,-0.009919596791422575,-0.14431011468205155,-0.0779783341730343,-0.1965968738468862 
 01/08  22:00:00,20.1,93.0,2.5,180.0,17.748504433310587,0.0,0.0,24.18,55559.61050622008,1.1609815826614827,0.0,24.426709488139893,23.51538005081489,22.409854051800289,23.286740378867923,23.659429185715106,23.906554087760708,23.77564722709646,22.635988381594787,-0.15351807093145199,-2.625028978396715,-0.9722318320529131,-2.74758526760483,-0.21840467945150675,-0.320614651792041,-0.38575969492702369,-0.5203914934211482 
 01/08  23:00:00,20.2,93.0,2.3,180.0,17.748504433310587,0.0,0.0,24.18,55887.12252662788,1.1604244761957415,0.0,24.482408255616954,23.433182439926417,22.454357909508035,23.21254947540336,23.62903212023884,23.855773741078914,23.8007418461808,22.630528361092069,-0.20673362785288394,-2.439336400025347,-1.0371953644374404,-2.5718920107001708,-0.27123810842888215,-0.35092547696215767,-0.31478985557872038,-0.6055635229175967 
 01/08  24:00:00,20.3,92.0,2.2,180.0,17.927463917782917,0.0,0.0,24.18,55822.169646793765,1.1601497795444014,0.0,24.384742296117925,23.459256469936294,22.495566225595057,23.242617602612094,23.57031264121609,23.796657227954229,23.769184268578444,22.630536215981839,-0.23816114926699714,-2.485643452620808,-1.0572019974890002,-2.6149987152507569,-0.31022822261481566,-0.3822167265984682,-0.33329743555804877,-0.6453175007268854 
 01/09  01:00:00,20.4,92.0,2.0,180.0,17.927463917782917,0.0,0.0,24.18,56149.73663410515,1.1595933343692667,0.0,24.33204556087341,23.51794635275539,22.580384916908103,23.306089398458775,23.523457790544677,23.759575112882144,23.75487255902729,22.667781880808158,-0.28712450565012567,-2.508243295815395,-1.0770659383322663,-2.6349308066042456,-0.3518745338434736,-0.4135875202963393,-0.36091784382853117,-0.6757310966930903 
 01/09  02:00:00,20.6,91.0,1.9,180.0,18.106093927542987,0.0,0.0,24.18,56407.448007655024,1.1587668565813892,0.0,24.268924202313778,23.61985861993541,22.672425956457596,23.4161379414822,23.589581627232666,23.788217171134986,23.780609476532356,22.753495110864255,-0.32413023761481898,-2.511766166401702,-1.0799449355632743,-2.6348365281229877,-0.3883883991251333,-0.4395992207512975,-0.3837617252889963,-0.6910748847550301 
 01/09  03:00:00,20.7,90.0,1.7,180.0,18.284395874483609,0.0,0.0,24.18,56332.561225492725,1.1585001781160425,0.0,24.25652062830411,23.6064855807712,22.759004155019136,23.40833471410154,23.58630641044038,23.786856864537488,23.815566787312617,22.8424108850846,-0.359007257856746,-2.5017164590443565,-1.0784264568045837,-2.6200133768560369,-0.3998549803508814,-0.4488716539196506,-0.3940404294569093,-0.6901948524505766 
 01/09  04:00:00,20.8,89.0,1.6,180.0,18.462371161013097,0.0,0.0,24.18,56253.91830643016,1.1582363844409359,0.0,24.23127922731961,23.62999940816206,22.804759791369347,23.44018739291709,23.607556785741747,23.786583445640209,23.801217887276036,22.91229136314944,-0.37936605983673907,-2.529904840806324,-1.0773723550852899,-2.6440506771700909,-0.42179206517956299,-0.46265587742649147,-0.4011976673477265,-0.6871495193909974 
 01/09  05:00:00,20.9,89.0,1.4,180.0,18.462371161013097,0.0,0.0,24.18,56580.154742379484,1.1576825276024095,0.0,24.17213884136069,23.683944788195107,22.897311653575334,23.50203377357681,23.594817029830194,23.770717525410985,23.807748363054079,22.982837007188857,-0.4004611400129218,-2.546977870673797,-1.0841776962837209,-2.655913562911981,-0.43955454596903117,-0.4770061797419742,-0.4192015579900833,-0.6862909626319222 
 01/09  06:00:00,21.0,88.0,1.3,180.0,18.640021180142015,0.0,0.0,24.18,56496.36146396659,1.1574228583050306,0.0,24.14874743589399,23.696044224983596,22.940504363561794,23.520338399831688,23.65562861475028,23.800494719919585,23.833576853402776,23.063405430703843,-0.42848294717537968,-2.545091940842589,-1.0755007205752956,-2.6487400773378688,-0.4623556856412908,-0.4937943447272646,-0.43265816080338029,-0.6827134001018398 
 01/09  07:00:00,21.3,87.0,1.8,180.0,18.817347315568726,30.0,36.0,24.18,57059.53517015489,1.1560618983791234,0.0,24.093973369499943,23.2480452059515,23.030085977036316,23.081461666352369,23.706257236695863,23.872632237128948,23.614937754059477,23.072673126763087,-0.4414995140070872,-2.563175735118953,-1.0775056072601615,-2.6631025267293317,-0.4515059002646829,-0.4860085520031144,-0.4302121216501749,-0.6673464293240631 
 01/09  08:00:00,21.7,85.0,2.2,180.0,19.34739611870839,196.0,6.0,24.18,57517.01744554102,1.1544613387601497,0.0,24.065401157133267,23.819927802536158,22.798063234473447,23.645464719329419,23.66039507069786,22.070928738251064,23.73438160205847,23.00827530962,-0.44351759522554259,-2.708274611715498,-1.054620927529796,-2.803442608242786,-0.38683082225480067,-0.4479864641880811,-0.4799734956082305,-0.6354856035454755 
 01/09  09:00:00,22.0,83.0,2.6,140.0,19.523440373010375,261.0,9.0,24.18,57626.336089127144,1.1534305760445985,0.0,22.858656791805499,24.28604492198309,22.955305107855826,24.168600879628547,23.80192166350993,22.4105386916402,23.093498826142466,23.11989389162739,-0.42706573763389019,-2.5495067692341819,-1.0943507509879283,-2.6449267948866255,-0.34969998394953485,-0.7910077267265866,-0.4557585747533268,-0.61079831921341 
 01/09  10:00:00,22.3,82.0,3.0,140.0,19.874578905296575,248.0,77.0,24.18,58196.5856322289,1.1509201787247004,0.0,23.120630885738259,23.949753535269438,23.03973336637909,23.826589496919767,23.899804824276104,22.618575310539059,23.070327026988147,23.213613422619575,-0.6391132809236613,-2.4242635375588059,-1.054096861397203,-2.501197129596493,-0.29533973139030436,-0.7334347058949351,-0.5871920370240548,-0.5508671646776986 
 01/09  11:00:00,22.7,80.0,3.4,140.0,18.284395874483609,420.0,84.0,24.18,58594.82200029319,1.1493741588861342,0.0,23.383061300097645,24.166856641664596,23.39116043818668,24.067489706775214,24.28493422805113,23.118865925415787,23.587941287301179,23.552325517270146,-0.5596844420573029,-2.524980775091125,-0.9910941286128372,-2.6014574485679806,-0.1989684052766519,-0.669779447106035,-0.5836640231785958,-0.45981884786821039 
 01/09  12:00:00,23.0,78.0,3.8,140.0,18.462371161013097,310.0,19.0,24.18,58643.84321964306,1.1483945871421888,0.0,23.593696772497205,24.38836917896297,23.549262320429205,24.310699516182177,24.427936888009357,23.189753686758978,23.96622774775618,23.734622040204056,-0.489514775029309,-2.4571227871534817,-0.9098047370028967,-2.523475780888125,-0.10623133706274565,-0.578790631509113,-0.4780106001153153,-0.36213331138441887 
 01/09  13:00:00,23.3,77.0,4.3,140.0,17.209634868575223,531.0,385.0,24.18,59143.84448796185,1.1470972012296104,0.0,23.864220336529173,24.81534640948795,23.873273008378744,24.756308784819866,24.870341591273414,23.535573923023067,24.54346740217319,24.110385585622255,-0.423691886861229,-2.3822214725529755,-0.8073915521284746,-2.4391917721889029,0.031770580561829509,-0.5305723745634958,-0.38545382161742255,-0.22558970289625755 
 01/09  14:00:00,23.7,75.0,4.7,140.0,17.569214052660869,590.0,139.0,24.18,59476.0141219712,1.1456082759181643,0.0,24.196822274958359,25.135281600893447,24.239373786392674,25.08850309739176,25.228699745951777,23.990833358286645,25.007913946454573,24.450013028838808,-0.3351501057923587,-2.2501099090520837,-0.6920170671772853,-2.2979402829005548,0.18485801026392305,-0.43924999565151159,-0.24952771855312445,-0.07475699003883646 
 01/09  15:00:00,24.0,74.0,5.1,90.0,17.927463917782917,302.0,591.0,24.18,59990.90818746234,1.1431597390249329,0.0,24.27153202860609,25.355218516420487,24.694628392862847,25.305798735937885,25.55438877581539,24.442445364153419,25.0443880319874,25.0133245504668,-0.24507269235993033,-2.141982358118218,-0.5983131057444358,-2.1833621266915026,0.2613078705219143,-0.342510336330939,-0.1422672135817182,0.03314999131308773 
 01/09  16:00:00,23.5,77.0,4.4,90.0,16.304794840456169,478.0,319.0,24.18,59830.99972316266,1.1448349926899005,0.0,23.946020283637304,25.412088986022729,24.495872849666907,25.357805669126408,25.631999612290828,23.90798354407419,24.876133518595805,25.124093484478949,-0.20333268394117405,-2.0668158874427067,-0.44866678174912785,-2.1055961248276597,0.3730662309164527,-0.22815180495918159,-0.1191192243891152,0.2162904494175946 
 01/09  17:00:00,23.0,80.0,3.7,90.0,15.023585042788,228.0,582.0,24.18,59613.35037092054,1.1465567290891426,0.0,23.6885467421946,25.28614567822236,24.205559524489325,25.21216594338631,25.365932053857635,23.527512623288549,24.560991392737649,24.941868564723884,-0.24861767490441895,-2.0392964506575907,-0.483381398112954,-2.0762745230250498,0.3609374391684638,-0.3253063888469731,-0.140815709449792,0.2502006833299454 
 01/09  18:00:00,22.5,83.0,3.0,90.0,13.911640508111134,144.0,468.0,24.18,59340.70006293363,1.148323239414199,0.0,23.459881799843655,24.988123510265895,23.97059603794113,24.91395906677362,25.07874645210906,23.13687104988355,24.245910565431335,24.697231261709879,-0.29784713423620737,-2.06500430731983,-0.5382215465115492,-2.1067814686595915,0.2637556321897229,-0.41323792625762947,-0.19850601996111354,0.20073041177123658 
 01/09  19:00:00,22.0,87.0,2.4,90.0,13.538104726097402,69.0,137.0,24.18,59455.02737102701,1.1498206461144527,0.0,23.26309045624753,24.64155003134551,23.69573924168496,24.559593232535094,24.809176149525979,22.74845710689494,23.892933590937177,24.40144185537386,-0.3590541518774954,-2.145069768680747,-0.6297452992214927,-2.186101673369415,0.143781501326639,-0.5039163100625781,-0.27053431389978857,0.08127125300385367 
 01/09  20:00:00,21.5,90.0,1.7,90.0,12.597822777982515,14.0,49.0,24.18,59105.48591830743,1.150498134943715,0.0,24.666914711853904,23.944786503386653,23.694379577989709,23.841296260680158,24.63365555421591,24.32632634841044,24.052089952427829,24.247184025825125,-0.42376485672670335,-2.240876674946037,-0.7134795430320402,-2.2841422392652,0.026791971466252407,-0.6062005896885075,-0.35445210636601839,-0.0493424606036714 
 01/09  21:00:00,21.0,94.0,1.0,230.0,12.029167576474095,0.0,0.0,24.18,59084.27646306182,1.1521011995084059,0.0,24.074171256563138,22.772249042758724,23.279365111946534,22.647859489573304,24.30121182466271,24.08490825103769,23.266780029156565,23.742693847173436,-0.18699001579718695,-2.4413556311077495,-0.7404678253723249,-2.491060955826613,-0.050207940506300067,-0.3274752023890173,-0.33328530850802648,-0.147493005215963 
 01/09  22:00:00,20.6,95.0,0.9,230.0,11.648165833951112,0.0,0.0,24.18,58129.15885089977,1.1540568116142383,0.0,24.05670173534356,23.295375824015779,22.891132271739847,23.159996170582994,23.939333967168836,23.84446542191577,23.508458194182706,23.34132040943827,-0.33003144851276197,-2.797234470764417,-0.8553135919736994,-2.854938304898434,-0.1532268917715576,-0.3829651679470086,-0.49926408176851336,-0.31185144028246367 
 01/09  23:00:00,20.1,95.0,0.8,230.0,11.648165833951112,0.0,0.0,24.18,56448.85463251486,1.1568578270960575,0.0,23.875140820923229,22.800801613523548,22.48143922818716,22.658231720035329,23.568117765080325,23.551294269334023,23.259703029527978,22.940438525690014,-0.3631657832730968,-2.6753911206502885,-0.9752474557050073,-2.7373537643760135,-0.2660102457741202,-0.44641485889433826,-0.46898844442928158,-0.4546988870352285 
