Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Jardim_PMV,Jardim_Temp,Sala_PMV,Sala_Temp,Mezanino_PMV,Mezanino_Temp,PortaSalaNorte,JanelaSalaNorte,PortaSalaLeste,JanelaSalaSul,JanelaSalaOeste,PortaCozinhaLeste,JanelaCozinhaSul,JanelaMezaninoNorte,JanelaMezaninoSul,JanelaMezaninoOeste
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-0.842727403624,20.5801530189,-1.19947947659,19.9483078424,-0.669817436029,19.1861073596,0.0,0.259999990463,0.189999997616,0.170000001788,0.170000001788,0.189999997616,0.159999996424,0.180000007153,0.170000001788,0.15000000596
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-1.58839295758,21.7382309195,-2.25787142804,21.2552092502,-1.91072215335,20.7021721273,0.0,0.25,0.170000001788,0.140000000596,0.159999996424,0.170000001788,0.15000000596,0.15000000596,0.15000000596,0.129999995232
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-1.41371665565,22.1201422812,-2.00224314175,21.8456753742,-1.6572410583,21.8091984645,0.0,0.230000004172,0.159999996424,0.129999995232,0.140000000596,0.159999996424,0.140000000596,0.140000000596,0.129999995232,0.109999999404
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-1.36617551896,22.1111864753,-1.87786247673,21.9670219576,-1.45322930453,21.8393252879,0.0,0.230000004172,0.15000000596,0.119999997318,0.140000000596,0.159999996424,0.140000000596,0.140000000596,0.129999995232,0.109999999404
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-1.39012407233,22.0965343169,-1.8615237963,22.3164680668,-1.46453184914,21.3910125899,0.0,0.230000004172,0.15000000596,0.119999997318,0.140000000596,0.159999996424,0.140000000596,0.129999995232,0.129999995232,0.109999999404
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-1.41621489291,22.0906214119,-1.80282440005,22.4781721567,-1.57426192333,20.4215472158,0.0,0.230000004172,0.15000000596,0.129999995232,0.140000000596,0.159999996424,0.140000000596,0.140000000596,0.129999995232,0.109999999404
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-1.40174285135,22.1267276337,-1.78075191594,22.3837881246,-1.77682818189,19.9206448545,0.0,0.25,0.170000001788,0.15000000596,0.159999996424,0.170000001788,0.15000000596,0.159999996424,0.15000000596,0.129999995232
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-1.3562256396,21.6736490218,-1.81033316162,20.7856181656,-1.8747679353,18.5084891558,0.0,0.280000001192,0.219999998808,0.20000000298,0.20000000298,0.209999993443,0.180000007153,0.209999993443,0.20000000298,0.180000007153
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-1.41682018547,21.3375328381,-2.18081515152,20.2325537366,-2.15039130785,20.3384703572,0.0,0.460000008345,0.430000007153,0.419999986887,0.409999996424,0.419999986887,0.389999985695,0.439999997616,0.439999997616,0.409999996424
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-1.42268259678,21.3671861077,-2.26827861983,20.2769971615,-1.70564079377,20.4234232911,0.0,0.469999998808,0.439999997616,0.439999997616,0.419999986887,0.430000007153,0.409999996424,0.460000008345,0.460000008345,0.430000007153
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-1.36508279493,21.124225301,-2.24121867513,20.1486102003,-1.6108695026,20.2732821243,0.0,0.479999989271,0.460000008345,0.460000008345,0.449999988079,0.449999988079,0.439999997616,0.479999989271,0.479999989271,0.460000008345
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-1.33895099108,21.6107959844,-2.24411462434,20.6581324808,-1.55892680311,20.803049931,0.0,0.490000009537,0.469999998808,0.469999998808,0.460000008345,0.460000008345,0.449999988079,0.490000009537,0.490000009537,0.469999998808
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-1.22125708992,21.8976465669,-2.13306009726,21.0215120303,-1.40334770737,21.2502103847,0.0,0.490000009537,0.479999989271,0.469999998808,0.469999998808,0.469999998808,0.460000008345,0.490000009537,0.5,0.469999998808
13.0,21.2,3.1,180.0,53.0,1.16911757183,0.0,-1.09569915092,22.5727532007,-2.01169019505,21.7724865849,-1.22464770951,21.9949881798,0.0,0.490000009537,0.479999989271,0.479999989271,0.469999998808,0.469999998808,0.460000008345,0.5,0.5,0.469999998808
14.0,22.0,3.1,180.0,50.0,1.16609488045,0.0,-0.92612765156,23.0523546714,-1.80930966104,22.3839891394,-0.99654051752,22.61871439,0.0,0.490000009537,0.479999989271,0.479999989271,0.469999998808,0.479999989271,0.460000008345,0.5,0.5,0.479999989271
15.0,21.3,2.8,180.0,54.0,1.16832347714,0.0,-0.829905593291,22.9576612354,-1.65036298809,22.0080686083,-0.81734540283,22.4831950432,0.0,0.490000009537,0.479999989271,0.479999989271,0.469999998808,0.469999998808,0.460000008345,0.5,0.5,0.469999998808
16.0,20.7,2.6,180.0,57.0,1.16924202731,0.0,-0.845032797796,22.608624553,-1.7038425033,21.6049049688,-0.812191138717,22.1197222186,0.0,0.490000009537,0.479999989271,0.479999989271,0.469999998808,0.469999998808,0.460000008345,0.5,0.5,0.469999998808
17.0,20.0,2.3,180.0,62.0,1.17134432183,0.0,-0.951193259547,22.186583967,-1.78022630918,21.1625349731,-0.898802097308,21.725661942,0.0,0.490000009537,0.479999989271,0.469999998808,0.469999998808,0.469999998808,0.460000008345,0.490000009537,0.5,0.469999998808
18.0,19.3,2.0,180.0,67.0,1.17354909808,0.0,-1.07737669116,21.8758222896,-1.86777477107,20.9021783039,-1.01847612651,21.3984561997,0.0,0.490000009537,0.469999998808,0.469999998808,0.460000008345,0.469999998808,0.449999988079,0.490000009537,0.490000009537,0.469999998808
19.0,18.7,1.8,180.0,72.0,1.17533265262,0.0,-1.18686080677,21.7141823135,-1.96631533938,20.7979269937,-1.17046989131,21.1700060053,0.0,0.490000009537,0.469999998808,0.469999998808,0.460000008345,0.460000008345,0.449999988079,0.490000009537,0.490000009537,0.460000008345
20.0,18.0,1.5,270.0,77.0,1.17772183568,0.0,-1.26019918177,21.4148736689,-2.02251119894,20.5137012258,-1.30428815365,20.9922192376,0.0,0.479999989271,0.460000008345,0.460000008345,0.449999988079,0.449999988079,0.439999997616,0.479999989271,0.479999989271,0.460000008345
21.0,17.9,1.6,270.0,77.0,1.17824586609,0.0,-1.34922147783,21.137790361,-2.10744776587,20.228864137,-1.41170779572,20.6544773309,0.0,0.479999989271,0.469999998808,0.460000008345,0.449999988079,0.460000008345,0.439999997616,0.490000009537,0.490000009537,0.460000008345
22.0,17.8,1.7,270.0,77.0,1.17876959948,0.0,-1.43513003798,21.0163408995,-2.2016259927,20.1368014172,-1.54496025888,20.5006881,0.0,0.490000009537,0.469999998808,0.469999998808,0.460000008345,0.460000008345,0.449999988079,0.490000009537,0.490000009537,0.460000008345
23.0,17.7,1.8,270.0,77.0,1.18049101601,0.0,-1.49054742398,20.876058646,-2.25143865155,20.0121339899,-1.63171283381,20.3330256336,0.0,0.490000009537,0.469999998808,0.469999998808,0.460000008345,0.460000008345,0.449999988079,0.490000009537,0.490000009537,0.460000008345
0.0,17.6,1.9,270.0,77.0,1.18101457565,0.0,-1.54932100942,20.7296682971,-2.30815022787,19.9112630144,-1.71360943409,20.2120898082,0.0,0.460000008345,0.430000007153,0.430000007153,0.409999996424,0.419999986887,0.389999985695,0.449999988079,0.439999997616,0.419999986887
1.0,17.4,2.0,270.0,77.0,1.18206083111,0.0,-1.61015663308,20.605853727,-2.35743661103,19.8121372958,-1.77905643845,20.0856705961,0.0,0.460000008345,0.430000007153,0.430000007153,0.409999996424,0.419999986887,0.389999985695,0.449999988079,0.439999997616,0.419999986887
2.0,17.3,2.1,270.0,77.0,1.18258353352,0.0,-1.66718259649,20.5462741429,-2.4087367389,19.8004192979,-1.84283701774,20.0254085714,0.0,0.460000008345,0.430000007153,0.430000007153,0.409999996424,0.419999986887,0.389999985695,0.449999988079,0.449999988079,0.419999986887
3.0,17.2,2.2,270.0,77.0,1.18430599606,0.0,-1.70819988524,20.4562356229,-2.43531905482,19.7220949771,-1.88667811533,19.9489145769,0.0,0.460000008345,0.430000007153,0.430000007153,0.409999996424,0.419999986887,0.40000000596,0.449999988079,0.449999988079,0.419999986887
4.0,17.1,2.3,270.0,77.0,1.18482855406,0.0,-1.75492781573,20.3125878752,-2.47710186238,19.5823378286,-1.9313519839,19.8037948418,0.0,0.460000008345,0.439999997616,0.430000007153,0.419999986887,0.419999986887,0.40000000596,0.449999988079,0.449999988079,0.419999986887
5.0,17.0,2.4,270.0,77.0,1.18535083639,0.0,-1.81165031142,20.1710478988,-2.53285008861,19.4694658554,-1.98761557841,19.6666639661,0.0,0.460000008345,0.439999997616,0.430000007153,0.419999986887,0.430000007153,0.40000000596,0.460000008345,0.449999988079,0.430000007153
6.0,18.0,2.3,270.0,73.0,1.1811034955,0.0,-1.83098318667,20.5035468965,-2.56638469866,19.9177748607,-2.01412557511,20.0241407011,0.0,0.469999998808,0.449999988079,0.449999988079,0.430000007153,0.439999997616,0.419999986887,0.469999998808,0.469999998808,0.439999997616
7.0,19.0,2.2,270.0,68.0,1.17720895969,0.0,-1.73374048687,20.9402080694,-2.46063093863,20.3831848888,-1.89873245841,20.54965028,0.0,0.479999989271,0.460000008345,0.460000008345,0.439999997616,0.449999988079,0.430000007153,0.479999989271,0.479999989271,0.449999988079
8.0,20.0,2.1,90.0,64.0,1.17197693047,0.0,-1.59995582888,21.3692244613,-2.33204391322,20.9843369649,-1.71396968272,21.1249607386,0.0,0.479999989271,0.460000008345,0.449999988079,0.439999997616,0.439999997616,0.419999986887,0.469999998808,0.469999998808,0.439999997616
