Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Jardim_PMV,Jardim_Temp,Sala_PMV,Sala_Temp,Mezanino_PMV,Mezanino_Temp,PortaSalaNorte,JanelaSalaNorte,PortaSalaLeste,JanelaSalaSul,JanelaSalaOeste,PortaCozinhaLeste,JanelaCozinhaSul,JanelaMezaninoNorte,JanelaMezaninoSul,JanelaMezaninoOeste
16.4,1.9,0.0,74.0,1.18674564357,-0.842727403624,20.5801530189,-1.19947947659,19.9483078424,-0.669817436029,19.1861073596,0.0,0.479999989271,0.469999998808,0.449999988079,0.460000008345,0.460000008345,0.490000009537,0.460000008345,0.449999988079,0.479999989271
16.1,2.2,0.0,76.0,1.1890553198,-1.58839295758,21.6839375876,-2.25787142804,21.1601703238,-1.91072215335,20.5354082009,0.0,0.469999998808,0.460000008345,0.449999988079,0.460000008345,0.449999988079,0.479999989271,0.449999988079,0.439999997616,0.469999998808
15.7,2.4,0.0,79.0,1.1904801071,-1.42529081053,21.7211300716,-2.02594137983,21.3000711372,-1.69337509857,19.7562656166,0.0,0.469999998808,0.460000008345,0.449999988079,0.449999988079,0.449999988079,0.479999989271,0.449999988079,0.439999997616,0.469999998808
15.3,2.6,0.0,82.0,1.19193216436,-1.44788687018,21.9111797001,-2.02818387784,21.7254309859,-1.89911734793,18.1938339629,0.0,0.469999998808,0.460000008345,0.449999988079,0.460000008345,0.449999988079,0.490000009537,0.460000008345,0.439999997616,0.469999998808
14.9,2.9,0.0,84.0,1.19482527955,-1.43799652578,21.4264045935,-1.97999824915,20.9709181537,-2.27588626835,18.1053838604,0.0,0.469999998808,0.460000008345,0.449999988079,0.460000008345,0.449999988079,0.490000009537,0.460000008345,0.449999988079,0.479999989271
14.5,3.1,0.0,88.0,1.19612619231,-1.57126979297,20.920538144,-2.17705633345,20.3261459529,-2.34732124855,17.7700526945,0.0,0.479999989271,0.469999998808,0.460000008345,0.469999998808,0.460000008345,0.490000009537,0.460000008345,0.449999988079,0.479999989271
15.3,3.1,0.0,82.0,1.19314011047,-1.66821590691,20.4889503923,-2.34425543482,19.720287868,-2.44176580294,17.7937955332,0.0,0.490000009537,0.479999989271,0.469999998808,0.479999989271,0.469999998808,0.5,0.469999998808,0.460000008345,0.490000009537
16.2,3.1,0.0,77.0,1.1895195383,-1.72683774836,19.9516252934,-2.49326325089,18.9701192788,-2.42712677097,17.8961635003,0.0,0.509999990463,0.5,0.479999989271,0.490000009537,0.490000009537,0.519999980927,0.490000009537,0.479999989271,0.509999990463
17.0,3.1,180.0,72.0,1.18651444739,-1.79840749557,19.8711811842,-2.66151047643,18.8329393764,-2.36427838635,18.8339784466,0.0,0.469999998808,0.460000008345,0.449999988079,0.460000008345,0.460000008345,0.490000009537,0.449999988079,0.449999988079,0.460000008345
17.8,3.1,180.0,68.0,1.18336180654,-1.7623504127,20.2073154582,-2.68004822163,19.2890536967,-2.10671506324,19.2650584786,0.0,0.469999998808,0.460000008345,0.449999988079,0.469999998808,0.460000008345,0.490000009537,0.449999988079,0.449999988079,0.469999998808
18.7,3.1,180.0,64.0,1.17978052276,-1.64937316844,20.7896219183,-2.55849524207,19.8669718999,-1.94248869925,19.9390164261,0.0,0.469999998808,0.460000008345,0.449999988079,0.469999998808,0.460000008345,0.490000009537,0.449999988079,0.449999988079,0.469999998808
19.5,3.1,180.0,60.0,1.17560363374,-1.45624521731,21.3699162513,-2.39073784562,20.4650546239,-1.70294195196,20.5958443213,0.0,0.469999998808,0.460000008345,0.449999988079,0.469999998808,0.460000008345,0.490000009537,0.449999988079,0.449999988079,0.469999998808
20.3,3.1,180.0,56.0,1.17270905008,-1.31443717411,21.7180958972,-2.25172927867,20.881040147,-1.50997522581,21.1071149349,0.0,0.469999998808,0.460000008345,0.449999988079,0.469999998808,0.460000008345,0.490000009537,0.449999988079,0.460000008345,0.469999998808
21.2,3.1,180.0,53.0,1.16911757183,-1.17368739716,22.4407128678,-2.11212229341,21.6726182438,-1.31004600008,21.8957300132,0.0,0.469999998808,0.460000008345,0.449999988079,0.469999998808,0.460000008345,0.490000009537,0.449999988079,0.449999988079,0.469999998808
22.0,3.1,180.0,50.0,1.16609488045,-0.992154084543,22.9784017389,-1.89582599822,22.3599551484,-1.06763759077,22.5766840197,0.0,0.469999998808,0.460000008345,0.449999988079,0.469999998808,0.460000008345,0.490000009537,0.449999988079,0.449999988079,0.469999998808
