Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Solteiro_PMV,Solteiro_Temp,Circulacao_PMV,Circulacao_Temp,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
16.4,1.9,0.0,74.0,1.18674564357,-4.60754577872,19.5304630077,-1.4693443491,20.8413420702,0.5,0.0,0.5
16.1,2.2,0.0,76.0,1.1890553198,-4.86561666774,21.1549095948,-1.59792384768,22.4862058752,0.5,0.0,0.5
15.7,2.4,0.0,79.0,1.1904801071,-4.39789581824,20.9084790643,-1.28979112421,22.5756798907,0.5,0.0,0.5
15.3,2.6,0.0,82.0,1.19193216436,-4.47105860881,20.9130897579,-1.27884141495,22.5514228691,0.5,0.0,0.5
14.9,2.9,0.0,84.0,1.19482527955,-4.4747045317,20.3788451996,-1.2901975671,22.1850634819,0.5,0.0,0.5
14.5,3.1,0.0,88.0,1.19612619231,-4.64753993212,20.0453519846,-1.37108214434,21.875142831,0.5,0.0,0.5
15.3,3.1,0.0,82.0,1.19314011047,-4.74892951238,20.26836871,-1.43148520443,21.5755562955,0.5,0.0,0.5
16.2,3.1,0.0,77.0,1.1895195383,-4.69590058893,18.9853785347,-1.47558878197,20.0300833663,0.5,0.0,0.5
17.0,3.1,180.0,72.0,1.18651444739,-5.09692071666,20.7461350894,-1.7796901064,21.0009969387,0.5,0.0,0.509999990463
17.8,3.1,180.0,68.0,1.18336180654,-4.59679209935,20.8551559582,-1.59932034526,20.6432798894,0.5,0.0,0.509999990463
18.7,3.1,180.0,64.0,1.17978052276,-4.55813500738,21.2747803041,-1.66685238063,20.7706505498,0.5,0.0,0.509999990463
19.5,3.1,180.0,60.0,1.17560363374,-4.42809687593,21.6578056492,-1.62677464148,20.8715442322,0.5,0.0,0.509999990463
20.3,3.1,180.0,56.0,1.17270905008,-4.31162767657,22.1526967689,-1.60144828412,21.2985939437,0.5,0.0,0.509999990463
21.2,3.1,180.0,53.0,1.16911757183,-4.15372320319,22.6521459658,-1.50546554287,21.8717567461,0.5,0.0,0.509999990463
22.0,3.1,180.0,50.0,1.16609488045,-3.9889317611,23.2223498481,-1.3751397243,22.4248615294,0.5,0.0,0.509999990463
21.3,2.8,180.0,54.0,1.16832347714,-3.8036848874,22.8826286659,-1.25255067899,22.3000391132,0.5,0.0,0.509999990463
20.7,2.6,180.0,57.0,1.16924202731,-3.86966638015,22.5511976731,-1.2658259163,21.9094223758,0.5,0.0,0.509999990463
20.0,2.3,180.0,62.0,1.17134432183,-3.9438198363,22.2252626877,-1.33744752654,21.5411867317,0.5,0.0,0.509999990463
19.3,2.0,180.0,67.0,1.17354909808,-4.01413465077,21.8107187953,-1.40771464225,21.1283741977,0.5,0.0,0.509999990463
18.7,1.8,180.0,72.0,1.17533265262,-4.11526522669,21.7617390727,-1.4914262851,21.8863882702,0.5,0.0,0.509999990463
18.0,1.5,270.0,77.0,1.17772183568,-4.1100383026,21.1240283794,-1.34595736324,22.0323344861,0.5,0.0,0.509999990463
17.9,1.6,270.0,77.0,1.17824586609,-4.28363379775,21.1132177101,-1.32355912581,21.70143882,0.5,0.0,0.509999990463
17.8,1.7,270.0,77.0,1.17876959948,-4.29521021201,21.0574785205,-1.38806295737,21.6634923962,0.5,0.0,0.509999990463
17.7,1.8,270.0,77.0,1.18049101601,-4.31954965453,20.9917532001,-1.40384015498,21.620949495,0.5,0.0,0.509999990463
17.6,1.9,270.0,77.0,1.18101457565,-4.34904594379,20.829366026,-1.42154738708,21.8965070311,0.5,0.0,0.509999990463
17.4,2.0,270.0,77.0,1.18206083111,-4.4098351499,20.7158545955,-1.37235749674,21.7865563033,0.5,0.0,0.509999990463
17.3,2.1,270.0,77.0,1.18258353352,-4.45715001901,20.6156053856,-1.40459481156,21.76675241,0.5,0.0,0.509999990463
17.2,2.2,270.0,77.0,1.18430599606,-4.49995061358,20.5388403085,-1.41414758503,21.783383007,0.5,0.0,0.509999990463
17.1,2.3,270.0,77.0,1.18482855406,-4.53541702078,20.9189521282,-1.42334497446,21.9318483253,0.5,0.0,0.509999990463
17.0,2.4,270.0,77.0,1.18535083639,-4.41481042852,21.9238336292,-1.40027173664,22.7444675344,0.5,0.0,0.509999990463
18.0,2.3,270.0,73.0,1.1811034955,-4.12392782786,21.8936005801,-1.22943852929,22.7092273911,0.5,0.0,0.509999990463
19.0,2.2,270.0,68.0,1.17720895969,-4.1229509005,21.2897030739,-1.21873119468,20.7776976222,0.5,0.0,0.509999990463
20.0,2.1,90.0,64.0,1.17197693047,-4.30063053793,22.2703677224,-1.57916267378,21.1232790774,0.5,0.0,0.5
21.0,2.0,90.0,60.0,1.16804280174,-4.00152190693,22.7823568225,-1.50137774601,22.33176567,0.5,0.0,0.5
22.0,1.9,90.0,57.0,1.16390934179,-3.83488713535,23.376137444,-1.24672992245,23.4060985708,0.5,0.0,0.5
23.0,1.8,90.0,53.0,1.15901415221,-3.63265206833,23.8147846955,-1.00017991791,24.2978686903,0.5,0.0,0.5
24.0,1.7,90.0,50.0,1.15507819642,-3.47357132265,24.2189643405,-0.780929729479,24.4223853103,0.5,0.0,0.5
25.0,1.6,90.0,47.0,1.15123947612,-3.31638723094,24.6606837839,-0.71143374103,24.7406777747,0.5,0.0,0.5
26.0,1.5,90.0,45.0,1.14594825246,-3.14596502322,25.1103754338,-0.606683232891,24.6463424495,0.5,0.0,0.5
25.2,1.3,90.0,48.0,1.14871682953,-2.96461950558,24.9884058335,-0.588862148563,24.9876406367,0.5,0.0,0.5
24.3,1.2,90.0,52.0,1.15171219482,-2.95564571377,24.8222170703,-0.494320963039,24.5123054286,0.5,0.0,0.5
23.5,1.0,90.0,55.0,1.15466907652,-2.96264215399,24.5527235133,-0.569154381546,24.1148020318,0.5,0.0,0.5
22.7,0.8,90.0,59.0,1.15737755359,-3.01090790883,24.2081629279,-0.646588010672,23.5837571588,0.5,0.0,0.5
21.8,0.7,90.0,64.0,1.15921020859,-3.0830036155,23.9723766036,-0.751539048511,23.820036584,0.5,0.0,0.5
21.0,0.5,140.0,69.0,1.16183712158,-3.11865592347,23.6386008227,-0.705226650166,23.5972277588,0.5,0.0,0.5
20.4,0.5,140.0,71.0,1.16438213633,-3.18711433914,23.0638407629,-0.748612253612,23.5464909721,0.5,0.0,0.5
19.8,0.5,140.0,73.0,1.1681449117,-3.35263322519,22.7262729856,-0.761957412673,23.3649118995,0.5,0.0,0.5
19.2,0.6,140.0,76.0,1.17048268975,-3.45970793968,22.4215586276,-0.808110829097,23.0605841139,0.5,0.0,0.5
18.6,0.6,140.0,79.0,1.17286498826,-3.55561756215,22.0520285451,-0.876973504631,22.7730409444,0.5,0.0,0.5
17.9,0.6,140.0,82.0,1.17701797951,-3.67537909322,21.6048971479,-0.943866044933,22.4170979958,0.5,0.0,0.5
17.3,0.6,140.0,85.0,1.17948837789,-3.8292252882,21.2298434831,-1.02989824811,22.1127142874,0.5,0.0,0.5
16.7,0.7,140.0,87.0,1.18222615513,-3.96427060917,20.6561198537,-1.10634677395,22.3896216974,0.5,0.0,0.5
16.1,0.7,140.0,91.0,1.18574851234,-4.17160692396,20.2678010445,-1.06538972384,22.0651687743,0.5,0.0,0.5
15.5,0.7,140.0,94.0,1.18833281508,-4.31171943271,19.792347847,-1.15214267536,21.9025930341,0.5,0.0,0.5
17.0,0.8,140.0,86.0,1.18205546787,-4.48604716561,20.5343831021,-1.18101851006,22.0893116395,0.5,0.0,0.5
18.5,0.9,140.0,79.0,1.17458816384,-4.27664684421,21.494379402,-1.13978419558,20.9171502367,0.5,0.0,0.5
20.0,1.0,140.0,73.0,1.16828648257,-3.98541397558,22.41115788,-1.35734382315,21.5960499498,0.5,0.0,0.5
21.5,1.1,140.0,67.0,1.16220500892,-3.6974311127,23.2088163667,-1.20805594472,22.546414891,0.5,0.0,0.5
23.0,1.2,140.0,62.0,1.15486167784,-3.44029682241,24.1058631929,-0.995386786264,23.519949986,0.5,0.0,0.5
24.5,1.2,140.0,57.0,1.1489150147,-3.14005164027,24.8624952679,-0.762232221697,24.5916362948,0.5,0.0,0.5
26.0,1.3,140.0,53.0,1.14281451192,-2.87339315598,25.4298594149,-0.504056200744,25.4340615807,0.5,0.0,0.5
27.5,1.4,140.0,49.0,1.13575103428,-2.65069272992,25.9614991316,-0.285296122595,25.4015230359,0.5,0.0,0.5
29.0,1.5,230.0,45.0,1.13006924994,-2.43256444023,25.9905978598,-0.245629165641,25.4543073832,0.5,0.0,0.509999990463
28.0,1.3,230.0,49.0,1.13324843187,-2.39304546491,26.0075809617,-0.20907995065,25.66198045,0.5,0.0,0.509999990463
