Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Solteiro_PMV,Solteiro_Temp,Circulacao_PMV,Circulacao_Temp,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
16.4,1.9,0.0,74.0,1.18674564357,-4.60754577872,19.5304630077,-1.4693443491,20.8413420702,0.5,0.0,0.509999990463
16.1,2.2,0.0,76.0,1.1890553198,-4.86561666774,21.2164087002,-1.59792384768,22.4906155344,0.5,0.0,0.509999990463
15.7,2.4,0.0,79.0,1.1904801071,-4.37917669931,20.8973433984,-1.2888200552,22.5785343628,0.5,0.0,0.509999990463
15.3,2.6,0.0,82.0,1.19193216436,-4.47379346979,20.9182853468,-1.27820036781,22.5514917649,0.5,0.0,0.509999990463
14.9,2.9,0.0,84.0,1.19482527955,-4.47268448553,20.3805895263,-1.29008596809,22.185345237,0.5,0.0,0.509999990463
14.5,3.1,0.0,88.0,1.19612619231,-4.64659625691,20.0470476701,-1.37094640179,21.8748716366,0.5,0.0,0.509999990463
15.3,3.1,0.0,82.0,1.19314011047,-4.74803350824,20.2692015325,-1.43146702901,21.5753746348,0.5,0.0,0.509999990463
16.2,3.1,0.0,77.0,1.1895195383,-4.69529656456,18.9785071367,-1.4755639063,20.0246395396,0.5,0.0,0.509999990463
17.0,3.1,180.0,72.0,1.18651444739,-5.09873372269,20.7441507389,-1.78072303011,21.0008347846,0.479999989271,0.0,0.5
17.8,3.1,180.0,68.0,1.18336180654,-4.5972361481,20.8537615097,-1.59933593002,20.6435627534,0.479999989271,0.0,0.5
18.7,3.1,180.0,64.0,1.17978052276,-4.55837305257,21.304459368,-1.66677211088,20.7722944795,0.479999989271,0.0,0.5
19.5,3.1,180.0,60.0,1.17560363374,-4.41891713768,21.6844797245,-1.62642162646,20.8727296535,0.479999989271,0.0,0.5
20.3,3.1,180.0,56.0,1.17270905008,-4.3031472533,22.1772691657,-1.60113971646,21.2996333298,0.479999989271,0.0,0.5
21.2,3.1,180.0,53.0,1.16911757183,-4.14575726083,22.6715292855,-1.50516181511,21.8726989019,0.479999989271,0.0,0.5
22.0,3.1,180.0,50.0,1.16609488045,-3.98249571565,23.2351913359,-1.37484625384,22.4255438769,0.490000009537,0.0,0.5
21.3,2.8,180.0,54.0,1.16832347714,-3.79912720031,22.9057042776,-1.25230554731,22.3007444863,0.479999989271,0.0,0.5
20.7,2.6,180.0,57.0,1.16924202731,-3.86229116504,22.5603936114,-1.26556886533,21.9095981186,0.479999989271,0.0,0.5
20.0,2.3,180.0,62.0,1.17134432183,-3.94039338353,22.259273985,-1.33730331298,21.5422278704,0.479999989271,0.0,0.5
19.3,2.0,180.0,67.0,1.17354909808,-4.00337810722,21.8452246707,-1.40738335057,21.1297797392,0.479999989271,0.0,0.5
18.7,1.8,180.0,72.0,1.17533265262,-4.10406494298,21.803652798,-1.49099652869,21.8881584424,0.479999989271,0.0,0.5
18.0,1.5,270.0,77.0,1.17772183568,-4.09645854665,21.162660174,-1.3454297682,22.0381958359,0.479999989271,0.0,0.5
17.9,1.6,270.0,77.0,1.17824586609,-4.27061854387,21.1546446258,-1.32224404283,21.7122639746,0.479999989271,0.0,0.5
17.8,1.7,270.0,77.0,1.17876959948,-4.2811095482,21.0997646837,-1.3856653104,21.674203653,0.479999989271,0.0,0.5
17.7,1.8,270.0,77.0,1.18049101601,-4.30495941112,21.0346119808,-1.4013593294,21.6320145214,0.479999989271,0.0,0.5
17.6,1.9,270.0,77.0,1.18101457565,-4.33405675325,20.8679643776,-1.41893106806,21.9121308368,0.479999989271,0.0,0.5
17.4,2.0,270.0,77.0,1.18206083111,-4.39600493449,20.7571301174,-1.36879019922,21.8032186118,0.479999989271,0.0,0.5
17.3,2.1,270.0,77.0,1.18258353352,-4.44230676857,20.6582520271,-1.40069702535,21.7852189566,0.479999989271,0.0,0.5
17.2,2.2,270.0,77.0,1.18430599606,-4.48457062525,20.577943047,-1.40983192926,21.7995311666,0.479999989271,0.0,0.5
17.1,2.3,270.0,77.0,1.18482855406,-4.52089458366,20.9650204822,-1.41942239172,21.9449036909,0.479999989271,0.0,0.5
17.0,2.4,270.0,77.0,1.18535083639,-4.39804630965,21.988359015,-1.39701501854,22.7504403315,0.479999989271,0.0,0.5
18.0,2.3,270.0,73.0,1.1811034955,-4.10151640801,21.9424865508,-1.22747240725,22.7125332324,0.479999989271,0.0,0.5
19.0,2.2,270.0,68.0,1.17720895969,-4.10507202457,21.3241245003,-1.21727943167,20.7589871208,0.479999989271,0.0,0.5
20.0,2.1,90.0,64.0,1.17197693047,-4.28696990527,22.3025554792,-1.58161955032,21.1207277397,0.490000009537,0.0,0.5
21.0,2.0,90.0,60.0,1.16804280174,-3.98860320911,22.8143543402,-1.50101680234,22.3334891553,0.490000009537,0.0,0.5
22.0,1.9,90.0,57.0,1.16390934179,-3.82208308032,23.3970233449,-1.24562028395,23.4074267889,0.490000009537,0.0,0.5
23.0,1.8,90.0,53.0,1.15901415221,-3.62318411085,23.8251417629,-0.999181876431,24.3000140376,0.490000009537,0.0,0.5
24.0,1.7,90.0,50.0,1.15507819642,-3.46732192918,24.2283242749,-0.779853764639,24.4228151364,0.490000009537,0.0,0.5
25.0,1.6,90.0,47.0,1.15123947612,-3.31058748043,24.6682234634,-0.71071979472,24.7422344191,0.490000009537,0.0,0.5
26.0,1.5,90.0,45.0,1.14594825246,-3.14083735573,25.114260721,-0.605819794009,24.6478551453,0.490000009537,0.0,0.5
25.2,1.3,90.0,48.0,1.14871682953,-2.96077080547,24.9955856469,-0.588002811469,24.9904255574,0.490000009537,0.0,0.5
24.3,1.2,90.0,52.0,1.15171219482,-2.95090873011,24.8299240542,-0.493206872582,24.5143467989,0.490000009537,0.0,0.5
23.5,1.0,90.0,55.0,1.15466907652,-2.95784705018,24.5626801142,-0.56820189775,24.1165435481,0.490000009537,0.0,0.5
22.7,0.8,90.0,59.0,1.15737755359,-3.00552428554,24.2210188942,-0.645704342899,23.5858209588,0.490000009537,0.0,0.5
21.8,0.7,90.0,64.0,1.15921020859,-3.07684725865,23.9910585302,-0.750609035012,23.8217612789,0.490000009537,0.0,0.5
21.0,0.5,140.0,69.0,1.16183712158,-3.11078736209,23.6591950672,-0.704360414262,23.5991102509,0.479999989271,0.0,0.5
20.4,0.5,140.0,71.0,1.16438213633,-3.17862823574,23.0783039797,-0.747717338969,23.5509861592,0.479999989271,0.0,0.5
19.8,0.5,140.0,73.0,1.1681449117,-3.34596422397,22.7650748236,-0.760558695949,23.3728358849,0.479999989271,0.0,0.5
19.2,0.6,140.0,76.0,1.17048268975,-3.44573214716,22.4570660801,-0.805976192915,23.0701337102,0.479999989271,0.0,0.5
18.6,0.6,140.0,79.0,1.17286498826,-3.5424211226,22.0912519865,-0.874500764912,22.7822220737,0.479999989271,0.0,0.5
17.9,0.6,140.0,82.0,1.17701797951,-3.66091170843,21.6480483028,-0.941392316707,22.4273116888,0.479999989271,0.0,0.5
17.3,0.6,140.0,85.0,1.17948837789,-3.81338041297,21.2755887668,-1.02717170503,22.1239287473,0.479999989271,0.0,0.5
16.7,0.7,140.0,87.0,1.18222615513,-3.94745665418,20.6978731838,-1.10337360294,22.4068075237,0.479999989271,0.0,0.5
16.1,0.7,140.0,91.0,1.18574851234,-4.1558501258,20.3090082922,-1.06111549019,22.0794788217,0.479999989271,0.0,0.5
15.5,0.7,140.0,94.0,1.18833281508,-4.29592730912,19.8371787826,-1.14842851442,21.9199083959,0.479999989271,0.0,0.5
17.0,0.8,140.0,86.0,1.18205546787,-4.46892078757,20.5734479975,-1.17663806936,22.0968947785,0.479999989271,0.0,0.5
18.5,0.9,140.0,79.0,1.17458816384,-4.26114516469,21.5318667609,-1.13729793253,20.9224668084,0.479999989271,0.0,0.5
20.0,1.0,140.0,73.0,1.16828648257,-3.97035814005,22.4439177599,-1.35533436003,21.5998040919,0.479999989271,0.0,0.5
21.5,1.1,140.0,67.0,1.16220500892,-3.68392616454,23.2353680532,-1.20637133844,22.550208898,0.479999989271,0.0,0.5
23.0,1.2,140.0,62.0,1.15486167784,-3.42868485963,24.1348113465,-0.993725457841,23.5234117838,0.490000009537,0.0,0.5
24.5,1.2,140.0,57.0,1.1489150147,-3.12780486976,24.8707037013,-0.760649043895,24.5924473639,0.490000009537,0.0,0.5
26.0,1.3,140.0,53.0,1.14281451192,-2.86741979031,25.4379840657,-0.503033141096,25.4375308446,0.490000009537,0.0,0.5
27.5,1.4,140.0,49.0,1.13575103428,-2.64492114778,25.9617396859,-0.283818870717,25.4040298524,0.490000009537,0.0,0.5
29.0,1.5,230.0,45.0,1.13006924994,-2.42961865696,25.9907156234,-0.244393767206,25.4565612851,0.490000009537,0.0,0.5
28.0,1.3,230.0,49.0,1.13324843187,-2.3906944991,26.0074312506,-0.207912425524,25.6636096747,0.490000009537,0.0,0.5
27.0,1.2,230.0,52.0,1.13700406339,-2.33198749186,25.9990319756,-0.140673382381,25.7663234392,0.490000009537,0.0,0.5
26.0,1.0,230.0,56.0,1.14047461893,-2.29153883262,25.9996825338,-0.103058334108,25.9624313181,0.479999989271,0.0,0.5
