Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Solteiro_PMV,Solteiro_Temp,Circulacao_PMV,Circulacao_Temp,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
16.4,1.9,0.0,74.0,1.18674564357,-4.60754577872,19.5304630077,-1.4693443491,20.8413420702,0.509999990463,0.0,0.5
16.1,2.2,0.0,76.0,1.1890553198,-4.86561666774,21.1523589124,-1.59792384768,22.4869575186,0.509999990463,0.0,0.5
15.7,2.4,0.0,79.0,1.1904801071,-4.39873085784,20.870828188,-1.28963113041,22.5743347451,0.509999990463,0.0,0.5
15.3,2.6,0.0,82.0,1.19193216436,-4.48257166553,20.8794932834,-1.27914353634,22.5479156582,0.509999990463,0.0,0.5
14.9,2.9,0.0,84.0,1.19482527955,-4.485314966,20.3449676366,-1.29095863113,22.1792118089,0.509999990463,0.0,0.5
14.5,3.1,0.0,88.0,1.19612619231,-4.65852751628,20.0108235099,-1.37235797069,21.8700547976,0.509999990463,0.0,0.5
15.3,3.1,0.0,82.0,1.19314011047,-4.76033172475,20.2370414406,-1.43266005176,21.569842416,0.509999990463,0.0,0.5
16.2,3.1,0.0,77.0,1.1895195383,-4.70658152979,18.9770084665,-1.47694786975,20.0248393669,0.509999990463,0.0,0.5
17.0,3.1,180.0,72.0,1.18651444739,-5.10079339126,20.7260789016,-1.78096495665,20.9977815688,0.5,0.0,0.490000009537
17.8,3.1,180.0,68.0,1.18336180654,-4.60418156078,20.8385208145,-1.60029391901,20.6414244596,0.5,0.0,0.490000009537
18.7,3.1,180.0,64.0,1.17978052276,-4.56454519076,21.276123173,-1.66751382391,20.7694938497,0.5,0.0,0.490000009537
19.5,3.1,180.0,60.0,1.17560363374,-4.42906466846,21.6578569642,-1.62733040022,20.8701729066,0.5,0.0,0.490000009537
20.3,3.1,180.0,56.0,1.17270905008,-4.31285079349,22.1531307518,-1.60199119069,21.2972677399,0.5,0.0,0.490000009537
21.2,3.1,180.0,53.0,1.16911757183,-4.15474600511,22.6516389229,-1.5059774591,21.8706704191,0.5,0.0,0.490000009537
22.0,3.1,180.0,50.0,1.16609488045,-3.99018106993,23.2209276624,-1.37559162676,22.4239332137,0.5,0.0,0.490000009537
21.3,2.8,180.0,54.0,1.16832347714,-3.80514522786,22.8835611169,-1.25296207176,22.2988029303,0.5,0.0,0.490000009537
20.7,2.6,180.0,57.0,1.16924202731,-3.87041814264,22.552671837,-1.26628570571,21.9079576387,0.5,0.0,0.490000009537
20.0,2.3,180.0,62.0,1.17134432183,-3.94435152977,22.2281267998,-1.33794688882,21.53946035,0.5,0.0,0.490000009537
19.3,2.0,180.0,67.0,1.17354909808,-4.01417621269,21.8142812821,-1.40825626706,21.1264716521,0.5,0.0,0.490000009537
18.7,1.8,180.0,72.0,1.17533265262,-4.11500890671,21.7654245864,-1.49199746378,21.8849905726,0.5,0.0,0.490000009537
18.0,1.5,270.0,77.0,1.17772183568,-4.1096095214,21.1321341748,-1.34642431534,22.0335895264,0.5,0.0,0.490000009537
17.9,1.6,270.0,77.0,1.17824586609,-4.28185800937,21.1249674903,-1.32352647053,21.7053710109,0.5,0.0,0.490000009537
17.8,1.7,270.0,77.0,1.17876959948,-4.29220412705,21.0689053382,-1.38745139315,21.6672950481,0.5,0.0,0.490000009537
17.7,1.8,270.0,77.0,1.18049101601,-4.31648645401,21.0037517428,-1.40320735935,21.624998513,0.5,0.0,0.490000009537
17.6,1.9,270.0,77.0,1.18101457565,-4.34568914165,20.8408694795,-1.42082183554,21.9041651318,0.5,0.0,0.490000009537
17.4,2.0,270.0,77.0,1.18206083111,-4.40652481648,20.7290424309,-1.37088806304,21.7946727383,0.5,0.0,0.490000009537
17.3,2.1,270.0,77.0,1.18258353352,-4.45323064106,20.6301175352,-1.40297508985,21.7754440671,0.5,0.0,0.490000009537
