Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Solteiro_PMV,Solteiro_Temp,Circulacao_PMV,Circulacao_Temp,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.60754577872,19.5304630077,-1.4693443491,20.8413420702,0.5,0.0,0.5
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.86561666774,21.1834883683,-1.59792384768,22.4889780736,0.5,0.0,0.5
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.38924019027,20.9028342033,-1.28918507852,22.5773784983,0.5,0.0,0.5
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.47247912948,20.9144654712,-1.27846035075,22.5516444427,0.5,0.0,0.5
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.47409744426,20.379091442,-1.29009799491,22.1854365339,0.5,0.0,0.5
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.64728821443,20.0457289815,-1.37096363727,21.875332463,0.5,0.0,0.5
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.74865528917,20.26870124,-1.43140737327,21.5757784616,0.5,0.0,0.5
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.69565093175,18.985625362,-1.47550825306,20.0302684216,0.5,0.0,0.5
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.09670758446,20.7464186163,-1.77962053809,21.001123904,0.490000009537,0.0,0.5
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.59657693291,20.8554212374,-1.59926350513,20.6433845425,0.490000009537,0.0,0.5
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.55793200431,21.2905778972,-1.66680233307,20.7715635819,0.490000009537,0.0,0.5
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-4.42318539538,21.6718253601,-1.62658438841,20.8720670849,0.490000009537,0.0,0.5
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-4.30714339447,22.1656043384,-1.60129819831,21.2989619335,0.490000009537,0.0,0.490000009537
