Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Solteiro_PMV,Solteiro_Temp,Circulacao_PMV,Circulacao_Temp,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
16.4,1.9,0.0,74.0,1.18674564357,-4.60754577872,19.5304630077,-1.4693443491,20.8413420702,0.509999990463,0.0,0.469999998808
16.1,2.2,0.0,76.0,1.1890553198,-4.86561666774,21.1497016304,-1.59792384768,22.487619652,0.509999990463,0.0,0.469999998808
15.7,2.4,0.0,79.0,1.1904801071,-4.39959908388,20.863763478,-1.28949028834,22.5751054584,0.509999990463,0.0,0.469999998808
15.3,2.6,0.0,82.0,1.19193216436,-4.48483624745,20.8720674024,-1.27898286986,22.5486684016,0.509999990463,0.0,0.469999998808
14.9,2.9,0.0,84.0,1.19482527955,-4.48775569839,20.3406249215,-1.29079347151,22.1806318685,0.509999990463,0.0,0.469999998808
14.5,3.1,0.0,88.0,1.19612619231,-4.66001884618,20.007884562,-1.37206807247,21.8719830323,0.509999990463,0.0,0.469999998808
15.3,3.1,0.0,82.0,1.19314011047,-4.76139303846,20.2364283336,-1.43226838328,21.5717359525,0.509999990463,0.0,0.469999998808
16.2,3.1,0.0,77.0,1.1895195383,-4.70691748375,18.9019336307,-1.47654879204,20.0212685581,0.509999990463,0.0,0.469999998808
17.0,3.1,180.0,72.0,1.18651444739,-5.12655056103,20.7913838949,-1.78724936892,21.0457959186,0.5,0.0,0.469999998808
17.8,3.1,180.0,68.0,1.18336180654,-4.57528238238,20.8465897189,-1.5838579,21.1124020435,0.5,0.0,0.469999998808
18.7,3.1,180.0,64.0,1.17978052276,-4.55806643495,21.2826578749,-1.57760448434,20.8941583433,0.5,0.0,0.469999998808
19.5,3.1,180.0,60.0,1.17560363374,-4.42211354611,21.6415114097,-1.60289931821,20.9101991612,0.5,0.0,0.469999998808
20.3,3.1,180.0,56.0,1.17270905008,-4.3145380421,22.1583143185,-1.59336727796,21.3021043437,0.5,0.0,0.469999998808
21.2,3.1,180.0,53.0,1.16911757183,-4.15043447245,22.6570829676,-1.50428409596,21.8645366084,0.5,0.0,0.469999998808
22.0,3.1,180.0,50.0,1.16609488045,-3.98593761787,23.2266598847,-1.37620633164,22.4352047476,0.5,0.0,0.469999998808
