Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Solteiro_PMV,Solteiro_Temp,Circulacao_PMV,Circulacao_Temp,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.60754577872,19.5304630077,-1.4693443491,20.8413420702,0.5,0.0,0.509999990463
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.86561666774,21.2139107448,-1.59792384768,22.4913687731,0.5,0.0,0.509999990463
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.37999679815,20.898205385,-1.28865937772,22.5787955243,0.5,0.0,0.509999990463
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.4735623756,20.9181452848,-1.27814043724,22.5515441035,0.5,0.0,0.509999990463
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.47273717981,20.3805857424,-1.29007066153,22.1853395922,0.5,0.0,0.509999990463
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.64660917677,20.0470273036,-1.37094361881,21.8748935328,0.5,0.0,0.5
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.74805052002,20.2691831403,-1.43145969516,21.5753868357,0.5,0.0,0.5
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.69531235305,18.9859856135,-1.47555916828,20.0305198469,0.5,0.0,0.5
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.09642197324,20.7467760675,-1.77954308591,21.0012286405,0.479999989271,0.0,0.479999989271
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.59630419271,20.8557528997,-1.59921456891,20.643470176,0.479999989271,0.0,0.479999989271
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.55767615663,21.3078994109,-1.66675932942,20.7713872208,0.479999989271,0.0,0.479999989271
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-4.41775753682,21.6877788194,-1.62657666362,20.8717614599,0.479999989271,0.0,0.479999989271
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-4.30202873296,22.180334748,-1.60130721702,21.2988945299,0.479999989271,0.0,0.479999989271
13.0,21.2,3.1,180.0,53.0,1.16911757183,0.0,-4.14470117569,22.6734825667,-1.50528844866,21.8721374265,0.479999989271,0.0,0.479999989271
14.0,22.0,3.1,180.0,50.0,1.16609488045,0.0,-3.98177898235,23.2365789062,-1.37494027893,22.4250836371,0.479999989271,0.0,0.479999989271
15.0,21.3,2.8,180.0,54.0,1.16832347714,0.0,-3.7985788315,22.9086473732,-1.25238007425,22.2999461226,0.479999989271,0.0,0.479999989271
16.0,20.7,2.6,180.0,57.0,1.16924202731,0.0,-3.86131427265,22.5789935063,-1.26571173891,21.9092487485,0.479999989271,0.0,0.479999989271
17.0,20.0,2.3,180.0,62.0,1.17134432183,0.0,-3.93482372891,22.2634412835,-1.33735139557,21.5410721218,0.479999989271,0.0,0.479999989271
18.0,19.3,2.0,180.0,67.0,1.17354909808,0.0,-4.00194211495,21.8512525186,-1.4075950654,21.1284352635,0.479999989271,0.0,0.479999989271
19.0,18.7,1.8,180.0,72.0,1.17533265262,0.0,-4.10204349957,21.8100677218,-1.49124873915,21.8872368551,0.479999989271,0.0,0.479999989271
20.0,18.0,1.5,270.0,77.0,1.17772183568,0.0,-4.09425768267,21.1729720598,-1.34559783896,22.0399983342,0.479999989271,0.0,0.479999989271
21.0,17.9,1.6,270.0,77.0,1.17824586609,0.0,-4.2672736773,21.1671643319,-1.32191280255,21.7165855895,0.479999989271,0.0,0.479999989271
22.0,17.8,1.7,270.0,77.0,1.17876959948,0.0,-4.27700432662,21.1122885457,-1.38479339863,21.6784201933,0.479999989271,0.0,0.479999989271
23.0,17.7,1.8,270.0,77.0,1.18049101601,0.0,-4.30074964244,21.0476926418,-1.40046924425,21.6364511271,0.479999989271,0.0,0.479999989271
0.0,17.6,1.9,270.0,77.0,1.18101457565,0.0,-4.32960222668,20.8838123056,-1.41796166793,21.9200447774,0.479999989271,0.0,0.479999989271
1.0,17.4,2.0,270.0,77.0,1.18206083111,0.0,-4.39058095862,20.7722384524,-1.3671044371,21.8120208429,0.479999989271,0.0,0.479999989271
2.0,17.3,2.1,270.0,77.0,1.18258353352,0.0,-4.43701947698,20.6721428982,-1.39879260317,21.7939100418,0.479999989271,0.0,0.479999989271
3.0,17.2,2.2,270.0,77.0,1.18430599606,0.0,-4.47951779692,20.5958994437,-1.40789886903,21.8101319707,0.479999989271,0.0,0.479999989271
4.0,17.1,2.3,270.0,77.0,1.18482855406,0.0,-4.51457254097,20.9755031107,-1.41706833591,21.9526823384,0.479999989271,0.0,0.479999989271
5.0,17.0,2.4,270.0,77.0,1.18535083639,0.0,-4.39411388107,21.9870740232,-1.39525940362,22.7533686611,0.479999989271,0.0,0.479999989271
6.0,18.0,2.3,270.0,73.0,1.1811034955,0.0,-4.1010629821,21.9391036618,-1.2266337716,22.7142252346,0.479999989271,0.0,0.479999989271
7.0,19.0,2.2,270.0,68.0,1.17720895969,0.0,-4.10529864556,21.3360156548,-1.21670096539,20.7590769233,0.479999989271,0.0,0.479999989271
8.0,20.0,2.1,90.0,64.0,1.17197693047,0.0,-4.28264977648,22.3062047066,-1.5813693625,21.1206002266,0.490000009537,0.0,0.490000009537
9.0,21.0,2.0,90.0,60.0,1.16804280174,0.0,-3.98671888236,22.8177877631,-1.50082891877,22.3334392615,0.490000009537,0.0,0.490000009537
10.0,22.0,1.9,90.0,57.0,1.16390934179,0.0,-3.82030364395,23.3993191368,-1.24542683364,23.4075367791,0.490000009537,0.0,0.490000009537
11.0,23.0,1.8,90.0,53.0,1.15901415221,0.0,-3.62176789526,23.8275357686,-0.998969443977,24.3003593814,0.490000009537,0.0,0.490000009537
12.0,24.0,1.7,90.0,50.0,1.15507819642,0.0,-3.4659108973,24.2305024159,-0.77962521814,24.423441301,0.490000009537,0.0,0.490000009537
13.0,25.0,1.6,90.0,47.0,1.15123947612,0.0,-3.30926692699,24.6693789236,-0.710422761464,24.7424744656,0.490000009537,0.0,0.479999989271
14.0,26.0,1.5,90.0,45.0,1.14594825246,0.0,-3.1398567692,25.1159090643,-0.605607914033,24.6499094173,0.490000009537,0.0,0.479999989271
15.0,25.2,1.3,90.0,48.0,1.14871682953,0.0,-2.95966899325,24.9959619856,-0.587425351065,24.9912409014,0.490000009537,0.0,0.479999989271
16.0,24.3,1.2,90.0,52.0,1.15171219482,0.0,-2.95025203156,24.8339043909,-0.492885641616,24.5143045626,0.490000009537,0.0,0.479999989271
17.0,23.5,1.0,90.0,55.0,1.15466907652,0.0,-2.95615439234,24.5677153934,-0.568049565823,24.1160956514,0.490000009537,0.0,0.479999989271
