Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Solteiro_PMV,Solteiro_Temp,Circulacao_PMV,Circulacao_Temp,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.60754577872,19.5304630077,-1.4693443491,20.8413420702,0.52999997139,0.0,0.460000008345
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.86561666774,21.1162007085,-1.59792384768,22.4863344849,0.52999997139,0.0,0.460000008345
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.40988015089,20.7940082508,-1.28977943553,22.5710484584,0.52999997139,0.0,0.460000008345
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.50650156215,20.8027208011,-1.27989835782,22.5416529034,0.52999997139,0.0,0.460000008345
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.50987284984,20.2728884997,-1.2923658287,22.1691825699,0.52999997139,0.0,0.460000008345
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.68219272461,19.9392032813,-1.37460814089,21.8619043301,0.52999997139,0.0,0.460000008345
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.78425793236,20.175140819,-1.43463443295,21.5611970158,0.52999997139,0.0,0.460000008345
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.72800212775,18.8925484091,-1.47911542074,20.0168940264,0.52999997139,0.0,0.460000008345
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.13199163147,20.7540769036,-1.7884558598,21.0407953996,0.509999990463,0.0,0.449999988079
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.58922561249,20.8136907529,-1.58530445216,21.1074384351,0.509999990463,0.0,0.449999988079
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.57081649117,21.2694636054,-1.57904229328,20.8909186629,0.509999990463,0.0,0.449999988079
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-4.42886084216,21.6265006191,-1.60400916926,20.9073092416,0.509999990463,0.0,0.449999988079
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-4.32168389343,22.1457316645,-1.59439971464,21.2996072774,0.509999990463,0.0,0.449999988079
13.0,21.2,3.1,180.0,53.0,1.16911757183,0.0,-4.15674975488,22.6454509178,-1.50522644287,21.8624577197,0.509999990463,0.0,0.449999988079
14.0,22.0,3.1,180.0,50.0,1.16609488045,0.0,-3.99186919349,23.2173557911,-1.37705359236,22.4333883716,0.509999990463,0.0,0.449999988079
15.0,21.3,2.8,180.0,54.0,1.16832347714,0.0,-3.80619702425,22.8864884684,-1.25131103098,22.2425006021,0.509999990463,0.0,0.449999988079
16.0,20.7,2.6,180.0,57.0,1.16924202731,0.0,-3.86935439606,22.5463677948,-1.2761734908,21.9009707847,0.509999990463,0.0,0.449999988079
17.0,20.0,2.3,180.0,62.0,1.17134432183,0.0,-3.94610051373,22.2246653646,-1.33943187291,21.5346449629,0.509999990463,0.0,0.449999988079
18.0,19.3,2.0,180.0,67.0,1.17354909808,0.0,-4.01509583685,21.8119683435,-1.4094342429,21.1244413496,0.509999990463,0.0,0.449999988079
19.0,18.7,1.8,180.0,72.0,1.17533265262,0.0,-4.1156152231,21.755742623,-1.49264010795,21.8751543826,0.509999990463,0.0,0.449999988079
20.0,18.0,1.5,270.0,77.0,1.17772183568,0.0,-4.11249112366,21.1369991126,-1.34863722417,22.0286636818,0.509999990463,0.0,0.449999988079
21.0,17.9,1.6,270.0,77.0,1.17824586609,0.0,-4.28051109334,21.1351189865,-1.3248600483,21.7060106341,0.509999990463,0.0,0.449999988079
22.0,17.8,1.7,270.0,77.0,1.17876959948,0.0,-4.28916733292,21.0799324492,-1.38767936894,21.6688056371,0.509999990463,0.0,0.449999988079
23.0,17.7,1.8,270.0,77.0,1.18049101601,0.0,-4.31308518534,21.0155970348,-1.40323132633,21.6267296004,0.509999990463,0.0,0.449999988079
0.0,17.6,1.9,270.0,77.0,1.18101457565,0.0,-4.34196062714,20.8518673756,-1.42082727557,21.9118297711,0.509999990463,0.0,0.449999988079
1.0,17.4,2.0,270.0,77.0,1.18206083111,0.0,-4.40300124556,20.7388828431,-1.36971175276,21.7986459374,0.509999990463,0.0,0.449999988079
2.0,17.3,2.1,270.0,77.0,1.18258353352,0.0,-4.4499700624,20.6396298886,-1.40248495668,21.782647926,0.509999990463,0.0,0.449999988079
3.0,17.2,2.2,270.0,77.0,1.18430599606,0.0,-4.49226378394,20.5625604769,-1.41118784838,21.8022554095,0.509999990463,0.0,0.449999988079
4.0,17.1,2.3,270.0,77.0,1.18482855406,0.0,-4.52765288589,20.9248823072,-1.41975819809,21.9449050616,0.509999990463,0.0,0.449999988079
5.0,17.0,2.4,270.0,77.0,1.18535083639,0.0,-4.41298611036,21.8841436557,-1.39795973751,22.7426836042,0.509999990463,0.0,0.449999988079
6.0,18.0,2.3,270.0,73.0,1.1811034955,0.0,-4.13568763386,21.8551361594,-1.23001586578,22.7041883903,0.509999990463,0.0,0.449999988079
7.0,19.0,2.2,270.0,68.0,1.17720895969,0.0,-4.13454848165,21.3126593521,-1.22001090705,20.7510577381,0.509999990463,0.0,0.449999988079
8.0,20.0,2.1,90.0,64.0,1.17197693047,0.0,-4.2939986338,22.2638553428,-1.58427817128,21.1171668499,0.509999990463,0.0,0.449999988079
9.0,21.0,2.0,90.0,60.0,1.16804280174,0.0,-4.00345698962,22.7765178386,-1.50279949381,22.3311423954,0.509999990463,0.0,0.449999988079
10.0,22.0,1.9,90.0,57.0,1.16390934179,0.0,-3.83669940196,23.3710226789,-1.24715189781,23.4071259459,0.509999990463,0.0,0.449999988079
11.0,23.0,1.8,90.0,53.0,1.15901415221,0.0,-3.63426363264,23.815979656,-1.00028985208,24.2989345812,0.509999990463,0.0,0.449999988079
12.0,24.0,1.7,90.0,50.0,1.15507819642,0.0,-3.47336145351,24.2192552887,-0.780905721516,24.4253428538,0.509999990463,0.0,0.449999988079
13.0,25.0,1.6,90.0,47.0,1.15123947612,0.0,-3.31642992667,24.6575212182,-0.711286292234,24.7384383447,0.509999990463,0.0,0.460000008345
14.0,26.0,1.5,90.0,45.0,1.14594825246,0.0,-3.14707466997,25.1123555861,-0.607475554412,24.6509795734,0.509999990463,0.0,0.460000008345
15.0,25.2,1.3,90.0,48.0,1.14871682953,0.0,-2.96415928497,24.9853382323,-0.588242497957,24.9762477852,0.509999990463,0.0,0.460000008345
16.0,24.3,1.2,90.0,52.0,1.15171219482,0.0,-2.95676745414,24.824845294,-0.496429422131,24.5123605739,0.509999990463,0.0,0.460000008345
17.0,23.5,1.0,90.0,55.0,1.15466907652,0.0,-2.96211532146,24.5557298968,-0.569423059023,24.1135923029,0.509999990463,0.0,0.449999988079
18.0,22.7,0.8,90.0,59.0,1.15737755359,0.0,-3.01020310646,24.211166556,-0.647145350267,23.5818401943,0.509999990463,0.0,0.449999988079
19.0,21.8,0.7,90.0,64.0,1.15921020859,0.0,-3.08227993642,23.9718685754,-0.752218895746,23.8150830178,0.509999990463,0.0,0.449999988079
20.0,21.0,0.5,140.0,69.0,1.16183712158,0.0,-3.11894716439,23.6377014062,-0.70651165876,23.5913378578,0.509999990463,0.0,0.449999988079
21.0,20.4,0.5,140.0,71.0,1.16438213633,0.0,-3.18755639566,23.0827335762,-0.750121782697,23.5501815789,0.509999990463,0.0,0.449999988079
22.0,19.8,0.5,140.0,73.0,1.1681449117,0.0,-3.34716755614,22.7404029605,-0.76159166102,23.3703392544,0.509999990463,0.0,0.449999988079
23.0,19.2,0.6,140.0,76.0,1.17048268975,0.0,-3.45544891208,22.4390407217,-0.807359083476,23.0674348041,0.509999990463,0.0,0.449999988079
0.0,18.6,0.6,140.0,79.0,1.17286498826,0.0,-3.55021430022,22.0700601789,-0.875875535329,22.7801874864,0.509999990463,0.0,0.449999988079
1.0,17.9,0.6,140.0,82.0,1.17701797951,0.0,-3.66964779795,21.6234007543,-0.942642185771,22.425003385,0.509999990463,0.0,0.449999988079
2.0,17.3,0.6,140.0,85.0,1.17948837789,0.0,-3.82318524288,21.2500577948,-1.0284595956,22.1218464077,0.509999990463,0.0,0.449999988079
3.0,16.7,0.7,140.0,87.0,1.18222615513,0.0,-3.95758152586,20.6807693025,-1.104612328,22.411183821,0.509999990463,0.0,0.449999988079
4.0,16.1,0.7,140.0,91.0,1.18574851234,0.0,-4.1633451491,20.2948152161,-1.06099353189,22.091530183,0.509999990463,0.0,0.449999988079
5.0,15.5,0.7,140.0,94.0,1.18833281508,0.0,-4.30264293473,19.8251052481,-1.14799686425,21.9354528818,0.509999990463,0.0,0.449999988079
6.0,17.0,0.8,140.0,86.0,1.18205546787,0.0,-4.474895704,20.5510365333,-1.17420124384,22.0953172101,0.509999990463,0.0,0.449999988079
7.0,18.5,0.9,140.0,79.0,1.17458816384,0.0,-4.27030218782,21.5067485872,-1.13820181284,20.9153951174,0.509999990463,0.0,0.449999988079
8.0,20.0,1.0,140.0,73.0,1.16828648257,0.0,-3.9804623173,22.4153645292,-1.35734758607,21.5934803199,0.509999990463,0.0,0.449999988079
9.0,21.5,1.1,140.0,67.0,1.16220500892,0.0,-3.69497509938,23.2114810978,-1.20829359056,22.5446750206,0.509999990463,0.0,0.449999988079
10.0,23.0,1.2,140.0,62.0,1.15486167784,0.0,-3.43835831777,24.1091608584,-0.995513195949,23.5138300708,0.509999990463,0.0,0.449999988079
11.0,24.5,1.2,140.0,57.0,1.1489150147,0.0,-3.13807172076,24.8691857306,-0.763148257106,24.5882526853,0.509999990463,0.0,0.449999988079
12.0,26.0,1.3,140.0,53.0,1.14281451192,0.0,-2.87042176993,25.4284173094,-0.504526215405,25.4320398291,0.509999990463,0.0,0.449999988079
13.0,27.5,1.4,140.0,49.0,1.13575103428,0.0,-2.65020419067,25.9625480455,-0.285514418767,25.3915320316,0.509999990463,0.0,0.449999988079
14.0,29.0,1.5,230.0,45.0,1.13006924994,0.0,-2.43148408118,25.9906367171,-0.247634888324,25.4550479753,0.5,0.0,0.449999988079
15.0,28.0,1.3,230.0,49.0,1.13324843187,0.0,-2.39248610698,26.0078324878,-0.208897030432,25.6580369115,0.5,0.0,0.449999988079
16.0,27.0,1.2,230.0,52.0,1.13700406339,0.0,-2.33361486204,25.9990537683,-0.142582259809,25.7610663566,0.5,0.0,0.449999988079
17.0,26.0,1.0,230.0,56.0,1.14047461893,0.0,-2.29332959205,25.9996885652,-0.103746731372,25.9617398147,0.5,0.0,0.449999988079
18.0,25.0,0.8,230.0,60.0,1.14408737929,0.0,-2.2527880451,25.9292835543,-0.0517831860582,25.5309926884,0.5,0.0,0.449999988079
19.0,24.0,0.7,230.0,64.0,1.14783261802,0.0,-2.23133345776,25.6385217455,-0.1265236589,25.1291280178,0.5,0.0,0.449999988079
20.0,23.0,0.5,50.0,69.0,1.15137052241,0.0,-2.28632954965,25.3085816502,-0.207560170361,24.9095013877,0.519999980927,0.0,0.460000008345
21.0,22.4,0.5,50.0,71.0,1.15388622415,0.0,-2.35097278665,24.7256070906,-0.25760354924,24.8819807012,0.519999980927,0.0,0.460000008345
22.0,21.8,0.5,50.0,73.0,1.15761377202,0.0,-2.51663068389,24.3557160022,-0.267412670409,24.5688681121,0.519999980927,0.0,0.460000008345
23.0,21.2,0.6,50.0,75.0,1.16019161282,0.0,-2.62826074847,23.9662978604,-0.340009084849,24.4058639093,0.519999980927,0.0,0.460000008345
0.0,20.6,0.6,50.0,78.0,1.16369567553,0.0,-2.74776342705,23.6595112878,-0.38420685631,24.0829059709,0.519999980927,0.0,0.460000008345
1.0,19.9,0.6,50.0,80.0,1.16687601664,0.0,-2.84518815457,23.2136535697,-0.459277407972,23.7682622617,0.519999980927,0.0,0.449999988079
2.0,19.3,0.6,50.0,83.0,1.17047180182,0.0,-2.99875471459,22.857252459,-0.538183482175,23.5143637871,0.519999980927,0.0,0.449999988079
3.0,18.7,0.7,50.0,85.0,1.17317882712,0.0,-3.12288162707,22.4210687138,-0.604848484056,23.3700630361,0.519999980927,0.0,0.449999988079
4.0,18.1,0.7,50.0,88.0,1.17685649709,0.0,-3.28157387299,22.0926663954,-0.652132539596,22.9484381677,0.519999980927,0.0,0.449999988079
5.0,17.5,0.7,50.0,91.0,1.17937958809,0.0,-3.40828602449,21.6818954423,-0.755342210257,22.6551545772,0.519999980927,0.0,0.449999988079
6.0,19.0,1.0,50.0,84.0,1.17182239676,0.0,-3.55783686587,22.4755985055,-0.819270732371,22.6604249281,0.519999980927,0.0,0.449999988079
7.0,20.5,1.2,50.0,79.0,1.16513042579,0.0,-3.32273240157,23.142851358,-0.808066466904,22.1438101225,0.519999980927,0.0,0.449999988079
8.0,22.0,1.5,180.0,73.0,1.15891382483,0.0,-3.10227062698,24.1340545414,-0.893870347878,23.4542009665,0.509999990463,0.0,0.449999988079
9.0,23.5,1.8,180.0,68.0,1.15142069476,0.0,-2.79377890272,24.9919768862,-0.624312842794,24.3090383236,0.509999990463,0.0,0.449999988079
10.0,25.0,2.0,180.0,64.0,1.14494319508,0.0,-2.50679739233,25.8900404938,-0.41994453279,25.2411010577,0.509999990463,0.0,0.449999988079
11.0,26.5,2.3,180.0,60.0,1.13746703655,0.0,-2.19596166236,25.995189064,-0.190015269607,25.5988334678,0.509999990463,0.0,0.449999988079
12.0,28.0,2.6,180.0,56.0,1.13134221428,0.0,-2.11479845957,25.9883588534,-0.0734382336303,25.834286431,0.509999990463,0.0,0.449999988079
13.0,29.5,2.8,180.0,52.0,1.1254206008,0.0,-2.08324114083,25.9758591075,-0.00144897647514,26.7227941237,0.509999990463,0.0,0.449999988079
14.0,31.0,3.1,140.0,49.0,1.11806409533,0.0,-2.06217155238,25.9361422294,0.204524357266,31.6670788423,0.509999990463,0.0,0.460000008345
15.0,30.0,3.4,140.0,51.0,1.12333304745,0.0,-2.04001763151,25.9889166567,1.2818049956,31.5463675673,0.509999990463,0.0,0.460000008345
16.0,29.0,3.8,140.0,52.0,1.12798684554,0.0,-1.97915469457,25.9407664324,1.32032624401,31.2378939781,0.509999990463,0.0,0.460000008345
17.0,28.0,4.1,140.0,55.0,1.13177981751,0.0,-1.97056921012,26.0704692816,1.27510163371,29.8395336933,0.509999990463,0.0,0.449999988079
18.0,27.0,4.4,140.0,57.0,1.13609434882,0.0,-1.90604652216,25.9695070359,1.00562970094,28.1560593918,0.509999990463,0.0,0.449999988079
19.0,26.0,4.8,140.0,59.0,1.14162894679,0.0,-1.91614097406,26.0090567266,0.657765682407,26.9216406461,0.509999990463,0.0,0.449999988079
20.0,25.0,5.1,90.0,61.0,1.1460543035,0.0,-1.89332619911,26.0219091497,0.397165732685,25.8282756561,0.509999990463,0.0,0.449999988079
21.0,24.2,4.8,90.0,63.0,1.14948780551,0.0,-1.88268122944,26.0218393793,0.153907693032,25.1284199344,0.509999990463,0.0,0.449999988079
22.0,23.3,4.6,90.0,65.0,1.15465970037,0.0,-1.87451098601,25.5951479579,-0.00427465424869,24.223883267,0.509999990463,0.0,0.449999988079
23.0,22.5,4.3,90.0,68.0,1.15785723945,0.0,-2.01510123901,25.4971455704,-0.216908618922,23.8953065546,0.509999990463,0.0,0.449999988079
0.0,22.2,3.8,90.0,72.0,1.15462636059,0.0,-2.05276044161,25.2498362378,-0.312512772576,23.4761966307,0.519999980927,0.0,0.449999988079
1.0,22.0,3.4,90.0,76.0,1.15561611471,0.0,-2.1175121732,25.3687449542,-0.40055960085,23.4729381975,0.519999980927,0.0,0.449999988079
2.0,21.7,2.9,90.0,81.0,1.15568879407,0.0,-2.0747660431,25.390003987,-0.415755306844,23.3721961002,0.519999980927,0.0,0.449999988079
3.0,21.4,2.4,90.0,85.0,1.15611223323,0.0,-2.03866349844,25.4311060322,-0.427848518095,23.541087647,0.519999980927,0.0,0.449999988079
4.0,21.0,2.6,90.0,88.0,1.158607397,0.0,-1.99927407132,25.229326727,-0.402525533897,23.2236109178,0.519999980927,0.0,0.449999988079
5.0,20.6,2.9,90.0,91.0,1.15995300826,0.0,-2.05327490979,24.9338527727,-0.475097739692,22.7425105364,0.519999980927,0.0,0.449999988079
6.0,21.2,2.6,90.0,89.0,1.15601802743,0.0,-2.14052923521,25.115832387,-0.573440423372,23.8792939323,0.519999980927,0.0,0.449999988079
7.0,21.8,2.4,90.0,87.0,1.15329280826,0.0,-2.0750932602,24.8950783715,-0.359756448947,22.9038084918,0.519999980927,0.0,0.449999988079
8.0,22.4,2.1,140.0,85.0,1.1505923425,0.0,-2.10136060083,25.2944749547,-0.516174623604,23.7044609978,0.509999990463,0.0,0.449999988079
9.0,23.0,1.8,140.0,83.0,1.14791782887,0.0,-1.97482140324,25.5432122994,-0.359076228965,24.3243345077,0.509999990463,0.0,0.449999988079
10.0,23.6,1.6,140.0,82.0,1.14492835051,0.0,-1.88234104609,25.7802939551,-0.211757020149,24.9092168162,0.509999990463,0.0,0.449999988079
11.0,24.2,1.3,140.0,80.0,1.14229769046,0.0,-1.78969053896,25.9994493399,-0.0706402291817,25.2121282205,0.509999990463,0.0,0.449999988079
12.0,24.8,1.0,140.0,78.0,1.13969654122,0.0,-1.69814537161,26.0105016185,0.0211542244268,25.5072519599,0.509999990463,0.0,0.449999988079
13.0,25.4,0.8,140.0,77.0,1.13674751878,0.0,-1.67805251532,25.9970039198,0.114812721762,26.002284936,0.509999990463,0.0,0.449999988079
14.0,26.0,0.5,140.0,75.0,1.13303198513,0.0,-1.67727539039,25.9965071261,0.237551542335,26.3569280879,0.509999990463,0.0,0.449999988079
15.0,25.6,0.6,140.0,77.0,1.13447195553,0.0,-1.66930865937,25.9934917686,0.320644236314,26.2126416271,0.509999990463,0.0,0.449999988079
16.0,25.3,0.7,140.0,80.0,1.13500388809,0.0,-1.65507064163,25.9963960552,0.308656034171,26.1254387034,0.509999990463,0.0,0.449999988079
17.0,24.9,0.7,140.0,82.0,1.13650101661,0.0,-1.62512788439,25.9961577702,0.308574844897,25.7650945817,0.509999990463,0.0,0.449999988079
18.0,24.5,0.8,140.0,85.0,1.13766227319,0.0,-1.59299948376,25.996030086,0.250079279875,25.6100905817,0.509999990463,0.0,0.449999988079
19.0,24.2,0.9,140.0,87.0,1.13747597501,0.0,-1.56373885009,25.9963123252,0.218222648773,25.7800377973,0.509999990463,0.0,0.449999988079
20.0,23.8,1.0,140.0,90.0,1.13870217507,0.0,-1.55255200195,25.9943472589,0.242028699753,25.7401863264,0.509999990463,0.0,0.449999988079
21.0,23.8,1.1,140.0,89.0,1.13904825461,0.0,-1.53240463937,25.9972726937,0.228221341343,25.9560917119,0.509999990463,0.0,0.449999988079
22.0,23.8,1.2,140.0,87.0,1.13974041369,0.0,-1.52757856815,25.9814989374,0.264654628558,25.9913305157,0.509999990463,0.0,0.449999988079
23.0,23.8,1.3,140.0,85.0,1.14043257276,0.0,-1.54439886384,25.9965111575,0.261592035649,26.0153439036,0.509999990463,0.0,0.449999988079
0.0,23.8,1.4,140.0,84.0,1.1407786523,0.0,-1.56035679546,25.9962908832,0.242106118762,26.0660619125,0.509999990463,0.0,0.449999988079
1.0,23.8,1.4,140.0,82.0,1.14147081138,0.0,-1.5767418221,25.9960356098,0.230600380076,26.0744145419,0.509999990463,0.0,0.449999988079
2.0,23.8,1.5,140.0,80.0,1.14216297046,0.0,-1.59087289772,25.9958871807,0.223302585855,26.0515795507,0.509999990463,0.0,0.449999988079
3.0,23.8,1.6,140.0,79.0,1.14250904999,0.0,-1.6087411554,25.9195823688,0.204560409449,26.0953179657,0.509999990463,0.0,0.449999988079
4.0,23.8,1.7,140.0,77.0,1.14320120907,0.0,-1.65313942897,25.9395613798,0.188645329176,25.7547098608,0.509999990463,0.0,0.449999988079
5.0,23.8,1.8,140.0,76.0,1.14354728861,0.0,-1.67990501382,25.9942394542,0.0969560171231,25.9246618912,0.509999990463,0.0,0.449999988079
6.0,24.3,1.9,140.0,73.0,1.14189280745,0.0,-1.68076327576,25.9849192334,0.11195178997,25.2374357728,0.509999990463,0.0,0.449999988079
7.0,24.9,2.0,140.0,69.0,1.14011975789,0.0,-1.68594997476,25.9834708095,0.00800830725811,25.4794700058,0.509999990463,0.0,0.449999988079
8.0,25.4,2.1,320.0,66.0,1.13857999632,0.0,-1.6803838641,26.006312503,0.0905875526986,25.9736040092,0.5,0.0,0.449999988079
9.0,25.9,2.2,320.0,63.0,1.13709359254,0.0,-1.65976351766,25.9977972457,0.202680582092,26.1396139455,0.5,0.0,0.449999988079
10.0,26.5,2.3,320.0,60.0,1.13397864621,0.0,-1.66168965628,26.0011491388,0.250031928239,26.5409327629,0.5,0.0,0.449999988079
11.0,27.0,2.3,320.0,58.0,1.13219765468,0.0,-1.657503025,26.008299265,0.347557238016,26.8367631606,0.5,0.0,0.449999988079
12.0,27.5,2.4,320.0,55.0,1.13087885593,0.0,-1.6463599066,25.9968020412,0.433946246188,27.2883328907,0.5,0.0,0.449999988079
13.0,28.1,2.5,320.0,52.0,1.12911373556,0.0,-1.65454994684,26.0249078405,0.530419758678,27.3242576604,0.5,0.0,0.449999988079
