Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Solteiro_PMV,Solteiro_Temp,Circulacao_PMV,Circulacao_Temp,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.60754577872,19.5304630077,-1.4693443491,20.8413420702,0.509999990463,0.0,0.509999990463
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.86561666774,21.0929586909,-1.59792384768,22.4826059964,0.509999990463,0.0,0.509999990463
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.41682270579,20.8856338084,-1.29058740971,22.5712062094,0.509999990463,0.0,0.509999990463
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.47867056127,20.8789087763,-1.27983838709,22.5471312437,0.509999990463,0.0,0.509999990463
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.48582266763,20.3458009543,-1.29122177084,22.1775461247,0.509999990463,0.0,0.509999990463
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.65858921496,20.0110365762,-1.37277232789,21.8690064821,0.509999990463,0.0,0.509999990463
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.7605447191,20.2365612644,-1.43294776788,21.5687598258,0.509999990463,0.0,0.509999990463
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.70698898757,18.9689669819,-1.47724029809,20.0185733048,0.509999990463,0.0,0.509999990463
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.10353127138,20.7230280471,-1.78228838556,20.9971254289,0.519999980927,0.0,0.5
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.60548673025,20.7690295708,-1.60053231773,20.6891212487,0.519999980927,0.0,0.5
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.59021461101,21.208310794,-1.65063191221,20.9092443733,0.519999980927,0.0,0.5
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-4.45207292429,21.6240427832,-1.60027447523,20.8862032707,0.519999980927,0.0,0.5
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-4.32523873521,22.1254542828,-1.59770328933,21.299850162,0.519999980927,0.0,0.5
13.0,21.2,3.1,180.0,53.0,1.16911757183,0.0,-4.16509222783,22.6299260699,-1.50428489473,21.8713928072,0.519999980927,0.0,0.5
14.0,22.0,3.1,180.0,50.0,1.16609488045,0.0,-3.99858058121,23.2066033529,-1.37436355513,22.4243723565,0.519999980927,0.0,0.5
15.0,21.3,2.8,180.0,54.0,1.16832347714,0.0,-3.81128556738,22.867257171,-1.25186560567,22.2449862593,0.519999980927,0.0,0.5
16.0,20.7,2.6,180.0,57.0,1.16924202731,0.0,-3.87680146096,22.5246065057,-1.27477202831,21.9064574288,0.519999980927,0.0,0.5
17.0,20.0,2.3,180.0,62.0,1.17134432183,0.0,-3.95427174026,22.1944743507,-1.33750414158,21.5394699477,0.519999980927,0.0,0.5
18.0,19.3,2.0,180.0,67.0,1.17354909808,0.0,-4.02580139809,21.7789814451,-1.40769507488,21.1267452515,0.519999980927,0.0,0.5
19.0,18.7,1.8,180.0,72.0,1.17533265262,0.0,-4.12731373506,21.7216388431,-1.49146852335,21.8837324408,0.519999980927,0.0,0.5
20.0,18.0,1.5,270.0,77.0,1.17772183568,0.0,-4.12461192732,21.0920029857,-1.34626128183,22.0282217319,0.519999980927,0.0,0.5
21.0,17.9,1.6,270.0,77.0,1.17824586609,0.0,-4.29601254239,21.0835898069,-1.32417603695,21.6954065436,0.519999980927,0.0,0.5
22.0,17.8,1.7,270.0,77.0,1.17876959948,0.0,-4.30693513299,21.0275053587,-1.38911301031,21.6576540313,0.519999980927,0.0,0.5
23.0,17.7,1.8,270.0,77.0,1.18049101601,0.0,-4.33140096129,20.961850148,-1.40491853156,21.614938281,0.519999980927,0.0,0.5
0.0,17.6,1.9,270.0,77.0,1.18101457565,0.0,-4.36091494555,20.7988084095,-1.42275060946,21.8893550748,0.519999980927,0.0,0.5
1.0,17.4,2.0,270.0,77.0,1.18206083111,0.0,-4.42196447522,20.6688318673,-1.37383859455,21.8309127518,0.519999980927,0.0,0.5
2.0,17.3,2.1,270.0,77.0,1.18258353352,0.0,-4.47366568443,20.5780715928,-1.39969268108,21.780637852,0.519999980927,0.0,0.5
3.0,17.2,2.2,270.0,77.0,1.18430599606,0.0,-4.51466656726,20.5095328609,-1.41325261671,21.7727858854,0.519999980927,0.0,0.5
4.0,17.1,2.3,270.0,77.0,1.18482855406,0.0,-4.54786473469,20.8803174345,-1.4266607141,21.9224861721,0.519999980927,0.0,0.5
5.0,17.0,2.4,270.0,77.0,1.18535083639,0.0,-4.43033577338,21.857194401,-1.4032081198,22.7391961101,0.519999980927,0.0,0.5
6.0,18.0,2.3,270.0,73.0,1.1811034955,0.0,-4.14782828987,21.8398934042,-1.23157881296,22.7051630905,0.519999980927,0.0,0.5
7.0,19.0,2.2,270.0,68.0,1.17720895969,0.0,-4.14307284828,21.2653715461,-1.22062536569,20.7940350635,0.519999980927,0.0,0.5
8.0,20.0,2.1,90.0,64.0,1.17197693047,0.0,-4.31184245461,22.2345988518,-1.58104733961,21.1293920567,0.519999980927,0.0,0.5
9.0,21.0,2.0,90.0,60.0,1.16804280174,0.0,-4.01650794583,22.7513927453,-1.50299455589,22.328060272,0.519999980927,0.0,0.5
10.0,22.0,1.9,90.0,57.0,1.16390934179,0.0,-3.84860156443,23.3489038334,-1.24970430821,23.4018367463,0.519999980927,0.0,0.5
