Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Solteiro_PMV,Solteiro_Temp,Circulacao_PMV,Circulacao_Temp,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.60754577872,19.5304630077,-1.4693443491,20.8413420702,0.5,0.0,0.479999989271
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.86561666774,21.3123883373,-1.59792384768,22.4975423302,0.5,0.0,0.479999989271
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.3500053789,20.8695797867,-1.28729146623,22.5836044731,0.5,0.0,0.479999989271
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.4813361224,20.9158794978,-1.27707496252,22.5527676566,0.5,0.0,0.479999989271
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.47298000855,20.3772185196,-1.28965692929,22.1877241562,0.5,0.0,0.479999989271
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.64720434467,20.0453853733,-1.37033935393,21.8773532295,0.5,0.0,0.479999989271
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.74818633616,20.2697877949,-1.43084957598,21.5778338638,0.5,0.0,0.479999989271
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.69477941261,18.9037977807,-1.47494674179,20.0213303692,0.5,0.0,0.479999989271
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.1239735558,20.8101160939,-1.78694971961,21.0485044686,0.449999988079,0.0,0.479999989271
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.56762752859,20.8624084686,-1.58298169604,21.1148466932,0.449999988079,0.0,0.479999989271
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.55128915045,21.3551628874,-1.57678274364,20.8988556972,0.449999988079,0.0,0.479999989271
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-4.39828842193,21.709856209,-1.60157394605,20.9147397626,0.449999988079,0.0,0.479999989271
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-4.29153469334,22.219134009,-1.59201743389,21.3066050509,0.449999988079,0.0,0.479999989271
13.0,21.2,3.1,180.0,53.0,1.16911757183,0.0,-4.1294720187,22.7064386485,-1.50290576599,21.8684433229,0.449999988079,0.0,0.479999989271
14.0,22.0,3.1,180.0,50.0,1.16609488045,0.0,-3.96840519481,23.2604322765,-1.37493296998,22.4383751099,0.449999988079,0.0,0.479999989271
15.0,21.3,2.8,180.0,54.0,1.16832347714,0.0,-3.78803239689,22.9591805962,-1.24939563389,22.2486436111,0.449999988079,0.0,0.479999989271
16.0,20.7,2.6,180.0,57.0,1.16924202731,0.0,-3.84313645876,22.6387719328,-1.27404601834,21.909149067,0.449999988079,0.0,0.479999989271
17.0,20.0,2.3,180.0,62.0,1.17134432183,0.0,-3.91386200569,22.3150135631,-1.33687680922,21.5431610724,0.449999988079,0.0,0.479999989271
18.0,19.3,2.0,180.0,67.0,1.17354909808,0.0,-3.98324360303,21.9085316233,-1.40679069029,21.134486823,0.449999988079,0.0,0.479999989271
19.0,18.7,1.8,180.0,72.0,1.17533265262,0.0,-4.08135126023,21.8758668745,-1.48961823857,21.8848553578,0.449999988079,0.0,0.479999989271
20.0,18.0,1.5,270.0,77.0,1.17772183568,0.0,-4.07089743786,21.2310321456,-1.34559738811,22.0426959982,0.449999988079,0.0,0.479999989271
21.0,17.9,1.6,270.0,77.0,1.17824586609,0.0,-4.24568727793,21.2266443383,-1.32096767081,21.7271321457,0.449999988079,0.0,0.479999989271
22.0,17.8,1.7,270.0,77.0,1.17876959948,0.0,-4.25482996986,21.1748085778,-1.38224958225,21.6897489245,0.449999988079,0.0,0.479999989271
23.0,17.7,1.8,270.0,77.0,1.18049101601,0.0,-4.2775092344,21.110031576,-1.39771610449,21.6479783596,0.449999988079,0.0,0.479999989271
0.0,17.6,1.9,270.0,77.0,1.18101457565,0.0,-4.30621211347,20.9377570133,-1.41513199081,21.9363357503,0.449999988079,0.0,0.479999989271
1.0,17.4,2.0,270.0,77.0,1.18206083111,0.0,-4.36969842981,20.8265973202,-1.36330197988,21.8254742893,0.449999988079,0.0,0.479999989271
2.0,17.3,2.1,270.0,77.0,1.18258353352,0.0,-4.41581553242,20.7264249695,-1.39545737936,21.8098606852,0.449999988079,0.0,0.479999989271
