Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Solteiro_PMV,Solteiro_Temp,Circulacao_PMV,Circulacao_Temp,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul
16.4,1.9,0.0,74.0,1.18674564357,-4.60754577872,19.5304630077,-1.4693443491,20.8413420702,0.469999998808,0.0,0.479999989271
16.1,2.2,0.0,76.0,1.1890553198,-4.86561666774,21.2449103189,-1.59792384768,22.4937621207,0.469999998808,0.0,0.479999989271
15.7,2.4,0.0,79.0,1.1904801071,-4.37058089117,21.0046337775,-1.28813244361,22.5857594936,0.469999998808,0.0,0.479999989271
15.3,2.6,0.0,82.0,1.19193216436,-4.44087127825,21.0174469477,-1.27658138029,22.5631737692,0.469999998808,0.0,0.479999989271
14.9,2.9,0.0,84.0,1.19482527955,-4.44133625955,20.4826192743,-1.2874698936,22.2040972709,0.469999998808,0.0,0.479999989271
14.5,3.1,0.0,88.0,1.19612619231,-4.61347665027,20.1524973468,-1.3668015733,21.8946667086,0.469999998808,0.0,0.479999989271
15.3,3.1,0.0,82.0,1.19314011047,-4.71321114679,20.3669261861,-1.42697240056,21.5952199833,0.469999998808,0.0,0.479999989271
16.2,3.1,0.0,77.0,1.1895195383,-4.66203134378,18.9545478779,-1.4708485795,20.0414229982,0.469999998808,0.0,0.479999989271
17.0,3.1,180.0,72.0,1.18651444739,-5.10329634189,20.814622175,-1.7767957038,21.0216051169,0.469999998808,0.0,0.469999998808
17.8,3.1,180.0,68.0,1.18336180654,-4.57327124799,20.8339228507,-1.59404936216,20.7218450661,0.469999998808,0.0,0.469999998808
18.7,3.1,180.0,64.0,1.17978052276,-4.56132379474,21.3740407929,-1.64240838708,21.0769583398,0.469999998808,0.0,0.469999998808
19.5,3.1,180.0,60.0,1.17560363374,-4.39338649314,21.6933859159,-1.56947151644,20.9024888892,0.469999998808,0.0,0.469999998808
20.3,3.1,180.0,56.0,1.17270905008,-4.29596847483,22.2005371469,-1.5915221193,21.2963469192,0.469999998808,0.0,0.469999998808
21.2,3.1,180.0,53.0,1.16911757183,-4.13434016274,22.6908807479,-1.50298855725,21.8750269043,0.469999998808,0.0,0.469999998808
22.0,3.1,180.0,50.0,1.16609488045,-3.97232923422,23.249688485,-1.37192087973,22.4457459711,0.469999998808,0.0,0.469999998808
21.3,2.8,180.0,54.0,1.16832347714,-3.79058151374,22.9349619442,-1.24633515781,22.2542388438,0.469999998808,0.0,0.469999998808
20.7,2.6,180.0,57.0,1.16924202731,-3.84947344569,22.6074487744,-1.27141681607,21.9119202291,0.469999998808,0.0,0.469999998808
20.0,2.3,180.0,62.0,1.17134432183,-3.92250060903,22.2877674061,-1.33488770172,21.5440250507,0.469999998808,0.0,0.469999998808
19.3,2.0,180.0,67.0,1.17354909808,-3.99088763823,21.8778205061,-1.40528088198,21.1323903776,0.469999998808,0.0,0.469999998808
18.7,1.8,180.0,72.0,1.17533265262,-4.09032441538,21.8392780451,-1.48883234925,21.8891250217,0.469999998808,0.0,0.469999998808
18.0,1.5,270.0,77.0,1.17772183568,-4.08178449418,21.2009132416,-1.34363012099,22.0452923612,0.469999998808,0.0,0.469999998808
17.9,1.6,270.0,77.0,1.17824586609,-4.25509600919,21.1964529734,-1.31938104393,21.7255544669,0.469999998808,0.0,0.469999998808
17.8,1.7,270.0,77.0,1.17876959948,-4.26441955721,21.1418661979,-1.38155787972,21.6875169333,0.469999998808,0.0,0.469999998808
17.7,1.8,270.0,77.0,1.18049101601,-4.28806144559,21.0775154584,-1.39723610896,21.6456118669,0.469999998808,0.0,0.469999998808
17.6,1.9,270.0,77.0,1.18101457565,-4.31682110288,20.9119415813,-1.41471532298,21.9329794865,0.469999998808,0.0,0.469999998808
17.4,2.0,270.0,77.0,1.18206083111,-4.37832326083,20.8020836398,-1.36310910424,21.8231464906,0.469999998808,0.0,0.469999998808
17.3,2.1,270.0,77.0,1.18258353352,-4.42422556508,20.701623379,-1.39512828055,21.8069507516,0.469999998808,0.0,0.469999998808
17.2,2.2,270.0,77.0,1.18430599606,-4.46675633412,20.6242423736,-1.40384863145,21.8238393377,0.469999998808,0.0,0.469999998808
17.1,2.3,270.0,77.0,1.18482855406,-4.50219531561,21.0062299655,-1.41290031771,21.9643161695,0.469999998808,0.0,0.469999998808
17.0,2.4,270.0,77.0,1.18535083639,-4.38105388547,22.0239301194,-1.39155728813,22.759477909,0.469999998808,0.0,0.469999998808
18.0,2.3,270.0,73.0,1.1811034955,-4.08615361365,21.9675416255,-1.22400290254,22.7182946978,0.469999998808,0.0,0.469999998808
19.0,2.2,270.0,68.0,1.17720895969,-4.09292111918,21.3589611827,-1.21449286506,20.7635634806,0.469999998808,0.0,0.469999998808
20.0,2.1,90.0,64.0,1.17197693047,-4.27193388921,22.3279462907,-1.57915768951,21.1244535903,0.469999998808,0.0,0.469999998808
21.0,2.0,90.0,60.0,1.16804280174,-3.97647092456,22.8381705899,-1.498815624,22.3366381002,0.469999998808,0.0,0.469999998808
22.0,1.9,90.0,57.0,1.16390934179,-3.81053654374,23.4279299043,-1.24357072077,23.4102746915,0.469999998808,0.0,0.469999998808
23.0,1.8,90.0,53.0,1.15901415221,-3.60965226959,23.8432315591,-0.99724686496,24.3011808779,0.469999998808,0.0,0.469999998808
24.0,1.7,90.0,50.0,1.15507819642,-3.45761426588,24.241625399,-0.778499747324,24.4167453382,0.469999998808,0.0,0.469999998808
25.0,1.6,90.0,47.0,1.15123947612,-3.30243082054,24.6765805297,-0.710130863749,24.7240010737,0.469999998808,0.0,0.469999998808
26.0,1.5,90.0,45.0,1.14594825246,-3.13436309225,25.1174724341,-0.608890737161,24.661266062,0.469999998808,0.0,0.469999998808
25.2,1.3,90.0,48.0,1.14871682953,-2.95610240416,25.0037242457,-0.584444539368,24.9941770335,0.469999998808,0.0,0.469999998808
24.3,1.2,90.0,52.0,1.15171219482,-2.94494568514,24.8456079395,-0.491446859736,24.517578827,0.469999998808,0.0,0.469999998808
23.5,1.0,90.0,55.0,1.15466907652,-2.94977282194,24.5855879202,-0.566541584054,24.1186417737,0.469999998808,0.0,0.469999998808
22.7,0.8,90.0,59.0,1.15737755359,-2.99533343766,24.2536969126,-0.644278800333,23.58821051,0.469999998808,0.0,0.469999998808
21.8,0.7,90.0,64.0,1.15921020859,-3.06384474732,24.036915325,-0.749151401512,23.8237715794,0.469999998808,0.0,0.469999998808
21.0,0.5,140.0,69.0,1.16183712158,-3.09380114328,23.7118552075,-0.702975927957,23.6011545225,0.469999998808,0.0,0.469999998808
20.4,0.5,140.0,71.0,1.16438213633,-3.15942276753,23.1286992983,-0.746337592809,23.5651770697,0.469999998808,0.0,0.469999998808
19.8,0.5,140.0,73.0,1.1681449117,-3.32719152085,22.8002131739,-0.756792581622,23.385022595,0.469999998808,0.0,0.469999998808
19.2,0.6,140.0,76.0,1.17048268975,-3.43136785013,22.4981753615,-0.802572129282,23.0840352346,0.469999998808,0.0,0.469999998808
18.6,0.6,140.0,79.0,1.17286498826,-3.52623656023,22.1339052672,-0.870706432545,22.7958244045,0.469999998808,0.0,0.469999998808
17.9,0.6,140.0,82.0,1.17701797951,-3.64412295519,21.6928344358,-0.937591484238,22.4414637134,0.469999998808,0.0,0.469999998808
17.3,0.6,140.0,85.0,1.17948837789,-3.79576673401,21.3238251405,-1.02320871022,22.139760832,0.469999998808,0.0,0.469999998808
16.7,0.7,140.0,87.0,1.18222615513,-3.92868131435,20.7497662846,-1.09903719605,22.4349183377,0.469999998808,0.0,0.469999998808
16.1,0.7,140.0,91.0,1.18574851234,-4.13573815008,20.3621869155,-1.05415028717,22.10943567,0.469999998808,0.0,0.469999998808
15.5,0.7,140.0,94.0,1.18833281508,-4.27532465863,19.8913723397,-1.14232253515,21.9550431116,0.469999998808,0.0,0.469999998808
