Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.490000009537,0.0,0.519999980927
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.89073929215,21.4727718628,-1.58186471009,22.5299431033,0.469999998808,0.0,0.5
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.33269692095,20.8648455445,-1.28102929091,22.601933076,0.469999998808,0.0,0.490000009537
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.51453121112,21.0290586334,-1.27409451251,22.5846843207,0.469999998808,0.0,0.490000009537
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.47238072591,20.5097609881,-1.28452251204,22.21385813,0.469999998808,0.0,0.490000009537
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.64249169859,20.1907743264,-1.36662038675,21.9132494693,0.469999998808,0.0,0.5
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.74208507479,20.4321702836,-1.42422456281,21.7095010649,0.479999989271,0.0,0.5
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.68158336643,18.9828565038,-1.44746473288,20.1603008355,0.490000009537,0.0,0.519999980927
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.14347740463,20.8275763413,-1.7560002535,21.0136928426,0.419999986887,0.0,0.430000007153
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.61163952141,21.1124707335,-1.59551105952,20.8200744339,0.419999986887,0.0,0.430000007153
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.51926842977,21.4064496035,-1.6309406117,20.9370495611,0.419999986887,0.0,0.419999986887
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-4.41776896991,21.7965989562,-1.59502446461,20.904196006,0.419999986887,0.0,0.419999986887
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-4.29713641994,22.3191651076,-1.59315518882,21.3005050015,0.409999996424,0.0,0.419999986887
13.0,21.2,3.1,180.0,53.0,1.16911757183,0.0,-4.12927598326,22.8162916575,-1.50429753844,21.8675418457,0.409999996424,0.0,0.419999986887
14.0,22.0,3.1,180.0,50.0,1.16609488045,0.0,-3.96487184174,23.3333747205,-1.3756504962,22.4139510165,0.409999996424,0.0,0.419999986887
15.0,21.3,2.8,180.0,54.0,1.16832347714,0.0,-3.79439405248,23.0867068892,-1.25458826091,22.2335826738,0.409999996424,0.0,0.419999986887
16.0,20.7,2.6,180.0,57.0,1.16924202731,0.0,-3.83467102687,22.8122040292,-1.27783140205,21.9008990164,0.409999996424,0.0,0.419999986887
17.0,20.0,2.3,180.0,62.0,1.17134432183,0.0,-3.89132972208,22.4413544715,-1.33950245799,21.5288360093,0.409999996424,0.0,0.419999986887
18.0,19.3,2.0,180.0,67.0,1.17354909808,0.0,-3.96986122692,22.0517637841,-1.41096772932,21.1105423398,0.409999996424,0.0,0.419999986887
19.0,18.7,1.8,180.0,72.0,1.17533265262,0.0,-4.05880413041,22.0438398671,-1.49621586657,21.8676458241,0.409999996424,0.0,0.419999986887
20.0,18.0,1.5,270.0,77.0,1.17772183568,0.0,-4.03867330622,21.4010736351,-1.35155156062,22.0530814361,0.409999996424,0.0,0.409999996424
21.0,17.9,1.6,270.0,77.0,1.17824586609,0.0,-4.21146703413,21.2199194727,-1.32287154952,21.7430532482,0.409999996424,0.0,0.409999996424
22.0,17.8,1.7,270.0,77.0,1.17876959948,0.0,-4.27328100658,21.1763911708,-1.38332048832,21.7073493294,0.409999996424,0.0,0.409999996424
23.0,17.7,1.8,270.0,77.0,1.18049101601,0.0,-4.29589856206,21.0995471213,-1.39845011641,21.6643864496,0.409999996424,0.0,0.409999996424
0.0,17.6,1.9,270.0,77.0,1.18101457565,0.0,-4.33075539054,21.0268300466,-1.41603907306,21.6210431502,0.409999996424,0.0,0.419999986887
1.0,17.4,2.0,270.0,77.0,1.18206083111,0.0,-4.365739391,20.7456794877,-1.43383209955,22.3544315059,0.409999996424,0.0,0.419999986887
2.0,17.3,2.1,270.0,77.0,1.18258353352,0.0,-4.46675082566,20.7108700947,-1.30100885165,21.8529828637,0.409999996424,0.0,0.419999986887
3.0,17.2,2.2,270.0,77.0,1.18430599606,0.0,-4.49389584029,20.6258199463,-1.40365570142,21.8068839357,0.409999996424,0.0,0.419999986887
4.0,17.1,2.3,270.0,77.0,1.18482855406,0.0,-4.53539605188,21.7840881618,-1.42132968261,22.5605998377,0.409999996424,0.0,0.419999986887
5.0,17.0,2.4,270.0,77.0,1.18535083639,0.0,-4.19393082407,22.0926436859,-1.28454058794,22.807757264,0.409999996424,0.0,0.409999996424
6.0,18.0,2.3,270.0,73.0,1.1811034955,0.0,-4.10296228259,22.1039848852,-1.22115733709,22.738631183,0.409999996424,0.0,0.409999996424
7.0,19.0,2.2,270.0,68.0,1.17720895969,0.0,-4.09097824386,21.4872986477,-1.21480503741,20.8023137615,0.409999996424,0.0,0.419999986887
8.0,20.0,2.1,90.0,64.0,1.17197693047,0.0,-4.26927792569,22.4195619774,-1.57928666676,21.1387687137,0.430000007153,0.0,0.439999997616
9.0,21.0,2.0,90.0,60.0,1.16804280174,0.0,-3.9826900922,22.9824164823,-1.50175575019,22.341541896,0.430000007153,0.0,0.439999997616
10.0,22.0,1.9,90.0,57.0,1.16390934179,0.0,-3.80034767799,23.4929947997,-1.24797080135,23.4093697898,0.430000007153,0.0,0.439999997616
11.0,23.0,1.8,90.0,53.0,1.15901415221,0.0,-3.62020155405,23.863379028,-1.0025499071,24.2698671408,0.419999986887,0.0,0.430000007153
12.0,24.0,1.7,90.0,50.0,1.15507819642,0.0,-3.47949304051,24.2296776156,-0.789878352951,24.417943727,0.419999986887,0.0,0.430000007153
13.0,25.0,1.6,90.0,47.0,1.15123947612,0.0,-3.33405985935,24.6386766399,-0.714882831297,24.7253293907,0.419999986887,0.0,0.430000007153
14.0,26.0,1.5,90.0,45.0,1.14594825246,0.0,-3.17478622465,25.0488182058,-0.611895223814,24.6389192754,0.419999986887,0.0,0.430000007153
15.0,25.2,1.3,90.0,48.0,1.14871682953,0.0,-3.0076265814,24.9859409049,-0.592762338532,24.9649462733,0.419999986887,0.0,0.419999986887
16.0,24.3,1.2,90.0,52.0,1.15171219482,0.0,-2.98254348313,24.857800726,-0.500945339479,24.5114327015,0.409999996424,0.0,0.419999986887
17.0,23.5,1.0,90.0,55.0,1.15466907652,0.0,-2.97816442605,24.6443492314,-0.571735106281,24.1012819912,0.409999996424,0.0,0.419999986887
18.0,22.7,0.8,90.0,59.0,1.15737755359,0.0,-3.0097632358,24.3748648777,-0.651685592859,23.5740158061,0.409999996424,0.0,0.419999986887
19.0,21.8,0.7,90.0,64.0,1.15921020859,0.0,-3.05869819503,24.1928432855,-0.755915651937,23.8134147131,0.409999996424,0.0,0.419999986887
