Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
16.4,1.9,0.0,74.0,1.18674564357,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.469999998808,0.0,0.469999998808
16.1,2.2,0.0,76.0,1.1890553198,-4.89073929215,21.3080613804,-1.58186471009,22.490828977,0.469999998808,0.0,0.460000008345
15.7,2.4,0.0,79.0,1.1904801071,-4.38265485712,20.9733957746,-1.28869535753,22.5831377821,0.460000008345,0.0,0.460000008345
15.3,2.6,0.0,82.0,1.19193216436,-4.48332099332,21.0092619425,-1.27765705822,22.5864464951,0.460000008345,0.0,0.460000008345
14.9,2.9,0.0,84.0,1.19482527955,-4.4790300802,20.5476268968,-1.28417023483,22.220083385,0.460000008345,0.0,0.460000008345
14.5,3.1,0.0,88.0,1.19612619231,-4.63166556552,20.2211793517,-1.36531634673,21.9196041854,0.460000008345,0.0,0.460000008345
15.3,3.1,0.0,82.0,1.19314011047,-4.73304349787,20.4631464225,-1.42288758042,21.7164481031,0.469999998808,0.0,0.460000008345
16.2,3.1,0.0,77.0,1.1895195383,-4.67211610531,19.0192928427,-1.445988958,20.1882618785,0.479999989271,0.0,0.479999989271
17.0,3.1,180.0,72.0,1.18651444739,-5.13177534773,20.8548058593,-1.75035346961,21.0157331033,0.449999988079,0.0,0.460000008345
17.8,3.1,180.0,68.0,1.18336180654,-4.60243021486,21.1329910761,-1.59483506373,20.8222621319,0.449999988079,0.0,0.460000008345
18.7,3.1,180.0,64.0,1.17978052276,-4.5120992746,21.357866426,-1.63034609389,20.9357282147,0.449999988079,0.0,0.460000008345
19.5,3.1,180.0,60.0,1.17560363374,-4.43129384247,21.7501215041,-1.59513538925,20.904300736,0.449999988079,0.0,0.460000008345
20.3,3.1,180.0,56.0,1.17270905008,-4.3105224492,22.2729591292,-1.59303819249,21.3005949392,0.449999988079,0.0,0.460000008345
21.2,3.1,180.0,53.0,1.16911757183,-4.14283286612,22.7774017355,-1.50420901557,21.8672474158,0.449999988079,0.0,0.460000008345
22.0,3.1,180.0,50.0,1.16609488045,-3.97643298616,23.313715362,-1.37564877339,22.4141867684,0.449999988079,0.0,0.460000008345
21.3,2.8,180.0,54.0,1.16832347714,-3.80052294957,23.0373426179,-1.25448688511,22.2340932289,0.449999988079,0.0,0.460000008345
20.7,2.6,180.0,57.0,1.16924202731,-3.84910039917,22.7398298126,-1.27769325406,21.9007465145,0.449999988079,0.0,0.460000008345
20.0,2.3,180.0,62.0,1.17134432183,-3.91271002785,22.3641216927,-1.33951464613,21.5289831172,0.449999988079,0.0,0.460000008345
19.3,2.0,180.0,67.0,1.17354909808,-3.99294431666,21.9649024677,-1.41093443294,21.1100898035,0.449999988079,0.0,0.460000008345
18.7,1.8,180.0,72.0,1.17533265262,-4.085564148,21.9436152052,-1.4963420271,21.8661018662,0.449999988079,0.0,0.460000008345
18.0,1.5,270.0,77.0,1.17772183568,-4.06987419141,21.3060735527,-1.35191821196,22.0406345066,0.449999988079,0.0,0.460000008345
17.9,1.6,270.0,77.0,1.17824586609,-4.24208489928,21.1211034225,-1.32527902472,21.718897765,0.449999988079,0.0,0.460000008345
17.8,1.7,270.0,77.0,1.17876959948,-4.30579017071,21.0694578915,-1.38823494312,21.681569606,0.449999988079,0.0,0.460000008345
17.7,1.8,270.0,77.0,1.18049101601,-4.33148906953,20.9916596716,-1.40386766955,21.6379301124,0.449999988079,0.0,0.460000008345
17.6,1.9,270.0,77.0,1.18101457565,-4.36729508522,20.9169142152,-1.42174704317,21.5940639351,0.449999988079,0.0,0.460000008345
17.4,2.0,270.0,77.0,1.18206083111,-4.40350651223,20.645777968,-1.43978064459,22.2995228475,0.449999988079,0.0,0.460000008345
17.3,2.1,270.0,77.0,1.18258353352,-4.50218114899,20.6129821888,-1.31229947614,21.8103697401,0.449999988079,0.0,0.460000008345
17.2,2.2,270.0,77.0,1.18430599606,-4.5291475507,20.5272537689,-1.41300417899,21.7665898548,0.449999988079,0.0,0.460000008345
17.1,2.3,270.0,77.0,1.18482855406,-4.57129956951,21.6623860578,-1.43041491648,22.5353163727,0.449999988079,0.0,0.460000008345
17.0,2.4,270.0,77.0,1.18535083639,-4.23687934758,21.9540505969,-1.29060146604,22.7927142209,0.449999988079,0.0,0.460000008345
18.0,2.3,270.0,73.0,1.1811034955,-4.15142725203,21.9990904345,-1.22534127646,22.7301419161,0.449999988079,0.0,0.460000008345
19.0,2.2,270.0,68.0,1.17720895969,-4.12954621813,21.4007681976,-1.21768535835,20.7963205551,0.449999988079,0.0,0.460000008345
20.0,2.1,90.0,64.0,1.17197693047,-4.30268309485,22.3413983972,-1.58157661458,21.134497227,0.460000008345,0.0,0.469999998808
21.0,2.0,90.0,60.0,1.16804280174,-4.01342785901,22.9135335751,-1.5036669569,22.3374967913,0.449999988079,0.0,0.460000008345
22.0,1.9,90.0,57.0,1.16390934179,-3.8283196293,23.4610668134,-1.24981557853,23.4066148045,0.449999988079,0.0,0.460000008345
23.0,1.8,90.0,53.0,1.15901415221,-3.63713157075,23.8364972144,-1.00409823951,24.2682768629,0.449999988079,0.0,0.460000008345
24.0,1.7,90.0,50.0,1.15507819642,-3.4947262816,24.2079652465,-0.791037633214,24.4165250783,0.449999988079,0.0,0.460000008345
25.0,1.6,90.0,47.0,1.15123947612,-3.34748840255,24.6227988499,-0.716055625058,24.7232924702,0.449999988079,0.0,0.460000008345
26.0,1.5,90.0,45.0,1.14594825246,-3.18621758241,25.0426577331,-0.613133682143,24.6303606887,0.449999988079,0.0,0.460000008345
25.2,1.3,90.0,48.0,1.14871682953,-3.0176470985,24.9701690507,-0.595316028699,24.9592689451,0.449999988079,0.0,0.449999988079
24.3,1.2,90.0,52.0,1.15171219482,-2.99324533353,24.8340339731,-0.502974368805,24.507714661,0.449999988079,0.0,0.449999988079
23.5,1.0,90.0,55.0,1.15466907652,-2.99103986708,24.6101512278,-0.573339211131,24.09875104,0.449999988079,0.0,0.449999988079
22.7,0.8,90.0,59.0,1.15737755359,-3.02566889321,24.3163552442,-0.653048707643,23.5706316573,0.439999997616,0.0,0.449999988079
21.8,0.7,90.0,64.0,1.15921020859,-3.08158179389,24.1065533513,-0.757428690338,23.8095672585,0.439999997616,0.0,0.449999988079
21.0,0.5,140.0,69.0,1.16183712158,-3.1080774373,23.7990982693,-0.710915065527,23.5856017045,0.439999997616,0.0,0.449999988079
20.4,0.5,140.0,71.0,1.16438213633,-3.16720030859,23.0332101238,-0.754974064029,23.5600241392,0.439999997616,0.0,0.449999988079
19.8,0.5,140.0,73.0,1.1681449117,-3.38741316829,22.7440539676,-0.764009737568,23.388269187,0.439999997616,0.0,0.449999988079
19.2,0.6,140.0,76.0,1.17048268975,-3.48102368923,22.4284046842,-0.807773716787,23.0850630834,0.439999997616,0.0,0.449999988079
18.6,0.6,140.0,79.0,1.17286498826,-3.58063875983,22.0648624834,-0.876520478811,22.8024775577,0.439999997616,0.0,0.460000008345
17.9,0.6,140.0,82.0,1.17701797951,-3.6990368977,21.6234531057,-0.942431106605,22.4483606972,0.439999997616,0.0,0.460000008345
17.3,0.6,140.0,85.0,1.17948837789,-3.85167547623,21.2481030527,-1.02798003271,22.1409168083,0.449999988079,0.0,0.460000008345
16.7,0.7,140.0,87.0,1.18222615513,-3.98729874392,20.6799283428,-1.10511382883,22.4019172037,0.449999988079,0.0,0.460000008345
16.1,0.7,140.0,91.0,1.18574851234,-4.19341548863,20.2796145178,-1.0666815918,22.0896736564,0.449999988079,0.0,0.460000008345
15.5,0.7,140.0,94.0,1.18833281508,-4.3390752597,19.7394386393,-1.14546212219,22.2002778392,0.449999988079,0.0,0.460000008345
17.0,0.8,140.0,86.0,1.18205546787,-4.53241164235,20.7368338731,-1.12232313693,22.0907091854,0.449999988079,0.0,0.460000008345
18.5,0.9,140.0,79.0,1.17458816384,-4.24453715195,21.640163909,-1.13758858622,21.0023908113,0.449999988079,0.0,0.460000008345
20.0,1.0,140.0,73.0,1.16828648257,-3.96824002329,22.5128257632,-1.34175631859,21.594847318,0.449999988079,0.0,0.460000008345
21.5,1.1,140.0,67.0,1.16220500892,-3.69010371513,23.2984938032,-1.20830539846,22.5683752405,0.449999988079,0.0,0.460000008345
23.0,1.2,140.0,62.0,1.15486167784,-3.43510189845,24.229311417,-0.991671149586,23.5341964309,0.449999988079,0.0,0.460000008345
24.5,1.2,140.0,57.0,1.1489150147,-3.12324584258,24.8629728674,-0.760207336892,24.5825650319,0.449999988079,0.0,0.460000008345
26.0,1.3,140.0,53.0,1.14281451192,-2.89207685394,25.4187463119,-0.5067388714,25.4151691892,0.449999988079,0.0,0.449999988079
27.5,1.4,140.0,49.0,1.13575103428,-2.67586593488,26.0448896936,-0.289974364879,25.3909868529,0.449999988079,0.0,0.449999988079
29.0,1.5,230.0,45.0,1.13006924994,-2.42691113019,26.6215325215,-0.248077732087,25.5685788403,0.449999988079,0.0,0.460000008345
28.0,1.3,230.0,49.0,1.13324843187,-2.2093644769,26.6000324033,-0.182627436687,25.8438787914,0.449999988079,0.0,0.449999988079
27.0,1.2,230.0,52.0,1.13700406339,-2.15525989194,26.4466755236,-0.101595989397,25.9531342986,0.439999997616,0.0,0.449999988079
26.0,1.0,230.0,56.0,1.14047461893,-2.15788167196,26.2358701061,-0.0613548178522,25.971046152,0.439999997616,0.0,0.449999988079
25.0,0.8,230.0,60.0,1.14408737929,-2.18640191187,25.9902531602,-0.0455951203826,25.5573435973,0.439999997616,0.0,0.449999988079
24.0,0.7,230.0,64.0,1.14783261802,-2.22579074827,25.748297955,-0.119425284006,25.1340292905,0.439999997616,0.0,0.449999988079
23.0,0.5,50.0,69.0,1.15137052241,-2.26828554006,25.458522589,-0.205546418313,24.9219947171,0.439999997616,0.0,0.439999997616
22.4,0.5,50.0,71.0,1.15388622415,-2.3216886867,24.7591234577,-0.254506343519,24.9192023901,0.439999997616,0.0,0.439999997616
21.8,0.5,50.0,73.0,1.15761377202,-2.51884570243,24.4243440292,-0.259970845962,24.6131625419,0.439999997616,0.0,0.439999997616
21.2,0.6,50.0,75.0,1.16019161282,-2.6199926592,24.0298729088,-0.3311053656,24.4499256741,0.439999997616,0.0,0.439999997616
20.6,0.6,50.0,78.0,1.16369567553,-2.74151698236,23.7281254249,-0.375266785407,24.1262869996,0.439999997616,0.0,0.449999988079
19.9,0.6,50.0,80.0,1.16687601664,-2.83795386876,23.2823395859,-0.450629858437,23.8152331521,0.439999997616,0.0,0.449999988079
19.3,0.6,50.0,83.0,1.17047180182,-2.99219936401,22.9225849721,-0.528847183442,23.5580319901,0.439999997616,0.0,0.449999988079
18.7,0.7,50.0,85.0,1.17317882712,-3.11829158978,22.4834611093,-0.596352438022,23.4128149297,0.439999997616,0.0,0.449999988079
18.1,0.7,50.0,88.0,1.17685649709,-3.27871513204,22.1543665618,-0.643868196185,22.9939930057,0.439999997616,0.0,0.449999988079
17.5,0.7,50.0,91.0,1.17937958809,-3.40696576576,21.7422326386,-0.746669393412,22.704322448,0.449999988079,0.0,0.449999988079
19.0,1.0,50.0,84.0,1.17182239676,-3.55784691938,22.7248719788,-0.810192273017,22.655254741,0.449999988079,0.0,0.449999988079
20.5,1.2,50.0,79.0,1.16513042579,-3.26729868333,23.3169679449,-0.810372475759,22.1526895937,0.449999988079,0.0,0.449999988079
22.0,1.5,180.0,73.0,1.15891382483,-3.06864357533,24.2684667643,-0.894380785642,23.4538042679,0.439999997616,0.0,0.449999988079
23.5,1.8,180.0,68.0,1.15142069476,-2.77076630282,25.103002787,-0.626842704341,24.4178051999,0.439999997616,0.0,0.449999988079
25.0,2.0,180.0,64.0,1.14494319508,-2.4883709977,26.0177134386,-0.400686378137,25.2362830932,0.439999997616,0.0,0.449999988079
26.5,2.3,180.0,60.0,1.13746703655,-2.17207656658,26.3305763378,-0.193224388049,25.7254309694,0.439999997616,0.0,0.449999988079
28.0,2.6,180.0,56.0,1.13134221428,-2.02346304346,26.7910524499,-0.046384793536,25.8996096408,0.439999997616,0.0,0.449999988079
29.5,2.8,180.0,52.0,1.1254206008,-1.83013800382,27.1677857885,0.0170952346193,26.6078717103,0.449999988079,0.0,0.449999988079
31.0,3.1,140.0,49.0,1.11806409533,-1.68550407922,28.9754913519,0.181640503749,31.7045144659,0.439999997616,0.0,0.449999988079
30.0,3.4,140.0,51.0,1.12333304745,-1.07676683176,29.0630958185,1.28599977779,31.6211014124,0.430000007153,0.0,0.439999997616
29.0,3.8,140.0,52.0,1.12798684554,-0.980217705725,29.2171049148,1.33473729072,31.2939885721,0.430000007153,0.0,0.430000007153
