Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
16.4,1.9,0.0,74.0,1.18674564357,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.490000009537,0.0,0.479999989271
16.1,2.2,0.0,76.0,1.1890553198,-4.89073929215,21.2727020476,-1.58186471009,22.4896719155,0.490000009537,0.0,0.469999998808
15.7,2.4,0.0,79.0,1.1904801071,-4.39342409564,20.9062824136,-1.28895726797,22.5788245218,0.479999989271,0.0,0.469999998808
15.3,2.6,0.0,82.0,1.19193216436,-4.50402529005,20.9422884542,-1.27860020506,22.5792029827,0.479999989271,0.0,0.469999998808
14.9,2.9,0.0,84.0,1.19482527955,-4.50019813792,20.4781334841,-1.28574275455,22.2079554784,0.490000009537,0.0,0.469999998808
14.5,3.1,0.0,88.0,1.19612619231,-4.65414904022,20.1498601597,-1.36790792927,21.9079184725,0.490000009537,0.0,0.469999998808
15.3,3.1,0.0,82.0,1.19314011047,-4.75656324076,20.3651390366,-1.42545301414,21.701012614,0.490000009537,0.0,0.469999998808
16.2,3.1,0.0,77.0,1.1895195383,-4.70417918395,18.9882392314,-1.44940293363,20.1676593711,0.5,0.0,0.479999989271
17.0,3.1,180.0,72.0,1.18651444739,-5.14417855207,20.806305447,-1.75479065623,21.0094886452,0.460000008345,0.0,0.439999997616
17.8,3.1,180.0,68.0,1.18336180654,-4.62012568127,21.0942466163,-1.59665835271,20.8177660368,0.460000008345,0.0,0.439999997616
18.7,3.1,180.0,64.0,1.17978052276,-4.52704661501,21.3419036423,-1.63175105405,20.9316139421,0.460000008345,0.0,0.439999997616
19.5,3.1,180.0,60.0,1.17560363374,-4.43937348833,21.7322084045,-1.59641380264,20.9009516448,0.460000008345,0.0,0.439999997616
20.3,3.1,180.0,56.0,1.17270905008,-4.31902775322,22.2569491893,-1.59415754141,21.2978059018,0.460000008345,0.0,0.439999997616
21.2,3.1,180.0,53.0,1.16911757183,-4.15068482463,22.7637744641,-1.50520090083,21.8649257416,0.460000008345,0.0,0.439999997616
22.0,3.1,180.0,50.0,1.16609488045,-3.98347987821,23.3020683016,-1.37653227393,22.4122437146,0.460000008345,0.0,0.439999997616
21.3,2.8,180.0,54.0,1.16832347714,-3.80690504042,23.0229731794,-1.25528375188,22.2316056105,0.460000008345,0.0,0.439999997616
20.7,2.6,180.0,57.0,1.16924202731,-3.85611474695,22.7252751349,-1.27857921599,21.8976200925,0.460000008345,0.0,0.439999997616
20.0,2.3,180.0,62.0,1.17134432183,-3.91970096033,22.3472572572,-1.34052001178,21.5256014484,0.460000008345,0.0,0.439999997616
19.3,2.0,180.0,67.0,1.17354909808,-4.00056497994,21.9500111077,-1.41198604194,21.1061626428,0.460000008345,0.0,0.439999997616
18.7,1.8,180.0,72.0,1.17533265262,-4.09260140507,21.924170298,-1.4975061456,21.8628926277,0.460000008345,0.0,0.439999997616
18.0,1.5,270.0,77.0,1.17772183568,-4.07812061736,21.2936906404,-1.35294084321,22.0383147145,0.460000008345,0.0,0.439999997616
17.9,1.6,270.0,77.0,1.17824586609,-4.24839397173,21.1142955722,-1.32614625071,21.7177429726,0.460000008345,0.0,0.439999997616
17.8,1.7,270.0,77.0,1.17876959948,-4.31031699135,21.0625708628,-1.38885066363,21.6805781379,0.460000008345,0.0,0.439999997616
