Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.479999989271,0.0,0.5
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.89073929215,21.1268555154,-1.58186471009,22.4776862054,0.479999989271,0.0,0.5
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.43740297041,20.9790546293,-1.29157085534,22.5710903141,0.479999989271,0.0,0.5
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.48324198953,20.9764542045,-1.28024832357,22.5818243268,0.479999989271,0.0,0.5
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.49025031139,20.4785691536,-1.28539179646,22.2076562252,0.479999989271,0.0,0.5
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.6541236644,20.1521784333,-1.3680927265,21.9054132031,0.479999989271,0.0,0.5
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.75603642904,20.3972441956,-1.42606053527,21.7019313708,0.479999989271,0.0,0.5
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.69459549747,18.9718952208,-1.44929219516,20.1529379829,0.479999989271,0.0,0.5
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.1492737095,20.8215509012,-1.75786144818,21.0116805214,0.5,0.0,0.5
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.61580579848,21.1248371281,-1.59633687789,20.8200830941,0.5,0.0,0.5
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.51770562439,21.27352569,-1.63133606239,20.9294996488,0.5,0.0,0.5
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-4.45953021368,21.6712147553,-1.59687312882,20.9016035985,0.5,0.0,0.5
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-4.33761383821,22.199749807,-1.59411646294,21.2977856324,0.5,0.0,0.5
13.0,21.2,3.1,180.0,53.0,1.16911757183,0.0,-4.16841881165,22.7172078476,-1.50530420287,21.8645288328,0.5,0.0,0.5
14.0,22.0,3.1,180.0,50.0,1.16609488045,0.0,-3.99819242432,23.2691384851,-1.37671482947,22.4120589529,0.5,0.0,0.5
15.0,21.3,2.8,180.0,54.0,1.16832347714,0.0,-3.81785719563,22.9730522545,-1.2554229023,22.2324220976,0.5,0.0,0.5
16.0,20.7,2.6,180.0,57.0,1.16924202731,0.0,-3.87167111516,22.6524248205,-1.27852368903,21.8982303066,0.5,0.0,0.5
17.0,20.0,2.3,180.0,62.0,1.17134432183,0.0,-3.94217123905,22.2731555175,-1.34051770543,21.5266285629,0.5,0.0,0.5
18.0,19.3,2.0,180.0,67.0,1.17354909808,0.0,-4.0236691937,21.8703565152,-1.41189931918,21.1071511732,0.5,0.0,0.5
19.0,18.7,1.8,180.0,72.0,1.17533265262,0.0,-4.11802615237,21.8262769084,-1.49744633791,21.8620819143,0.5,0.0,0.5
20.0,18.0,1.5,270.0,77.0,1.17772183568,0.0,-4.10942967443,21.195727467,-1.35325572927,22.0241966006,0.5,0.0,0.5
21.0,17.9,1.6,270.0,77.0,1.17824586609,0.0,-4.28059563658,21.0136870103,-1.32893393997,21.6899974797,0.5,0.0,0.5
22.0,17.8,1.7,270.0,77.0,1.17876959948,0.0,-4.34403361374,20.9601765998,-1.39451780459,21.6530789581,0.5,0.0,0.5
23.0,17.7,1.8,270.0,77.0,1.18049101601,0.0,-4.37080691511,20.881169375,-1.41027087447,21.6090727792,0.5,0.0,0.5
0.0,17.6,1.9,270.0,77.0,1.18101457565,0.0,-4.40746467743,20.8047436972,-1.42837113991,21.5647659328,0.5,0.0,0.5
1.0,17.4,2.0,270.0,77.0,1.18206083111,0.0,-4.44465121069,20.5435408117,-1.44661714966,22.2441878629,0.5,0.0,0.5
2.0,17.3,2.1,270.0,77.0,1.18258353352,0.0,-4.54075203249,20.5047229381,-1.32408886138,21.7666566024,0.5,0.0,0.5
3.0,17.2,2.2,270.0,77.0,1.18430599606,0.0,-4.56985705809,20.417924224,-1.4230285591,21.7207486819,0.5,0.0,0.5
4.0,17.1,2.3,270.0,77.0,1.18482855406,0.0,-4.612584628,21.0632847293,-1.44102514638,22.086767066,0.5,0.0,0.5
5.0,17.0,2.4,270.0,77.0,1.18535083639,0.0,-4.41496351245,21.8003633532,-1.37641318192,22.8804935518,0.5,0.0,0.5
6.0,18.0,2.3,270.0,73.0,1.1811034955,0.0,-4.20660700408,21.8868068194,-1.21089244058,22.7229617794,0.5,0.0,0.5
7.0,19.0,2.2,270.0,68.0,1.17720895969,0.0,-4.17272017655,21.3102914345,-1.22161087933,20.7837533511,0.5,0.0,0.5
8.0,20.0,2.1,90.0,64.0,1.17197693047,0.0,-4.33946760693,22.2532538055,-1.5861163129,21.1275401471,0.5,0.0,0.5
9.0,21.0,2.0,90.0,60.0,1.16804280174,0.0,-4.04925085367,22.8204890415,-1.50700001956,22.3313139452,0.5,0.0,0.5
10.0,22.0,1.9,90.0,57.0,1.16390934179,0.0,-3.86546273573,23.4423952105,-1.25293522567,23.4030662582,0.5,0.0,0.5
11.0,23.0,1.8,90.0,53.0,1.15901415221,0.0,-3.65214265988,23.788737117,-1.00659745772,24.2908719387,0.5,0.0,0.5
12.0,24.0,1.7,90.0,50.0,1.15507819642,0.0,-3.51803766194,24.1829489707,-0.787190316104,24.4136322661,0.5,0.0,0.5
13.0,25.0,1.6,90.0,47.0,1.15123947612,0.0,-3.36384348448,24.6039090006,-0.718259156997,24.7188236538,0.5,0.0,0.5
14.0,26.0,1.5,90.0,45.0,1.14594825246,0.0,-3.20039637851,25.0391807509,-0.615535592047,24.6185214968,0.5,0.0,0.5
15.0,25.2,1.3,90.0,48.0,1.14871682953,0.0,-3.02650646714,24.9505762647,-0.599186507104,24.9508449318,0.490000009537,0.0,0.5
16.0,24.3,1.2,90.0,52.0,1.15171219482,0.0,-3.0067263158,24.8031802168,-0.506213507233,24.5010662763,0.490000009537,0.0,0.5
17.0,23.5,1.0,90.0,55.0,1.15466907652,0.0,-3.0076146504,24.5655735849,-0.57616695838,24.0947980536,0.490000009537,0.0,0.5
18.0,22.7,0.8,90.0,59.0,1.15737755359,0.0,-3.04624815938,24.2538657202,-0.655326295359,23.566287867,0.490000009537,0.0,0.5
19.0,21.8,0.7,90.0,64.0,1.15921020859,0.0,-3.10725709072,24.0194656141,-0.759731053467,23.805500803,0.490000009537,0.0,0.5
20.0,21.0,0.5,140.0,69.0,1.16183712158,0.0,-3.14104009595,23.6780401098,-0.713145323026,23.5804182029,0.5,0.0,0.5
21.0,20.4,0.5,140.0,71.0,1.16438213633,0.0,-3.21047453841,22.9443079331,-0.757401831035,23.533532174,0.5,0.0,0.5
22.0,19.8,0.5,140.0,73.0,1.1681449117,0.0,-3.42184430193,22.614930586,-0.770569920886,23.3549687579,0.5,0.0,0.5
23.0,19.2,0.6,140.0,76.0,1.17048268975,0.0,-3.52782947847,22.2996681383,-0.815908595478,23.0489629081,0.5,0.0,0.5
0.0,18.6,0.6,140.0,79.0,1.17286498826,0.0,-3.62793442752,21.9258604664,-0.885313812649,22.7633338815,0.5,0.0,0.5
1.0,17.9,0.6,140.0,82.0,1.17701797951,0.0,-3.75004700555,21.4733912079,-0.95198659333,22.4059087795,0.5,0.0,0.5
2.0,17.3,0.6,140.0,85.0,1.17948837789,0.0,-3.90677644035,21.0947415197,-1.03838493603,22.0982853818,0.5,0.0,0.5
3.0,16.7,0.7,140.0,87.0,1.18222615513,0.0,-4.04402672944,20.5299998525,-1.11568615463,22.3363147642,0.5,0.0,0.5
4.0,16.1,0.7,140.0,91.0,1.18574851234,0.0,-4.24979075265,20.1434773166,-1.08222886528,22.0287454455,0.5,0.0,0.5
5.0,15.5,0.7,140.0,94.0,1.18833281508,0.0,-4.3919183123,19.6050089714,-1.16028088836,22.1214197024,0.5,0.0,0.509999990463
6.0,17.0,0.8,140.0,86.0,1.18205546787,0.0,-4.58557705528,20.6092108267,-1.14096515356,22.0637618929,0.5,0.0,0.5
7.0,18.5,0.9,140.0,79.0,1.17458816384,0.0,-4.2958719864,21.5145680226,-1.1459366448,20.9860449504,0.5,0.0,0.5
8.0,20.0,1.0,140.0,73.0,1.16828648257,0.0,-4.01907429014,22.4085729536,-1.34783169645,21.5853476617,0.5,0.0,0.5
9.0,21.5,1.1,140.0,67.0,1.16220500892,0.0,-3.73443247618,23.2131539588,-1.21292025772,22.5577470186,0.5,0.0,0.5
10.0,23.0,1.2,140.0,62.0,1.15486167784,0.0,-3.47347663453,24.1409246883,-0.99634561213,23.5258489747,0.5,0.0,0.5
11.0,24.5,1.2,140.0,57.0,1.1489150147,0.0,-3.16236426796,24.831188705,-0.764388751777,24.5794694509,0.5,0.0,0.5
