Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.5,0.0,0.52999997139
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.89073929215,21.130671861,-1.58186471009,22.4765563624,0.5,0.0,0.52999997139
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.43615809502,20.9097735901,-1.29180973229,22.567454234,0.5,0.0,0.52999997139
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.50417036967,20.9175964879,-1.28105582287,22.5738409601,0.5,0.0,0.52999997139
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.50861872076,20.4142994655,-1.28710544147,22.1946460378,0.5,0.0,0.52999997139
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.67468228699,20.0857089705,-1.37086296444,21.8924747107,0.5,0.0,0.52999997139
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.77776067536,20.3354170151,-1.42887894932,21.6889624325,0.5,0.0,0.52999997139
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.71536530815,18.9346061649,-1.45218230272,20.1248431314,0.5,0.0,0.52999997139
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.16313026514,20.769128289,-1.76380887314,21.0367899056,0.5,0.0,0.52999997139
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.63382142616,20.7651963521,-1.59270752012,20.7334103619,0.5,0.0,0.52999997139
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.63453110648,21.2635955402,-1.64354831245,20.9026782033,0.5,0.0,0.52999997139
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-4.47381817049,21.6692047818,-1.60204244447,20.8828748952,0.5,0.0,0.52999997139
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-4.34657738681,22.1843194594,-1.59934743779,21.2943824093,0.5,0.0,0.52999997139
13.0,21.2,3.1,180.0,53.0,1.16911757183,0.0,-4.18055671017,22.7018029618,-1.50663197139,21.8669115416,0.5,0.0,0.52999997139
14.0,22.0,3.1,180.0,50.0,1.16609488045,0.0,-4.00984318132,23.2523515251,-1.37670027836,22.4162840374,0.5,0.0,0.52999997139
15.0,21.3,2.8,180.0,54.0,1.16832347714,0.0,-3.82953317366,22.956218664,-1.25501956179,22.235998691,0.5,0.0,0.52999997139
16.0,20.7,2.6,180.0,57.0,1.16924202731,0.0,-3.88304482513,22.6362434246,-1.27818693737,21.9010470867,0.5,0.0,0.52999997139
17.0,20.0,2.3,180.0,62.0,1.17134432183,0.0,-3.95310403726,22.2550987325,-1.34027585588,21.5288744138,0.5,0.0,0.52999997139
18.0,19.3,2.0,180.0,67.0,1.17354909808,0.0,-4.03488237298,21.8500119158,-1.41173761718,21.1083453085,0.5,0.0,0.52999997139
19.0,18.7,1.8,180.0,72.0,1.17533265262,0.0,-4.12969162035,21.8079883801,-1.49747085421,21.8674803024,0.5,0.0,0.52999997139
20.0,18.0,1.5,270.0,77.0,1.17772183568,0.0,-4.120364818,21.171073015,-1.35244378544,22.0244252479,0.5,0.0,0.52999997139
21.0,17.9,1.6,270.0,77.0,1.17824586609,0.0,-4.29314689347,20.9851379051,-1.32904235206,21.6835789548,0.5,0.0,0.52999997139
22.0,17.8,1.7,270.0,77.0,1.17876959948,0.0,-4.35766809527,20.9319209671,-1.39595519507,21.6462552839,0.5,0.0,0.52999997139
23.0,17.7,1.8,270.0,77.0,1.18049101601,0.0,-4.3842927519,20.8527414785,-1.4118302196,21.601795854,0.5,0.0,0.52999997139
0.0,17.6,1.9,270.0,77.0,1.18101457565,0.0,-4.42092512198,20.7762180447,-1.43005061778,21.5572979171,0.5,0.0,0.52999997139
