Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.490000009537,0.0,0.490000009537
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.89073929215,21.1846151634,-1.58186471009,22.4821611752,0.479999989271,0.0,0.490000009537
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.41994961177,20.926840585,-1.29059560927,22.5732978397,0.479999989271,0.0,0.490000009537
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.49856964126,20.977745363,-1.27979050239,22.5808756838,0.479999989271,0.0,0.490000009537
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.48981441855,20.4760524173,-1.28552328423,22.2076962145,0.479999989271,0.0,0.490000009537
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.65482090722,20.1518093959,-1.36804915117,21.9062184778,0.479999989271,0.0,0.490000009537
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.75610237784,20.3971934092,-1.42586740299,21.7026684828,0.479999989271,0.0,0.490000009537
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.69456990795,18.9793323138,-1.44911199165,20.159038614,0.490000009537,0.0,0.490000009537
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.1468807081,20.8232701005,-1.75658983286,21.0117152182,0.479999989271,0.0,0.490000009537
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.61508777077,21.1099834566,-1.59625369601,20.819014513,0.479999989271,0.0,0.490000009537
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.5221347145,21.303402831,-1.63151860695,20.9314774279,0.479999989271,0.0,0.490000009537
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-4.45061373118,21.6982994631,-1.59645066554,20.9024207876,0.479999989271,0.0,0.490000009537
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-4.3292654525,22.225149586,-1.5938954283,21.298661929,0.479999989271,0.0,0.490000009537
13.0,21.2,3.1,180.0,53.0,1.16911757183,0.0,-4.16045094021,22.7377090954,-1.50506338984,21.8653713505,0.490000009537,0.0,0.490000009537
14.0,22.0,3.1,180.0,50.0,1.16609488045,0.0,-3.99162820909,23.2834153291,-1.37648076509,22.4126902337,0.490000009537,0.0,0.490000009537
15.0,21.3,2.8,180.0,54.0,1.16832347714,0.0,-3.81301679358,22.9854109098,-1.25523015782,22.2327112797,0.479999989271,0.0,0.490000009537
16.0,20.7,2.6,180.0,57.0,1.16924202731,0.0,-3.86750109786,22.6696111437,-1.27840117499,21.8985608323,0.479999989271,0.0,0.490000009537
17.0,20.0,2.3,180.0,62.0,1.17134432183,0.0,-3.93657023272,22.307042844,-1.34038391278,21.5275216335,0.479999989271,0.0,0.490000009537
18.0,19.3,2.0,180.0,67.0,1.17354909808,0.0,-4.01312699521,21.9041500664,-1.41164662861,21.1083701586,0.479999989271,0.0,0.490000009537
19.0,18.7,1.8,180.0,72.0,1.17533265262,0.0,-4.10721506066,21.8687184769,-1.49711549299,21.8637102291,0.479999989271,0.0,0.490000009537
20.0,18.0,1.5,270.0,77.0,1.17772183568,0.0,-4.09589958487,21.2334848261,-1.35283193518,22.0297083621,0.479999989271,0.0,0.490000009537
21.0,17.9,1.6,270.0,77.0,1.17824586609,0.0,-4.26801883063,21.0494752366,-1.32778130035,21.6994194322,0.479999989271,0.0,0.490000009537
22.0,17.8,1.7,270.0,77.0,1.17876959948,0.0,-4.33180783097,20.9967800834,-1.39252487213,21.6623544637,0.479999989271,0.0,0.490000009537
23.0,17.7,1.8,270.0,77.0,1.18049101601,0.0,-4.3581376409,20.9181868092,-1.4082436859,21.6184694918,0.479999989271,0.0,0.490000009537
0.0,17.6,1.9,270.0,77.0,1.18101457565,0.0,-4.3944780135,20.8423656488,-1.42626909736,21.5743149013,0.479999989271,0.0,0.490000009537
1.0,17.4,2.0,270.0,77.0,1.18206083111,0.0,-4.43129697617,20.5806519967,-1.44444121424,22.2621008087,0.479999989271,0.0,0.490000009537
2.0,17.3,2.1,270.0,77.0,1.18258353352,0.0,-4.52742860431,20.5423103792,-1.32031551631,21.7811595372,0.479999989271,0.0,0.490000009537
3.0,17.2,2.2,270.0,77.0,1.18430599606,0.0,-4.55624254805,20.4558436878,-1.41974540984,21.7357386388,0.479999989271,0.0,0.490000009537
4.0,17.1,2.3,270.0,77.0,1.18482855406,0.0,-4.59879649405,21.1077172454,-1.43758101272,22.0988387512,0.479999989271,0.0,0.490000009537
5.0,17.0,2.4,270.0,77.0,1.18535083639,0.0,-4.39897317635,21.8606188134,-1.37357737774,22.8855133733,0.479999989271,0.0,0.490000009537
6.0,18.0,2.3,270.0,73.0,1.1811034955,0.0,-4.18576702077,21.9344775849,-1.20937698571,22.7263356186,0.479999989271,0.0,0.490000009537
7.0,19.0,2.2,270.0,68.0,1.17720895969,0.0,-4.15550497796,21.3404452146,-1.22043114525,20.7874576949,0.479999989271,0.0,0.490000009537
8.0,20.0,2.1,90.0,64.0,1.17197693047,0.0,-4.32732500388,22.2853850206,-1.58491020532,21.1298423419,0.490000009537,0.0,0.490000009537
9.0,21.0,2.0,90.0,60.0,1.16804280174,0.0,-4.03662972668,22.8526083008,-1.50608043835,22.3333946444,0.490000009537,0.0,0.490000009537
10.0,22.0,1.9,90.0,57.0,1.16390934179,0.0,-3.85288589063,23.4419854991,-1.25206776901,23.4039056226,0.490000009537,0.0,0.490000009537
11.0,23.0,1.8,90.0,53.0,1.15901415221,0.0,-3.64923370381,23.8002443497,-1.00599986136,24.2804014202,0.490000009537,0.0,0.490000009537
12.0,24.0,1.7,90.0,50.0,1.15507819642,0.0,-3.51164205231,24.1903509506,-0.789345380415,24.4140506973,0.490000009537,0.0,0.490000009537
13.0,25.0,1.6,90.0,47.0,1.15123947612,0.0,-3.35883233001,24.6102104342,-0.717791628404,24.72028296,0.490000009537,0.0,0.490000009537
14.0,26.0,1.5,90.0,45.0,1.14594825246,0.0,-3.19583865003,25.0424839636,-0.614897581294,24.6211352536,0.490000009537,0.0,0.490000009537
15.0,25.2,1.3,90.0,48.0,1.14871682953,0.0,-3.02302330157,24.9568586918,-0.598305689878,24.9532702788,0.490000009537,0.0,0.490000009537
16.0,24.3,1.2,90.0,52.0,1.15171219482,0.0,-3.00242794694,24.8118269542,-0.505352131651,24.5027583802,0.490000009537,0.0,0.490000009537
17.0,23.5,1.0,90.0,55.0,1.15466907652,0.0,-3.00269990924,24.5723382909,-0.575466541077,24.095684182,0.490000009537,0.0,0.490000009537
18.0,22.7,0.8,90.0,59.0,1.15737755359,0.0,-3.04192321266,24.260281129,-0.654789363286,23.566973436,0.490000009537,0.0,0.490000009537
19.0,21.8,0.7,90.0,64.0,1.15921020859,0.0,-3.10309507694,24.025531572,-0.759245472768,23.8058608443,0.479999989271,0.0,0.490000009537
