Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
16.4,1.9,0.0,74.0,1.18674564357,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.490000009537,0.0,0.5
16.1,2.2,0.0,76.0,1.1890553198,-4.89073929215,21.1846151634,-1.58186471009,22.4821611752,0.490000009537,0.0,0.5
15.7,2.4,0.0,79.0,1.1904801071,-4.41994961177,20.9292837256,-1.29059560927,22.5731066795,0.490000009537,0.0,0.5
15.3,2.6,0.0,82.0,1.19193216436,-4.49780414601,20.9457667527,-1.27982975956,22.5783813797,0.490000009537,0.0,0.5
14.9,2.9,0.0,84.0,1.19482527955,-4.4995415595,20.4449063432,-1.28605070069,22.2020935998,0.490000009537,0.0,0.5
14.5,3.1,0.0,88.0,1.19612619231,-4.66461621517,20.1181130331,-1.36922104228,21.9003831453,0.490000009537,0.0,0.5
15.3,3.1,0.0,82.0,1.19314011047,-4.76691979902,20.366227209,-1.42711729043,21.6969008777,0.490000009537,0.0,0.5
16.2,3.1,0.0,77.0,1.1895195383,-4.70480675856,18.9643585035,-1.45038339233,20.1481185629,0.490000009537,0.0,0.509999990463
17.0,3.1,180.0,72.0,1.18651444739,-5.15249651643,20.7995415261,-1.75889470415,21.0088484964,0.490000009537,0.0,0.5
17.8,3.1,180.0,68.0,1.18336180654,-4.62341295983,21.1062088239,-1.59707906938,20.818121101,0.490000009537,0.0,0.490000009537
18.7,3.1,180.0,64.0,1.17978052276,-4.52444753604,21.2863529135,-1.63187947266,20.8427889864,0.490000009537,0.0,0.490000009537
19.5,3.1,180.0,60.0,1.17560363374,-4.45776921138,21.6836571515,-1.61143518801,20.8967059889,0.490000009537,0.0,0.490000009537
20.3,3.1,180.0,56.0,1.17270905008,-4.33510424765,22.2103319546,-1.59627996442,21.2985876165,0.490000009537,0.0,0.490000009537
21.2,3.1,180.0,53.0,1.16911757183,-4.16629321158,22.7255497617,-1.50580480247,21.8633021908,0.490000009537,0.0,0.490000009537
22.0,3.1,180.0,50.0,1.16609488045,-3.99664350666,23.2742658923,-1.37752104538,22.4110277283,0.490000009537,0.0,0.490000009537
21.3,2.8,180.0,54.0,1.16832347714,-3.81714014644,22.9826121063,-1.25614481182,22.2314052555,0.490000009537,0.0,0.490000009537
20.7,2.6,180.0,57.0,1.16924202731,-3.86970224509,22.667545469,-1.27919621014,21.897518343,0.490000009537,0.0,0.490000009537
20.0,2.3,180.0,62.0,1.17134432183,-3.93848952892,22.2885785929,-1.34108686849,21.526081863,0.490000009537,0.0,0.490000009537
19.3,2.0,180.0,67.0,1.17354909808,-4.01978745413,21.886687742,-1.41239749008,21.1068469333,0.490000009537,0.0,0.490000009537
18.7,1.8,180.0,72.0,1.17533265262,-4.1136781364,21.8471645299,-1.49785651416,21.8620579417,0.490000009537,0.0,0.490000009537
18.0,1.5,270.0,77.0,1.17772183568,-4.10357612631,21.2155006524,-1.35358560129,22.026799239,0.479999989271,0.0,0.490000009537
17.9,1.6,270.0,77.0,1.17824586609,-4.27483658742,21.0332312232,-1.32875173717,21.6950758684,0.479999989271,0.0,0.490000009537
17.8,1.7,270.0,77.0,1.17876959948,-4.33815463126,20.9952446293,-1.39378436021,21.6606217015,0.479999989271,0.0,0.490000009537
17.7,1.8,270.0,77.0,1.18049101601,-4.36008073725,20.9153751408,-1.40897119253,21.6172467914,0.479999989271,0.0,0.490000009537
17.6,1.9,270.0,77.0,1.18101457565,-4.39669116213,20.8398044358,-1.42688749525,21.5730578627,0.490000009537,0.0,0.490000009537
17.4,2.0,270.0,77.0,1.18206083111,-4.43336290304,20.5783674347,-1.44505057976,22.2602185823,0.490000009537,0.0,0.490000009537
17.3,2.1,270.0,77.0,1.18258353352,-4.52934754411,20.5256272007,-1.32102903727,21.7755118433,0.490000009537,0.0,0.490000009537
17.2,2.2,270.0,77.0,1.18430599606,-4.56243260867,20.4403122049,-1.42124513503,21.7300916226,0.490000009537,0.0,0.490000009537
17.1,2.3,270.0,77.0,1.18482855406,-4.60473051885,21.0862582458,-1.43909621693,22.0937627681,0.479999989271,0.0,0.490000009537
17.0,2.4,270.0,77.0,1.18535083639,-4.40680844236,21.8289831198,-1.3749651876,22.8825007534,0.479999989271,0.0,0.490000009537
18.0,2.3,270.0,73.0,1.1811034955,-4.19669501176,21.9322446694,-1.21037851775,22.7249742872,0.479999989271,0.0,0.490000009537
19.0,2.2,270.0,68.0,1.17720895969,-4.15773080919,21.3369992329,-1.22109482827,20.7865302788,0.479999989271,0.0,0.490000009537
20.0,2.1,90.0,64.0,1.17197693047,-4.32979772966,22.2824383236,-1.58545712294,21.1290102075,0.490000009537,0.0,0.5
21.0,2.0,90.0,60.0,1.16804280174,-4.03890249932,22.850820305,-1.50658753371,22.3327252816,0.490000009537,0.0,0.5
22.0,1.9,90.0,57.0,1.16390934179,-3.85476575383,23.4353959844,-1.25253290424,23.4033889546,0.490000009537,0.0,0.5
23.0,1.8,90.0,53.0,1.15901415221,-3.65248478335,23.7985969061,-1.00642212432,24.2916735661,0.490000009537,0.0,0.490000009537
24.0,1.7,90.0,50.0,1.15507819642,-3.51347787247,24.1867974632,-0.78690530591,24.4135504526,0.490000009537,0.0,0.490000009537
25.0,1.6,90.0,47.0,1.15123947612,-3.36112095828,24.6069301396,-0.718188143531,24.7193966183,0.490000009537,0.0,0.490000009537
26.0,1.5,90.0,45.0,1.14594825246,-3.19798948842,25.0391456361,-0.61532772877,24.6206052335,0.490000009537,0.0,0.490000009537
25.2,1.3,90.0,48.0,1.14871682953,-3.0251504928,24.9537526177,-0.59867329904,24.9518019212,0.490000009537,0.0,0.490000009537
24.3,1.2,90.0,52.0,1.15171219482,-3.00445171113,24.8090213744,-0.505907505277,24.5019190972,0.490000009537,0.0,0.490000009537
23.5,1.0,90.0,55.0,1.15466907652,-3.00460163589,24.570063844,-0.57589235485,24.0950939531,0.479999989271,0.0,0.490000009537
22.7,0.8,90.0,59.0,1.15737755359,-3.04363300778,24.2584790593,-0.655159130757,23.5663726813,0.479999989271,0.0,0.490000009537
21.8,0.7,90.0,64.0,1.15921020859,-3.10463476433,24.0392801724,-0.759606895568,23.8060722142,0.479999989271,0.0,0.490000009537
21.0,0.5,140.0,69.0,1.16183712158,-3.13398896622,23.701206955,-0.712927352343,23.5811470912,0.479999989271,0.0,0.490000009537
20.4,0.5,140.0,71.0,1.16438213633,-3.20230714562,22.9618040437,-0.757145940677,23.5385279368,0.479999989271,0.0,0.490000009537
19.8,0.5,140.0,73.0,1.1681449117,-3.41525009525,22.6505803654,-0.76948140249,23.3629398716,0.479999989271,0.0,0.490000009537
19.2,0.6,140.0,76.0,1.17048268975,-3.51569383767,22.3340374457,-0.814159032515,23.0579818914,0.479999989271,0.0,0.490000009537
18.6,0.6,140.0,79.0,1.17286498826,-3.61595374185,21.9634804218,-0.883323734554,22.7732232268,0.490000009537,0.0,0.490000009537
17.9,0.6,140.0,82.0,1.17701797951,-3.73688107856,21.5141555091,-0.949769506546,22.4167359031,0.490000009537,0.0,0.490000009537
17.3,0.6,140.0,85.0,1.17948837789,-3.89241491284,21.1208960811,-1.03591947646,22.105912384,0.490000009537,0.0,0.490000009537
16.7,0.7,140.0,87.0,1.18222615513,-4.03390879914,20.5600304997,-1.11382983584,22.3486594841,0.490000009537,0.0,0.490000009537
16.1,0.7,140.0,91.0,1.18574851234,-4.2383730126,20.1711568829,-1.07935445352,22.0419957475,0.490000009537,0.0,0.490000009537
15.5,0.7,140.0,94.0,1.18833281508,-4.38111698777,19.6337278431,-1.15719190239,22.1387742183,0.490000009537,0.0,0.5
17.0,0.8,140.0,86.0,1.18205546787,-4.57435177472,20.6354459929,-1.13698134985,22.0694091138,0.490000009537,0.0,0.5
18.5,0.9,140.0,79.0,1.17458816384,-4.28533055466,21.5388543546,-1.14427265111,20.9892436356,0.490000009537,0.0,0.5
20.0,1.0,140.0,73.0,1.16828648257,-4.00909540872,22.4260579066,-1.34668655354,21.5877291314,0.490000009537,0.0,0.490000009537
21.5,1.1,140.0,67.0,1.16220500892,-3.72652800976,23.2274461773,-1.21195879338,22.5601274225,0.490000009537,0.0,0.490000009537
23.0,1.2,140.0,62.0,1.15486167784,-3.46660133084,24.156022378,-0.995411808719,23.5271364721,0.490000009537,0.0,0.490000009537
24.5,1.2,140.0,57.0,1.1489150147,-3.15531734056,24.8379887419,-0.763677823085,24.5798785539,0.490000009537,0.0,0.490000009537
26.0,1.3,140.0,53.0,1.14281451192,-2.90948416414,25.399645642,-0.509247197091,25.4095631147,0.490000009537,0.0,0.490000009537
27.5,1.4,140.0,49.0,1.13575103428,-2.69097444273,26.0492027934,-0.292915585886,25.395975847,0.490000009537,0.0,0.490000009537
29.0,1.5,230.0,45.0,1.13006924994,-2.43422887606,26.6498444693,-0.248605209389,25.5740153321,0.479999989271,0.0,0.490000009537
28.0,1.3,230.0,49.0,1.13324843187,-2.20890922808,26.6047977819,-0.182787225054,25.8535299573,0.479999989271,0.0,0.490000009537
27.0,1.2,230.0,52.0,1.13700406339,-2.16117538768,26.4329301405,-0.100778288259,25.9496609511,0.479999989271,0.0,0.490000009537
26.0,1.0,230.0,56.0,1.14047461893,-2.16927608867,26.2110755068,-0.0632143078349,25.9685778141,0.479999989271,0.0,0.490000009537
25.0,0.8,230.0,60.0,1.14408737929,-2.20128011336,25.9512266661,-0.0475392778103,25.5533710827,0.479999989271,0.0,0.490000009537
24.0,0.7,230.0,64.0,1.14783261802,-2.24438366709,25.6895225326,-0.121641425143,25.1317985585,0.479999989271,0.0,0.490000009537
23.0,0.5,50.0,69.0,1.15137052241,-2.29288564369,25.3674514682,-0.207428038293,24.9186784755,0.479999989271,0.0,0.479999989271
22.4,0.5,50.0,71.0,1.15388622415,-2.35581711787,24.661925956,-0.256555560728,24.8963871698,0.479999989271,0.0,0.490000009537
21.8,0.5,50.0,73.0,1.15761377202,-2.55516672286,24.3435766333,-0.265821538017,24.5910781826,0.479999989271,0.0,0.490000009537
21.2,0.6,50.0,75.0,1.16019161282,-2.65176072071,23.933882986,-0.336859080421,24.4247768217,0.479999989271,0.0,0.490000009537
20.6,0.6,50.0,78.0,1.16369567553,-2.77801942266,23.6285167117,-0.381717291032,24.0986528437,0.479999989271,0.0,0.490000009537
19.9,0.6,50.0,80.0,1.16687601664,-2.87584591089,23.1746266241,-0.457630384177,23.7843879361,0.490000009537,0.0,0.490000009537
19.3,0.6,50.0,83.0,1.17047180182,-3.03301281679,22.815276541,-0.536639646036,23.5273739109,0.490000009537,0.0,0.490000009537
18.7,0.7,50.0,85.0,1.17317882712,-3.15933754668,22.3486072775,-0.604214317251,23.378771782,0.490000009537,0.0,0.490000009537
18.1,0.7,50.0,88.0,1.17685649709,-3.32871660704,22.0141636441,-0.652578649496,22.9538235503,0.490000009537,0.0,0.490000009537
17.5,0.7,50.0,91.0,1.17937958809,-3.45916760839,21.5948439411,-0.756733005094,22.6618509965,0.490000009537,0.0,0.490000009537
19.0,1.0,50.0,84.0,1.17182239676,-3.61308688664,22.591979021,-0.8208638264,22.6490566053,0.490000009537,0.0,0.490000009537
