Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
16.4,1.9,0.0,74.0,1.18674564357,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.509999990463,0.0,0.5
16.1,2.2,0.0,76.0,1.1890553198,-4.89073929215,21.0711517685,-1.58186471009,22.4732543344,0.509999990463,0.0,0.5
15.7,2.4,0.0,79.0,1.1904801071,-4.45424626003,20.8779199707,-1.29253433126,22.5636624529,0.509999990463,0.0,0.5
15.3,2.6,0.0,82.0,1.19193216436,-4.51450782142,20.8753824741,-1.28187532451,22.5709214049,0.509999990463,0.0,0.5
14.9,2.9,0.0,84.0,1.19482527955,-4.52228837165,20.3780488237,-1.28776993157,22.1900521203,0.509999990463,0.0,0.5
14.5,3.1,0.0,88.0,1.19612619231,-4.68679782813,20.0491386554,-1.37187543811,21.8890201169,0.509999990463,0.0,0.5
15.3,3.1,0.0,82.0,1.19314011047,-4.79014243546,20.3036393715,-1.42968550559,21.6852201032,0.509999990463,0.0,0.5
16.2,3.1,0.0,77.0,1.1895195383,-4.72651320146,18.9473477495,-1.45306379059,20.1373206849,0.509999990463,0.0,0.5
17.0,3.1,180.0,72.0,1.18651444739,-5.16060163938,20.7565826177,-1.76141476149,21.0348732599,0.519999980927,0.0,0.519999980927
17.8,3.1,180.0,68.0,1.18336180654,-4.6387838779,20.8487450015,-1.59320746995,20.7434343754,0.519999980927,0.0,0.519999980927
18.7,3.1,180.0,64.0,1.17978052276,-4.60089910546,21.2584560308,-1.639034719,20.914167343,0.519999980927,0.0,0.519999980927
19.5,3.1,180.0,60.0,1.17560363374,-4.46778694246,21.6326615477,-1.59655799207,20.9169089417,0.519999980927,0.0,0.519999980927
20.3,3.1,180.0,56.0,1.17270905008,-4.35231487138,22.1583331783,-1.59024776269,21.3860423704,0.519999980927,0.0,0.519999980927
21.2,3.1,180.0,53.0,1.16911757183,-4.18392009317,22.6904117226,-1.48648624314,21.8893962474,0.519999980927,0.0,0.519999980927
22.0,3.1,180.0,50.0,1.16609488045,-4.00925598828,23.2547047557,-1.37039625087,22.5113518234,0.519999980927,0.0,0.519999980927
21.3,2.8,180.0,54.0,1.16832347714,-3.8257307702,22.9434036295,-1.23614012821,22.2500354815,0.519999980927,0.0,0.519999980927
20.7,2.6,180.0,57.0,1.16924202731,-3.883205346,22.6152528535,-1.27407895807,21.9029390889,0.519999980927,0.0,0.519999980927
20.0,2.3,180.0,62.0,1.17134432183,-3.95397237535,22.2348795782,-1.3384219185,21.5297810072,0.519999980927,0.0,0.519999980927
19.3,2.0,180.0,67.0,1.17354909808,-4.0377754445,21.8299181177,-1.41017040294,21.1088034901,0.519999980927,0.0,0.519999980927
18.7,1.8,180.0,72.0,1.17533265262,-4.13296204979,21.7786105769,-1.49611073369,21.8662376172,0.519999980927,0.0,0.519999980927
18.0,1.5,270.0,77.0,1.17772183568,-4.12663906051,21.1499771319,-1.35149285338,22.0224575938,0.519999980927,0.0,0.519999980927
17.9,1.6,270.0,77.0,1.17824586609,-4.2974985355,20.9691378117,-1.32831932921,21.6816735527,0.519999980927,0.0,0.519999980927
17.8,1.7,270.0,77.0,1.17876959948,-4.36076758049,20.9150548274,-1.39531504866,21.6446565885,0.519999980927,0.0,0.519999980927
17.7,1.8,270.0,77.0,1.18049101601,-4.38786275961,20.8356436369,-1.41120860609,21.6002292903,0.519999980927,0.0,0.519999980927
17.6,1.9,270.0,77.0,1.18101457565,-4.42478016314,20.7586642632,-1.42949300915,21.5556233531,0.519999980927,0.0,0.519999980927
17.4,2.0,270.0,77.0,1.18206083111,-4.46226674942,20.4965547084,-1.44788686519,22.2232845256,0.519999980927,0.0,0.519999980927
17.3,2.1,270.0,77.0,1.18258353352,-4.55881176297,20.4571563548,-1.32761516304,21.7488665174,0.519999980927,0.0,0.519999980927
17.2,2.2,270.0,77.0,1.18430599606,-4.58816420704,20.3696913849,-1.42620025288,21.7038942366,0.519999980927,0.0,0.519999980927
17.1,2.3,270.0,77.0,1.18482855406,-4.63130102938,21.0144001033,-1.44413551429,22.0750238609,0.519999980927,0.0,0.519999980927
17.0,2.4,270.0,77.0,1.18535083639,-4.43386764029,21.7438905758,-1.37848267211,22.8799691958,0.519999980927,0.0,0.519999980927
18.0,2.3,270.0,73.0,1.1811034955,-4.22787665549,21.8425323791,-1.21086009051,22.724812725,0.519999980927,0.0,0.519999980927
19.0,2.2,270.0,68.0,1.17720895969,-4.19036920364,21.2728983967,-1.22111066519,20.7809823547,0.519999980927,0.0,0.519999980927
20.0,2.1,90.0,64.0,1.17197693047,-4.3551333907,22.2186475128,-1.58651117194,21.1264238592,0.519999980927,0.0,0.519999980927
21.0,2.0,90.0,60.0,1.16804280174,-4.06396227582,22.7862613293,-1.50709981013,22.3300539394,0.519999980927,0.0,0.519999980927
22.0,1.9,90.0,57.0,1.16390934179,-3.87995355641,23.4208733974,-1.25307420925,23.401908606,0.519999980927,0.0,0.519999980927
23.0,1.8,90.0,53.0,1.15901415221,-3.66282988401,23.7719165829,-1.00673364951,24.2898545364,0.519999980927,0.0,0.519999980927
24.0,1.7,90.0,50.0,1.15507819642,-3.52725085064,24.1705425702,-0.787379479161,24.4133286053,0.519999980927,0.0,0.519999980927
25.0,1.6,90.0,47.0,1.15123947612,-3.37158885946,24.5962819832,-0.718280253906,24.7200055482,0.519999980927,0.0,0.519999980927
26.0,1.5,90.0,45.0,1.14594825246,-3.20655344603,25.0372081099,-0.615255796225,24.6157161365,0.519999980927,0.0,0.519999980927
25.2,1.3,90.0,48.0,1.14871682953,-3.03064550436,24.942127778,-0.599688268661,24.9501231901,0.519999980927,0.0,0.519999980927
24.3,1.2,90.0,52.0,1.15171219482,-3.01268573943,24.7896761888,-0.506352778679,24.499950494,0.519999980927,0.0,0.519999980927
23.5,1.0,90.0,55.0,1.15466907652,-3.01494418805,24.5412539495,-0.576369456271,24.0936082175,0.519999980927,0.0,0.519999980927
22.7,0.8,90.0,59.0,1.15737755359,-3.05673981079,24.2172375823,-0.655560440627,23.5643042729,0.519999980927,0.0,0.519999980927
21.8,0.7,90.0,64.0,1.15921020859,-3.12128064244,23.9660491946,-0.760133571702,23.8046156761,0.519999980927,0.0,0.519999980927
21.0,0.5,140.0,69.0,1.16183712158,-3.16010599269,23.6138371922,-0.713359662305,23.5790912311,0.519999980927,0.0,0.519999980927
