Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
16.4,1.9,0.0,74.0,1.18674564357,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.5,0.0,0.490000009537
16.1,2.2,0.0,76.0,1.1890553198,-4.89073929215,21.1242072953,-1.58186471009,22.4784449372,0.5,0.0,0.490000009537
15.7,2.4,0.0,79.0,1.1904801071,-4.43826791613,20.9019235014,-1.29141063061,22.5688006709,0.5,0.0,0.490000009537
15.3,2.6,0.0,82.0,1.19193216436,-4.50672654553,20.9075906938,-1.2807606941,22.5750023208,0.5,0.0,0.490000009537
14.9,2.9,0.0,84.0,1.19482527955,-4.51188849184,20.410068467,-1.28682693167,22.1966103436,0.5,0.0,0.490000009537
14.5,3.1,0.0,88.0,1.19612619231,-4.67620736782,20.0824805644,-1.37042933483,21.8954432487,0.5,0.0,0.490000009537
15.3,3.1,0.0,82.0,1.19314011047,-4.77894552982,20.3343865458,-1.42823968722,21.6916437628,0.5,0.0,0.490000009537
16.2,3.1,0.0,77.0,1.1895195383,-4.71589612277,18.9626734318,-1.45159023475,20.1486333597,0.5,0.0,0.490000009537
17.0,3.1,180.0,72.0,1.18651444739,-5.15445764954,20.7783181581,-1.7589466614,21.0057008832,0.5,0.0,0.479999989271
17.8,3.1,180.0,68.0,1.18336180654,-4.63117122445,21.0886984791,-1.5979227431,20.8161901827,0.5,0.0,0.479999989271
18.7,3.1,180.0,64.0,1.17978052276,-4.53125940603,21.2725525818,-1.63248391682,20.9270414337,0.5,0.0,0.479999989271
19.5,3.1,180.0,60.0,1.17560363374,-4.46254652942,21.6684680383,-1.59769976011,20.8993808183,0.5,0.0,0.479999989271
20.3,3.1,180.0,56.0,1.17270905008,-4.34091529726,22.197642063,-1.59487848276,21.2959911904,0.5,0.0,0.479999989271
21.2,3.1,180.0,53.0,1.16911757183,-4.17140333974,22.7149802901,-1.50596529982,21.8631000501,0.5,0.0,0.479999989271
22.0,3.1,180.0,50.0,1.16609488045,-4.00111268134,23.2659315394,-1.37729295047,22.4108204765,0.5,0.0,0.479999989271
21.3,2.8,180.0,54.0,1.16832347714,-3.8209482718,22.9709476146,-1.25595463123,22.2307617574,0.5,0.0,0.479999989271
20.7,2.6,180.0,57.0,1.16924202731,-3.87438483786,22.6537527913,-1.27912579339,21.8962399904,0.5,0.0,0.479999989271
20.0,2.3,180.0,62.0,1.17134432183,-3.94378045037,22.2738651977,-1.34117814249,21.5243989738,0.5,0.0,0.479999989271
19.3,2.0,180.0,67.0,1.17354909808,-4.02536792096,21.8717011094,-1.41260133622,21.1045533052,0.5,0.0,0.479999989271
18.7,1.8,180.0,72.0,1.17533265262,-4.11939991476,21.8273054191,-1.49821940248,21.8602209178,0.5,0.0,0.479999989271
18.0,1.5,270.0,77.0,1.17772183568,-4.11081046929,21.2021198819,-1.35388750781,22.0247132976,0.5,0.0,0.479999989271
17.9,1.6,270.0,77.0,1.17824586609,-4.28025893279,21.0241491253,-1.32912048148,21.6933457574,0.5,0.0,0.479999989271
17.8,1.7,270.0,77.0,1.17876959948,-4.34228677749,20.970933274,-1.39410058353,21.6565123424,0.5,0.0,0.479999989271
17.7,1.8,270.0,77.0,1.18049101601,-4.36878221781,20.8925000226,-1.40979623319,21.6127176054,0.5,0.0,0.479999989271
17.6,1.9,270.0,77.0,1.18101457565,-4.40510438856,20.8165620632,-1.42782057719,21.5686087199,0.5,0.0,0.479999989271
17.4,2.0,270.0,77.0,1.18206083111,-4.44198940223,20.5524051522,-1.44599804734,22.2535606918,0.5,0.0,0.479999989271
17.3,2.1,270.0,77.0,1.18258353352,-4.53886976278,20.5148051811,-1.32239586007,21.7741366369,0.5,0.0,0.479999989271
17.2,2.2,270.0,77.0,1.18430599606,-4.56749869036,20.4279058785,-1.42161206419,21.7286170625,0.5,0.0,0.479999989271
17.1,2.3,270.0,77.0,1.18482855406,-4.61021929563,21.0662802639,-1.43949427084,22.0924729128,0.5,0.0,0.479999989271
17.0,2.4,270.0,77.0,1.18535083639,-4.41470243891,21.7955408603,-1.37532994808,22.8815195478,0.5,0.0,0.479999989271
18.0,2.3,270.0,73.0,1.1811034955,-4.20860942135,21.8804069301,-1.21069907126,22.7239894045,0.5,0.0,0.479999989271
19.0,2.2,270.0,68.0,1.17720895969,-4.17516796476,21.319474553,-1.22143146588,20.782932685,0.5,0.0,0.479999989271
20.0,2.1,90.0,64.0,1.17197693047,-4.33728734633,22.2540706011,-1.58630076534,21.1267943462,0.5,0.0,0.490000009537
21.0,2.0,90.0,60.0,1.16804280174,-4.0494751549,22.8223078472,-1.50717885452,22.3307545985,0.5,0.0,0.490000009537
22.0,1.9,90.0,57.0,1.16390934179,-3.86538823393,23.4423256937,-1.2530814775,23.4028083026,0.5,0.0,0.490000009537
23.0,1.8,90.0,53.0,1.15901415221,-3.6525950447,23.7881877202,-1.00668898843,24.290758726,0.5,0.0,0.490000009537
24.0,1.7,90.0,50.0,1.15507819642,-3.51861544238,24.1818250072,-0.787251127552,24.4140910155,0.5,0.0,0.490000009537
25.0,1.6,90.0,47.0,1.15123947612,-3.36457788519,24.6022309817,-0.71819829169,24.7183483284,0.5,0.0,0.490000009537
26.0,1.5,90.0,45.0,1.14594825246,-3.20129581925,25.0380139287,-0.615629366702,24.6199747487,0.5,0.0,0.490000009537
25.2,1.3,90.0,48.0,1.14871682953,-3.02724243713,24.9488138607,-0.598901284693,24.950594843,0.5,0.0,0.490000009537
24.3,1.2,90.0,52.0,1.15171219482,-3.00765472441,24.8032239802,-0.506279261654,24.5004677474,0.5,0.0,0.490000009537
23.5,1.0,90.0,55.0,1.15466907652,-3.00799988317,24.5619176026,-0.576301819392,24.0939007587,0.5,0.0,0.490000009537
22.7,0.8,90.0,59.0,1.15737755359,-3.04769924919,24.2468030034,-0.655526444468,23.5648216241,0.5,0.0,0.490000009537
21.8,0.7,90.0,64.0,1.15921020859,-3.10969176091,24.0071992418,-0.760046621778,23.8041334027,0.5,0.0,0.490000009537
21.0,0.5,140.0,69.0,1.16183712158,-3.1450570506,23.6631523217,-0.713456458274,23.5788286674,0.5,0.0,0.479999989271
20.4,0.5,140.0,71.0,1.16438213633,-3.21539113583,22.9395233552,-0.757775695762,23.5320045673,0.5,0.0,0.479999989271
19.8,0.5,140.0,73.0,1.1681449117,-3.42379831358,22.6277853352,-0.770920228076,23.3580214792,0.5,0.0,0.479999989271
19.2,0.6,140.0,76.0,1.17048268975,-3.52444206924,22.3114976715,-0.815340958622,23.0532583603,0.5,0.0,0.479999989271
18.6,0.6,140.0,79.0,1.17286498826,-3.62467064125,21.9391556226,-0.884480253988,22.7681746993,0.5,0.0,0.479999989271
17.9,0.6,140.0,82.0,1.17701797951,-3.74620624437,21.4874871491,-0.951014030983,22.4112707282,0.5,0.0,0.479999989271
17.3,0.6,140.0,85.0,1.17948837789,-3.9025448425,21.1102165117,-1.03727439354,22.1041572186,0.5,0.0,0.479999989271
16.7,0.7,140.0,87.0,1.18222615513,-4.03924817226,20.5453593923,-1.11444692354,22.3474968167,0.5,0.0,0.479999989271
16.1,0.7,140.0,91.0,1.18574851234,-4.2449289979,20.1597543798,-1.07984729692,22.0417533231,0.5,0.0,0.479999989271
15.5,0.7,140.0,94.0,1.18833281508,-4.38663400602,19.624222531,-1.15749532529,22.1391388456,0.5,0.0,0.479999989271
17.0,0.8,140.0,86.0,1.18205546787,-4.57922140781,20.6215727031,-1.13717060774,22.0678111578,0.5,0.0,0.479999989271
18.5,0.9,140.0,79.0,1.17458816384,-4.29148871203,21.5301549364,-1.14483392726,20.9860282728,0.5,0.0,0.479999989271
20.0,1.0,140.0,73.0,1.16828648257,-4.01372874146,22.4164423425,-1.34759781996,21.5847055805,0.5,0.0,0.479999989271
21.5,1.1,140.0,67.0,1.16220500892,-3.73130704291,23.2200757578,-1.2128205484,22.5573185264,0.5,0.0,0.479999989271
23.0,1.2,140.0,62.0,1.15486167784,-3.47067901187,24.1485043457,-0.996227565237,23.5251596036,0.5,0.0,0.479999989271
24.5,1.2,140.0,57.0,1.1489150147,-3.15940194227,24.8333194677,-0.764327085906,24.5788307112,0.5,0.0,0.479999989271
26.0,1.3,140.0,53.0,1.14281451192,-2.91267600023,25.3957394536,-0.50970519363,25.407815237,0.5,0.0,0.479999989271
27.5,1.4,140.0,49.0,1.13575103428,-2.69384529165,26.0507135767,-0.293491887995,25.3934494808,0.5,0.0,0.479999989271
29.0,1.5,230.0,45.0,1.13006924994,-2.43531324653,26.6567942842,-0.249361097475,25.5743897479,0.5,0.0,0.479999989271
