Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.490000009537,0.0,0.509999990463
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.89073929215,21.1554736369,-1.58186471009,22.4799424331,0.469999998808,0.0,0.5
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.42875398657,20.9376685768,-1.29107994567,22.5712321034,0.469999998808,0.0,0.490000009537
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.49551332587,21.0138388366,-1.28022962381,22.582903073,0.469999998808,0.0,0.490000009537
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.47890190523,20.5084992401,-1.2851428394,22.2127163499,0.469999998808,0.0,0.490000009537
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.64468556671,20.1867893205,-1.36703602367,21.9111580887,0.469999998808,0.0,0.490000009537
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.74495501508,20.4288708515,-1.42483316835,21.7078201504,0.469999998808,0.0,0.490000009537
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.68416479968,18.9872074086,-1.44800161879,20.164023186,0.479999989271,0.0,0.509999990463
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.14355428116,20.8455642866,-1.75552329829,21.0145664881,0.5,0.0,0.5
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.60737737039,21.1261508182,-1.59550705781,20.8206902811,0.5,0.0,0.5
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.51610215987,21.276274107,-1.63100876485,20.930291777,0.5,0.0,0.5
11.0,19.5,3.1,180.0,60.0,1.17560363374,0.0,-4.45760159048,21.6734888129,-1.59653658177,20.902153341,0.5,0.0,0.5
12.0,20.3,3.1,180.0,56.0,1.17270905008,0.0,-4.33588315815,22.2016783459,-1.5938398857,21.2982463944,0.5,0.0,0.5
13.0,21.2,3.1,180.0,53.0,1.16911757183,0.0,-4.16683664496,22.7190103136,-1.50505600331,21.8649166249,0.5,0.0,0.5
14.0,22.0,3.1,180.0,50.0,1.16609488045,0.0,-3.99668930357,23.2711157171,-1.37648858979,22.4123920748,0.5,0.0,0.5
15.0,21.3,2.8,180.0,54.0,1.16832347714,0.0,-3.81634585336,22.9748572801,-1.25521278623,22.2327589239,0.490000009537,0.0,0.490000009537
16.0,20.7,2.6,180.0,57.0,1.16924202731,0.0,-3.87024054068,22.6537512556,-1.27832068738,21.8986164365,0.490000009537,0.0,0.490000009537
17.0,20.0,2.3,180.0,62.0,1.17134432183,0.0,-3.94091588334,22.2928846959,-1.34031155886,21.5269936334,0.490000009537,0.0,0.490000009537
