Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,Casal_PMV,Casal_Temp,Circulacao_PMV,Circulacao_Temp,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste
0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-4.65072795432,19.5359850552,-1.4693443491,20.9264217149,0.490000009537,0.0,0.509999990463
1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-4.89073929215,21.0685013413,-1.58186471009,22.4740551407,0.490000009537,0.0,0.509999990463
2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-4.45511072791,20.9552546528,-1.29236602914,22.5664190083,0.490000009537,0.0,0.509999990463
3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-4.49102860202,20.9425372374,-1.28125309715,22.5778900954,0.490000009537,0.0,0.509999990463
4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-4.50119819856,20.4451897139,-1.28629377649,22.2011685836,0.490000009537,0.0,0.509999990463
5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-4.66516625158,20.1174042823,-1.36951674305,21.8989294626,0.490000009537,0.0,0.509999990463
6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-4.76771897325,20.365175258,-1.4275100349,21.6955199072,0.490000009537,0.0,0.509999990463
7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-4.70566933879,18.9561034675,-1.45075790003,20.1414311064,0.490000009537,0.0,0.509999990463
8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-5.15560405824,20.7926383568,-1.7603454804,21.040313866,0.519999980927,0.0,0.5
9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-4.6255425967,20.8773926589,-1.59171810073,20.7475215976,0.519999980927,0.0,0.5
10.0,18.7,3.1,180.0,64.0,1.17978052276,0.0,-4.58971549843,21.2653874232,-1.63785557702,20.9149500916,0.519999980927,0.0,0.5
