Mes,Dia,Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,AreaServico_PMV,AreaServico_Temp,Circulacao_PMV,Circulacao_Temp,Casal_PMV,Casal_Temp,Banheiro_PMV,Banheiro_Temp,Jardim_PMV,Jardim_Temp,Solteiro_PMV,Solteiro_Temp,Sala_PMV,Sala_Temp,Mezanino_PMV,Mezanino_Temp,PortaServicoLeste,JanelaServicoSul,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste,JanelaBanheiroLeste,PortaBanheiroOeste,JanelaJardimNorte,JanelaJardimLeste,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul,PortaSalaNorte,JanelaSalaNorte,PortaSalaLeste,JanelaSalaSul,JanelaSalaOeste,PortaCozinhaLeste,JanelaCozinhaSul,JanelaMezaninoNorte,JanelaMezaninoSul,JanelaMezaninoOeste,JanelaSegundoSul
1.0,1.0,0.0,16.8,5.4,123.0,91.0,1.13594865305,0.0,-1.45762595626,16.9889769467,-1.49625277948,17.6725750033,-4.72410180706,19.5206573115,-1.79939505795,17.1779962715,-1.16564740347,18.6667737528,-4.65758299191,19.4992968684,-1.5875862984,17.7595493342,-1.20388617136,18.352289162,0.0,0.89,0.74,0.0,0.4,0.89,0.0,1.0,1.0,0.43,0.0,0.97,0.0,0.42,0.63,0.68,0.52,0.13,0.71,0.23,0.97,0.41,0.0
1.0,1.0,1.0,16.5,4.6,135.0,92.0,1.13693420486,0.0,-2.43951334055,16.9459673865,-2.303788156,19.3666861496,-4.92440288862,20.6601895527,-2.5530477481,17.6621142145,-2.02180819738,18.9635465442,-4.8885693042,20.8774424567,-2.83390183049,17.8620146166,-2.18623224032,18.0394750279,0.0,0.96,0.6,0.0,0.68,0.05,0.0,1.0,1.0,0.26,0.0,0.87,0.0,0.46,0.65,0.74,0.7,0.1,0.99,0.11,0.21,0.88,0.0
1.0,1.0,2.0,16.6,4.6,143.0,92.0,1.13652950261,0.0,-2.50469323947,17.6544979534,-1.99562674288,18.5004114581,-4.59264476264,20.2868059876,-2.49635359797,18.0722376229,-2.00981106696,19.2219971764,-4.48592717961,20.3255425155,-2.86799662855,18.0666195607,-2.3065440616,17.9836026872,0.0,0.85,0.43,0.0,0.68,0.91,0.0,1.0,1.0,0.74,0.0,0.58,0.0,0.87,0.11,0.12,0.71,0.28,0.97,0.1,0.2,0.12,0.0
1.0,1.0,3.0,16.5,3.1,152.0,94.0,1.13720429895,0.0,-2.39865337896,17.9768169119,-2.18384809956,18.8306980987,-4.71196814952,20.6567271264,-2.43810499697,19.6859205794,-1.98949135216,19.1922881012,-4.66068277397,21.1894803606,-2.85866165709,18.167800289,-2.35250947095,18.8053195686,0.0,0.49,0.94,0.0,0.11,0.56,0.0,1.0,1.0,0.67,0.0,0.91,0.0,0.47,0.69,0.68,0.43,0.09,0.96,0.04,0.73,0.82,0.0
1.0,1.0,4.0,16.3,4.8,144.0,94.0,1.13777748519,0.0,-2.35546925397,16.9491313988,-2.13551081746,18.6154950229,-4.60597783302,20.6873675748,-2.14111055362,17.3508682776,-2.022604443,18.7532619814,-4.40687869896,20.136302256,-2.85381400248,18.0322573375,-2.20181515149,18.586718014,0.0,0.12,0.74,0.0,0.93,0.82,0.0,1.0,1.0,0.2,0.0,0.39,0.0,0.24,0.11,0.94,0.52,0.67,0.61,0.33,0.09,0.67,0.0
1.0,1.0,5.0,16.4,4.7,146.0,94.0,1.13761150444,0.0,-2.59077526888,17.9061330499,-2.20254659847,18.4266214282,-4.60718579884,19.8923354223,-2.60778020774,18.9994905416,-2.1374231804,19.0330780816,-4.73234549406,19.7896066825,-2.91769968196,18.0720223222,-2.26687573403,18.185876359,0.0,0.61,0.25,0.0,0.18,0.65,0.0,1.0,1.0,0.14,0.0,0.77,0.0,0.83,0.26,0.09,0.62,0.75,0.56,0.63,0.88,0.35,0.0
1.0,1.0,6.0,17.2,6.8,153.0,93.0,1.13409595106,0.0,-2.41322384691,18.0222136694,-2.25364829801,18.7087424594,-4.8497590771,20.4156573531,-2.30203020226,17.890428843,-2.07356655305,19.3657331455,-4.84814799209,21.3934879367,-2.92987471446,18.0095972016,-2.3537356712,18.2408526209,0.0,0.57,0.44,0.0,0.49,0.33,0.0,1.0,1.0,0.7,0.0,0.29,0.0,0.34,0.55,0.64,0.47,1.0,0.47,0.61,0.35,0.68,0.0
1.0,1.0,7.0,18.2,7.7,140.0,84.0,1.13163049789,0.0,-2.35528152786,18.3269345221,-2.19190902602,19.6562741976,-4.68638894226,21.7555272989,-2.48582750214,18.5451832148,-1.93871562912,19.4639087044,-4.36269868529,22.5700470925,-2.93114820893,18.8133844619,-2.30827940038,18.6721518229,0.0,0.77,0.58,0.0,0.18,0.15,0.0,1.0,1.0,0.49,0.0,0.8,0.0,0.84,0.38,0.34,0.35,0.09,0.2,0.24,0.54,0.37,0.0
1.0,1.0,8.0,19.4,7.9,144.0,75.0,1.12825099097,0.0,-2.29325721975,19.4577927913,-2.00927267061,20.1511761991,-4.29291048745,21.608817855,-2.35233328526,19.5626793887,-1.85405659533,20.4262284012,-4.00894186987,21.5212819794,-2.74675605876,19.611032637,-2.17772838077,19.5405556565,0.0,0.61,0.66,0.0,0.56,0.06,0.0,1.0,1.0,0.93,0.0,0.9,0.0,0.84,0.07,0.58,0.93,0.31,0.38,0.23,0.72,0.3,0.0
1.0,1.0,9.0,21.6,8.7,133.0,67.0,1.11936580905,0.0,-2.04997009694,21.4787504455,-1.89562801516,21.4229122792,-4.33947751589,21.7669710928,-2.11475550106,21.0996800971,-1.57443626183,21.6389390365,-4.32347889822,21.649731014,-2.53158375879,21.5124950223,-1.91709577433,21.429725887,0.0,0.79,0.4,0.0,0.5,0.76,0.0,1.0,1.0,0.48,0.0,0.74,0.0,0.58,0.52,0.94,0.89,0.43,0.39,0.95,0.87,0.52,0.0
1.0,1.0,10.0,21.2,8.9,126.0,67.0,1.1216193279,0.0,-1.61625485561,21.2048640004,-1.62198371963,21.7142675725,-4.27926982709,21.8465909344,-1.74996360037,21.3026102432,-1.2720570922,21.8148779596,-4.27022735644,21.8322454491,-2.04754493419,21.3890857222,-1.42913551402,21.4083844924,0.0,0.3,0.41,0.0,0.54,0.8,0.0,1.0,1.0,0.08,0.0,0.19,0.0,0.59,0.21,0.01,0.8,0.98,0.74,0.79,0.31,0.83,0.0
