Mes,Dia,Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,AreaServico_PMV,AreaServico_Temp,Circulacao_PMV,Circulacao_Temp,Casal_PMV,Casal_Temp,Banheiro_PMV,Banheiro_Temp,Jardim_PMV,Jardim_Temp,Solteiro_PMV,Solteiro_Temp,Sala_PMV,Sala_Temp,Mezanino_PMV,Mezanino_Temp,PortaServicoLeste,JanelaServicoSul,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste,JanelaBanheiroLeste,PortaBanheiroOeste,JanelaJardimNorte,JanelaJardimLeste,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul,PortaSalaNorte,JanelaSalaNorte,PortaSalaLeste,JanelaSalaSul,JanelaSalaOeste,PortaCozinhaLeste,JanelaCozinhaSul,JanelaMezaninoNorte,JanelaMezaninoSul,JanelaMezaninoOeste,JanelaSegundoSul
1.0,1.0,0.0,16.8,5.4,123.0,91.0,1.13594865305,0.0,-1.45762595626,16.9889769467,-1.49625277948,17.6725750033,-4.72410180706,19.5206573115,-1.79939505795,17.1779962715,-1.16564740347,18.6667737528,-4.65758299191,19.4992968684,-1.5875862984,17.7595493342,-1.20388617136,18.352289162,0.0,0.19,0.08,0.0,0.33,0.11,0.0,1.0,1.0,0.61,0.0,0.55,0.0,0.02,0.33,0.86,0.84,0.87,0.17,0.64,0.47,0.89,0.0
1.0,1.0,1.0,16.5,4.6,135.0,92.0,1.13693420486,0.0,-2.43951334055,17.7067442605,-2.303788156,20.0738170411,-4.92440288862,19.403072167,-2.5530477481,19.0688831083,-2.02180819738,19.4285435558,-4.8885693042,21.637704804,-2.83390183049,18.5067164991,-2.18623224032,18.6235769286,0.0,0.55,0.26,0.0,0.51,0.47,0.0,1.0,1.0,0.53,0.0,0.86,0.0,0.72,0.38,0.77,0.54,0.61,0.12,0.47,0.55,0.48,0.0
1.0,1.0,2.0,16.6,4.6,143.0,92.0,1.13652950261,0.0,-2.34864025805,17.6916444878,-1.8556901363,20.5626536975,-4.97175291934,22.068764464,-2.22102594171,19.0232341297,-1.91196506004,21.1593115319,-4.25799435932,19.8576410873,-2.71135338014,18.0087251512,-2.17105787273,18.1230264272,0.0,0.26,0.18,0.0,0.12,0.34,0.0,1.0,1.0,0.64,0.0,0.08,0.0,0.95,0.51,0.72,0.69,0.98,0.67,0.39,0.53,0.18,0.0
1.0,1.0,3.0,16.5,3.1,152.0,94.0,1.13720429895,0.0,-2.38119568614,17.1791911117,-1.76918872617,20.2339973829,-4.18685862217,21.5008088803,-2.24310625513,18.4575646838,-1.6006722887,19.2235053181,-4.78890878503,20.6213222534,-2.85755613239,18.4636677204,-2.31262025945,18.5123143495,0.0,0.57,0.36,0.0,0.89,0.82,0.0,1.0,1.0,0.86,0.0,0.71,0.0,0.68,0.9,0.33,0.39,0.99,0.17,0.34,0.36,0.35,0.0
1.0,1.0,4.0,16.3,4.8,144.0,94.0,1.13777748519,0.0,-2.50770169087,17.2503158419,-1.83995782473,19.0642828353,-4.34348096876,22.0369365374,-2.36214526441,18.0968371438,-1.99912887196,18.7979292188,-4.5673671746,20.584336995,-2.78424869437,18.0061813056,-2.25756599982,18.0915444464,0.0,0.49,0.07,0.0,0.7,0.04,0.0,1.0,1.0,0.04,0.0,0.49,0.0,0.58,0.98,0.37,0.04,0.98,0.61,0.2,0.01,0.61,0.0
1.0,1.0,5.0,16.4,4.7,146.0,94.0,1.13761150444,0.0,-2.52903219178,16.8215498429,-2.08863750381,19.1861503617,-4.19363895154,20.8308519419,-2.45471050928,17.5370992361,-2.11747106062,19.0368547226,-4.59379389595,19.9897535799,-2.92328943767,18.3111268151,-2.37298268967,18.2494496098,0.0,0.38,0.61,0.0,0.39,0.36,0.0,1.0,1.0,0.11,0.0,0.68,0.0,0.88,0.03,0.32,0.26,0.68,0.53,0.95,0.41,0.94,0.0
1.0,1.0,6.0,17.2,6.8,153.0,93.0,1.13409595106,0.0,-2.627393509,17.5093284321,-2.08427666772,18.8676269638,-4.5472650861,21.6123496896,-2.5743746546,19.3829727772,-2.0627129654,18.9283879754,-4.7755135567,21.9842812364,-2.87191216381,18.0282516256,-2.34294404912,18.3990350215,0.0,0.52,0.5,0.0,0.74,0.55,0.0,1.0,1.0,0.1,0.0,0.21,0.0,0.03,0.78,0.23,0.76,0.08,0.61,0.57,0.08,0.55,0.0
1.0,1.0,7.0,18.2,7.7,140.0,84.0,1.13163049789,0.0,-2.46363449216,18.3895576661,-2.13644439261,20.0487801452,-4.30635960595,21.1528474549,-2.20047380041,18.6344486557,-2.01529599851,19.2221963275,-4.17532105524,22.6775423746,-2.92014753919,18.6666388751,-2.27364440156,18.6072881391,0.0,0.19,0.6,0.0,0.53,0.45,0.0,1.0,1.0,0.24,0.0,0.08,0.0,0.49,0.59,0.76,0.35,0.59,0.44,0.72,0.01,0.55,0.0
1.0,1.0,8.0,19.4,7.9,144.0,75.0,1.12825099097,0.0,-2.28780750345,19.5241591386,-1.9111005824,20.5089708883,-4.44352236194,21.1018637628,-2.32127473558,19.5418364885,-1.89119753854,21.4133355193,-3.96542615145,22.1196629769,-2.77217152824,19.7618032537,-2.18076327454,19.6857229192,0.0,0.7,0.34,0.0,0.59,0.99,0.0,1.0,1.0,0.39,0.0,0.28,0.0,0.18,0.21,0.61,0.53,0.72,0.07,0.14,0.01,0.44,0.0
1.0,1.0,9.0,21.6,8.7,133.0,67.0,1.11936580905,0.0,-2.04059857746,21.490337607,-1.80681459922,21.5928059268,-4.47345852165,21.9597168704,-2.10683047232,21.3419105315,-1.36547301476,21.8132739995,-4.13368251792,22.2489075317,-2.49101040186,21.5837877676,-1.88230055906,21.400637306,0.0,0.47,0.36,0.0,0.14,0.23,0.0,1.0,1.0,0.0,0.0,0.17,0.0,0.3,0.64,0.75,0.51,0.56,0.89,0.72,0.65,0.14,0.0
