Mes,Dia,Hora,Temperature,Wind_Speed,Wind_Direction,Humidity,Air_Density,Rain_Status,AreaServico_PMV,AreaServico_Temp,Circulacao_PMV,Circulacao_Temp,Casal_PMV,Casal_Temp,Banheiro_PMV,Banheiro_Temp,Jardim_PMV,Jardim_Temp,Solteiro_PMV,Solteiro_Temp,Sala_PMV,Sala_Temp,Mezanino_PMV,Mezanino_Temp,PortaServicoLeste,JanelaServicoSul,JanelaCasalNorte,PortaCasalOeste,JanelaCasalOeste,JanelaBanheiroLeste,PortaBanheiroOeste,JanelaJardimNorte,JanelaJardimLeste,JanelaSolteiroNorte,PortaSolteiroSul,JanelaSolteiroSul,PortaSalaNorte,JanelaSalaNorte,PortaSalaLeste,JanelaSalaSul,JanelaSalaOeste,PortaCozinhaLeste,JanelaCozinhaSul,JanelaMezaninoNorte,JanelaMezaninoSul,JanelaMezaninoOeste,JanelaSegundoSul
1.0,1.0,0.0,16.4,1.9,0.0,74.0,1.18674564357,0.0,-1.00533320993,19.5521412531,-1.46934436895,18.4141870536,-4.65072792202,17.9901413831,-1.51859743211,19.1568764076,-0.842727427835,20.4008712198,-4.60754573489,18.0195617548,-1.19947950553,19.740287891,-0.669817423079,18.9411596687,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,16.1,2.2,0.0,76.0,1.1890553198,0.0,-1.86328731334,20.6967442726,-2.12914829436,19.3955524256,-5.39807761971,19.0404971901,-2.0621588994,20.3631772106,-1.6282745432,20.9642753046,-5.36723311995,18.9549852501,-2.31633138635,20.5233197942,-1.9788393459,18.2248289377,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,2.0,15.7,2.4,0.0,79.0,1.1904801071,0.0,-1.67503058799,20.7247201137,-1.96472747602,19.3121958476,-5.12073710178,18.573177245,-1.86972014112,20.2218093191,-1.57193701702,20.8467371699,-5.1254245758,18.4837756337,-2.20708260445,20.2092081003,-2.21887745002,18.1761992372,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,3.0,15.3,2.6,0.0,82.0,1.19193216436,0.0,-1.69929926744,20.0272592398,-2.00883087271,18.794718229,-5.28259441182,18.2772509797,-1.93184940084,19.7411294801,-1.64220279124,20.1789359273,-5.29170604784,18.1861695268,-2.31691405971,19.4645791507,-2.28483697377,17.6743823454,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,4.0,14.9,2.9,0.0,84.0,1.19482527955,0.0,-1.8633325794,19.4104929829,-2.13007474847,18.6170449114,-5.39808174065,17.9070536893,-2.05519767497,19.4513625668,-1.81430540146,19.6083608108,-5.41063874254,17.9779500448,-2.52634357999,18.6455149656,-2.44175470702,16.8485832624,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,5.0,14.5,3.1,0.0,88.0,1.19612619231,0.0,-2.02307425931,18.2812725724,-2.19811504632,18.409121189,-5.54559989462,17.6183006502,-2.1480047004,19.1014977819,-1.97831380326,18.5887792544,-5.51191331261,17.9999382499,-2.77100167286,17.7164077131,-2.67839953299,16.0551524406,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,6.0,15.3,3.1,0.0,82.0,1.19314011047,0.0,-2.24279037,17.7916222053,-2.25349885548,18.667154224,-5.65532647552,18.1908627689,-2.22564691201,19.2148246482,-2.18202375019,18.1291820503,-5.52701564212,18.1026093658,-3.0224706606,17.3870945398,-2.88002370507,16.1799180288,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,7.0,16.2,3.1,0.0,77.0,1.1895195383,0.0,-2.31600644107,18.0659653617,-2.20786644216,18.8865085994,-5.51674621825,18.7044107621,-2.16722112596,19.5018260555,-2.2537518329,18.4211647333,-5.52978635086,18.6532231765,-3.1214525005,17.7104125021,-2.85159455564,16.880959853,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,8.0,17.0,3.1,180.0,72.0,1.18651444739,0.0,-2.25470162331,17.4110474196,-2.16236013517,18.8289109964,-5.37840432839,19.6157102847,-2.068018813,20.1590859133,-2.16246153684,18.7167383034,-5.38680988026,19.5543828353,-3.04760184491,18.0002376428,-2.65753454594,17.9343561379,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,9.0,17.8,3.1,180.0,68.0,1.18336180654,0.0,-2.39706378854,18.1481723812,-2.18175231465,18.9336571468,-5.11937848829,19.7794370681,-1.90472506417,20.4817967042,-2.05646576645,19.0939186955,-5.13417709853,19.7024243189,-2.97149514623,18.3656544702,-2.37043339697,18.4265652623,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
